term,definition
usufruction,The condition or state of possessing a usufruct
Queer Street,A stunned condition
0,The off or low bit state
FMAIT,"The presence of an abnormally small number of platelets in a fetus' blood, due to the mother's antibodies having been passed via the placenta and attacking the platelets."
Fock state,Any state of the Fock space with a well-defined number of particles in each state.
jahiliyyah,"The condition of ignorance, barbarism and unbelief in Arabia before the coming of Islam; more recently its meaning has been expanded to include Western non-Muslims"
jail,The condition created by the requirement that a horse claimed in a claiming race not be run at another track for some period of time (usually 30 days).
jam,A difficult situation
jam,A difficult situation for a pitcher or defending team
jam-up,The situation where material becomes jammed in a machine
jaundice,"A morbid condition, characterized by yellowness of the eyes, skin, and urine"
jaws of death,"A very narrowly avoided, or a very probable, fatal situation."
jealousy,"A state of suspicious guarding towards a spouse, lover etc., from fears of infidelity."
jet lag,A physical condition caused by crossing time zones during flight; often the result of disruption to the circadian rhythms of the body.
jitter,A state of nervousness
job and finish,"The situation where a worker can leave as soon as the work is completed, rather than having to work for a fixed period of time."
just what the doctor ordered,Exactly what is necessary or useful in a given situation; something very beneficial or desirable.
justice,The state or characteristic of being just or fair
juvenescence,The state of becoming young or juvenile.
race,A race condition.
race against time,"A situation in which something must be done hurriedly, before a deadline"
race hazard,A race condition.
race to the bottom,A situation in which competition between governments leads to very excessive (harmful) deregulation.
race to the bottom,"A situation in which competition between entities leads to elimination of perks or amenities, often in the interest of cutting costs."
race to the bottom,Any situation in which multiple parties are seemingly competing to achieve the greatest level of mediocrity.
race to the top,A situation in which competition between entities to be the first or best leads to increased amenities or better performance.
racelessness,The condition of having no perceived race.
racetracking,"The situation where material is not correctly aligned with the edge of a mold, leaving an empty channel."
rachialgia,"A painful condition of the spine, especially Pott's disease or (formerly) lead colic."
radiality,The condition of having a radial structure
radicalness,the state or the quality of being radical.
radiopacity,The state or degree of being opaque to X-rays.
radioscan,A scan for the presence of radioactive material in a sample; especially for a radioactive tracer in an organ
raison d'état,"A state interest, especially when invoked as politically superior to moral or even legal considerations"
rajahnate,A state ruled by a rajah.
raptus,A state of rapture
rasa,An essential mental state; the dominant emotional theme of a work.
raspiness,The state or characteristic of being raspy
rattrap,"A difficult, entangling situation."
raunch,Low class condition or content; inferiority; inadequacy.
raw deal,"A situation in which a person is taken advantage of or treated unfairly; a situation in which a person is led to expect something, but receives nothing or much less than expected."
razor's edge,A dangerous or precarious situation.
readiness,The state or degree of being ready; preparedness
readthrough,The situation where a modified stop codon allows transcription to continue beyond the usual point.
reaggravation,A state resulting from a reaggravation
realm,"A territory or state, as ruled by a specific power, especially by a king"
reasonableness,The state or characteristic of being reasonable.
reciprocant,A contravariant expressing a certain condition of tangency; a differential invariant.
reclusiveness,The state or characteristic of being reclusive
recoil,The state or condition of having recoiled
reconfigurability,The state or degree of being reconfigurable.
reconfiguration,A reconfigured state
recrudescence,"The condition or state being recrudescent; the condition of something (often undesirable) breaking out again, or re-emerging after temporary abatement or suppression"
red-handedness,The condition of having red hands
red alert,A state of readiness to deal with such emergency situation.
red state,"A state of the United States voting Republican in a given election, tending to vote Republican in general, or having a typically conservative mindset."
redout,The situation where the body experiences a negative g-force sufficient to cause a blood flow from the lower parts of the body to the head
reflexivity,The condition or state of being reflexive.
refuge,"A state of safety, protection or shelter"
regulatory capture,"The situation where a regulatory agency, created by government to act in the public interest, instead advances the commercial or political concerns of special interest groups that dominate the affected industry or sector."
reinvolvement,The situation of becoming involved again
religious toleration,the condition of permitting people to worship according to the practices of any religion they choose
rentier state,A state that derives all or much of its national revenue from the rent of indigenous resources to external clients.
renvoi,"A situation in which a court, tasked with deciding which state's law should apply to a case, decides to apply the law of the forum, based on the determination that a court from another involved state would also apply the law of the forum"
repair,"The condition of something, in respect of need for repair"
republic,"A state where sovereignty rests with the people or their representatives, rather than with a monarch or emperor; a country with no monarchy"
reroll,A situation in the rules of certain dice games where a player is given the option to reroll an undesirable roll of the dice.
res publica,"The common good, as identified with the wider state; the commonwealth, the body politic"
residence,The state of living in a particular place or environment
residual,A spiritual presence left behind in a place as a result of a person's death or some other significant event.
resignation,State of uncomplaining acceptance in the face of something undesirable but unavoidable.
resoluteness,The state or characteristic of being resolute; determination or resolution.
resonance,A short-lived subatomic particle or state of atomic excitation that results from the collision of atomic particles
resonance,The condition where the inductive and capacitive reactances have equal magnitude.
rest,A state of inactivity; a state of little or no motion; a state of completion
restructurability,The state or degree of being restructurable.
resupination,"The state of lying on the back; the state of being resupinate, or reversed"
retcon,"A situation, in a soap opera or similar serial fiction, in which a new storyline explains or changes a previous event or attaches a new significance to it"
retheness,"The character, state, or condition of being rethe; fierceness; wildness; roughness; harshness; sternness; cruelty."
reticulocytemia,The presence of reticulocytes in the blood
reticulohistiocytoma,"A cutaneous condition characterized by a solitary, firm, dermal skin lesion of less than 1 cm in diameter."
reticulohistiocytosis,A cutaneous condition with two distinct forms: reticulohistiocytoma and multicentric reticulohistiocytosis.
retroactivity,The state or characteristic of being retroactive.
retroviremia,The presence of a retrovirus in the blood
reverie,A state of dreaming while awake; a loose or irregular train of thought; musing or meditation; daydream
reverse harem,A situation in anime and manga in which a woman is the love interest of three or more men.
revolving door syndrome,A situation in which employee turnover in an organization is inordinately high
revolving door syndrome,"A situation in which a person or group repeats a cycle of behaviors or experiences, usually with unsuccessful or undesirable results"
revolving door syndrome,"A situation in which an individual changes employers, perhaps more than once, switching between (a) employment with the government or with an organization having oversight authority and (b) employment with an organization regulated by or overseen by the other employer"
rhinolithiasis,The presence of calculi in the nasal cavity.
rhinophyma,"The condition of having a large, bulbous, ruddy nose caused by granulomatous infiltration, commonly due to untreated rosacea."
rhizopathy,A pathologic condition in nerve roots.
richness,The state of having many examples or cases; abundance; profusion
rickettsemia,"The presence of rickettsia bacteria in the blood 2015 July 18, Mutations in Ehrlichia chaffeensis Causing Polar Effects in Gene Expression and Differential Host Specificities, in PLOS ONE[1], DOI:10.1371/journal.pone.0132657:Indeed, we tested this hypothesis recently by examining two of these mutant clones; Ech_0379 and Ech_0660, and the study suggested that the attenuated mutants are useful in reducing the rickettsemia when challenged with wild-type infections [19 ]."
rickettsiemia,The presence of rickettsia in the blood
rising damp,A condition caused by ground moisture rising up a masonry wall by capillary action
rock paper scissors,"Any situation where strategies are not transitive, meaning each strategy is strong against some strategies and weak against others in a loop such that there is no universally best option."
rogue state,A state or nation acting outside of the accepted international norms and policies.
rollback,The situation where a rollercoaster fails to reach the top of a hill and instead rolls backward.
rollercoaster,"Any situation in which there are ups and downs, or violent changes"
romance zone,The situation of being in a romantic relationship with someone
romanticity,The state or condition when romantic feelings are felt or conveyed
roommateship,The state or relationship of being roommates
rosacea,A chronic condition characterized by redness of the face
rose garden,A highly desirable situation
routing leak,"The situation where the internal routing table of a network provider is broadcast externally to peered networks via Border Gateway Protocol (usually caused by an error in a boundary router), resulting in incorrectly routed internet traffic for external networks which accept the new routing instruction into their own routing tables."
rubeosis iridis,"A medical condition in which new, abnormal blood vessels are found on the surface of the iris in the eye."
ruboff,"The situation where something rubs off, either physically or figuratively"
ruck,"The situation formed when a player carrying the ball is brought to the ground and one or more members of each side are engaged above the ball, trying to win possession of it; a loose scrum"
rule,A normal condition or state of affairs
rumination syndrome,"A chronic condition characterized by effortless regurgitation of most meals following consumption, without retching or nausea."
run chase,the situation in which the side batting last need to score a certain number of runs to win; the effort made by such a side to win
runner's diarrhea,A condition among runners characterised by the urgent need for a relatively liquid bowel movement during a run.
runniness,The state or characteristic of being runny or free-flowing.
runny nose,"A condition of discharge of mucus from the nose, often a symptom of the common cold."
runover,The situation where a television programme overruns its scheduled slot
runting-stunting syndrome,A condition of stunted growth in birds.
rust,The deteriorated state of iron or steel as a result of moisture and oxidation
galactosemia,The presence of galactose in the blood
galactosuria,The presence of galactose in the urine
gamasoidosis,A cutaneous condition caused by mites.
game ball,The state of play when the server can win the game by scoring one more point.
game point,"A situation where if one of the two players wins the next point, he or she will win the game (but not the set)."
gametocytaemia,"The presence of gametocytes in the blood 2015 July 25, Marcel Tanner et al., Malaria eradication and elimination: views on how to translate a vision into reality, in BMC Medicine[1], volume 13, DOI:10.1186/s12916-015-0384-6:Current trials (Table 2 ) use a full course of dihydroartemisinin/piperaquine (DHA-P) and a single low dose of primaquine is added to the drug combination to abort gametocytaemia as quickly as possible [ 36, 48 ]."
gammaglobinemia,The presence of gamma-globin in the blood
gammaglobulinemia,The presence of gamma globulin in the bloodstream.
ganglioneuromatosis,The presence of many ganglioneuromas
gangsterhood,The state or period of being a gangster.
gangstership,"The state or official status of a gangster 2013, Samuel Lowy, Co-Operation, Tolerance, And Prejudice:The case of ethical opposition to the death penalty for deliberate political gangstership and murder has been put to me by a logical person who is well informed on depth-psychology and by no means of an unkind disposition"
garrulity,The state or characteristic of being garrulous
gas and gaiters,"a pleasant situation 1839 Charles Dickens - The Life and Adventures of Nicholas Nickleby 'Aha!' cried the old gentleman, folding his hands, and squeezing them with great force against each other"
gastric dumping syndrome,A condition where ingested foods pass through the stomach very rapidly and enter the small intestine largely undigested.
gastrinemia,The presence of gastrin in the blood
gastroparesis,"A condition, often a complication of diabetes, characterised by a delayed emptying of the stomach"
gender identity disorder,A condition in which the patient experiences significant gender dysphoria: the diagnostic classification most commonly applied to transgender/transsexual people.
gender neutrality,The fact or state of being gender-neutral
genetic disorder,Any medical condition that is directly caused by an abnormality in the genes.
genetic memory,The state of a biological system encoded in its genetic mateial
gentlemanhood,The qualities or condition of a gentleman
gentry,Birth; condition; rank by birth.
genu valgum,The condition in which the knees are abnormally close together and the ankles far apart
geographic tongue,"An inflammatory condition of the mucous membrane of the tongue, usually on the dorsal surface."
ghost at the feast,A presence that mars one's enjoyment by causing guilt or reviving unwelcome memories.
ghost condensate,"The proposed situation in which a ghost (an excitation of a field with a wrong sign of the kinetic term) acquires a vacuum expectation value, spontaneously breaking Lorentz invariance."
ghostdom,"The condition, state, or realm of ghosts or spirits; spirituality; spiritualism"
ghosthood,The state or period of being a ghost.
ghrelinemia,The presence of ghrelin in the blood
giantdom,The realm or state of giants.
giantship,"The state, personality, or character of a giant"
gift matching,The situation where an individual makes a charitable donation and an organization (such as the individual's employer) supplements it with a matching donation.
gigantism,"A condition where there is over-production of growth hormone by the pituitary gland in a child before the bone growth plates close, resulting in excessive long bone growth, accompanied by muscular weakness and sexual impotence."
gingerliness,A gingerly state or attitude
given,A condition that is assumed to be true without further evaluation
gladiatorship,"The conduct, state, or art of a gladiator."
glamourama,A condition or state of flashiness or showiness; the type of glamour associated with celebrities
glandulation,The situation and structure of the secretory vessels in plants
glass-crab,"The larval state (Phyllosoma) of the genus Palinurus and allied genera, remarkable for its strange thinness and transparency."
gliopathy,Any neuropathological condition that affects the glia
globe luxation,The condition of the eye being displaced outside of the orbital rim (eye socket).
globulinemia,The presence of globulins in the blood
globulinuria,The presence of globulin in the urine.
glomerular lipidosis,"A relatively benign condition, found especially in dogs, that is characterized by glomerular tufts of fatty material."
glomerulomegaly,The presence of excessively large glomerules
glossitis,An inflammatory condition of the tongue.
glow,The state of a glowing object
glucagonemia,The presence of glucagon in the blood.
glucosuria,A condition in which glucose is discharged in the urine; diabetes mellitus.
glumps,A state of sulking; sullen mood.
glutathionuria,The presence of glutathione in the urine.
glycemia,Presence of (an unusual amount of) glucose in the blood
glyceroluria,The presence of glycerol in the urine
glycinemia,The presence of glycine in the blood
glycorrhachia,The presence of glucose in the cerebrospinal fluid.
glycosuria,"The presence of sugars (especially glucose) in the urine, often as a result of diabetes mellitus"
gnosis,an altered state of awareness in which the will is magically effective
go,The situation where a player cannot play a card which will not carry the aggregate count above thirty-one.
go-show,The situation where a passenger checks in at an airport in the hope of getting an earlier flight than was reserved.
goathood,The state or time of being a goat
godord,"The state or authority of a godi 1997, Andrew Wawn, The Saga of the People of Vatnsdal, in The Sagas of Icelanders, Penguin 2001, page 248:Thorstein said, There is one thing which I request, and that is the godord for my sons."
gonadotropinemia,The presence of gonadotropin in the blood
gonalgia,Any painful condition in the knee.
gonochorism,"The situation in which the individuals of a species are of one of at least two distinct sexes, and retain that sexuality throughout their lives."
gonococcemia,The presence of gonococci in the blood.
goodness,The state or characteristic of being good.
government,The state and its administration viewed as the ruling political power
graduality,The state or degree of being gradual.
grain itch,"A cutaneous condition caused by several types of mite, and characterized by intense pruritus."
grammaticality,The state or attribute of obeying the rules of grammar; grammatical correctness
grammaticalness,The state or attribute of obeying the rules of grammar; grammatical correctness
grandchildhood,The state or period of being a grandchild.
granulocytosis,The presence in peripheral blood of an increased number of granulocytes.
granulomatosis,Any disease or condition accompanied by multiple granulomas.
gratuitousness,The state or characteristic of being gratuitous
gravity,The state or condition of having weight; weight; heaviness.
gravy train,An occupation or situation that generates considerable income or benefits while requiring little effort and carrying little risk
great power,A state that has the ability to exert its influence on a global scale.
green state,A state where the Green Party of the United States (GPUS) is influential.
greener pastures,Any place or condition that is more favorable or beneficial
gridlock,"A condition of total, interlocking traffic congestion on the streets or highways of a crowded city, in which no one can move because everyone is in someone else's way."
groomship,"The state, condition, office, or function of a groom"
ground level,ground state
ground state,the stationary state of lowest energy of a particle or system of particles
group action,A situation in which a large number of agents take action simultaneously in order to achieve a common goal; their actions are usually coordinated.
groupiedom,The state or period of being a groupie.
grudging,The state of bearing a grudge
guard,A state of caution; posture of defence.
guessing game,"A situation in which there is insufficient information, requiring participants to rely on conjecture."
guilt,The state of having been found guilty or admitted guilt in legal proceedings
guoqing,The special identity and national situation of China.
guruhood,"The state or condition of a guru 1992, Catherine Cornille, The Guru in Indian Catholicism:According to Agehananda Bharati, the famous Tantric scholar, diksha forms the essence of guruhood: The notion of diksha provides us, as a semantic by-product so to speak, with a definition of a guru [...] 2000, Bidyutlat Ra, Facets of Vedic studies:Model Gurus of Indian Tradition: From the time of Brihaspati and Dakshinamurti we have had ancient models of Guruhood in India"
gutter,"A low, vulgar state"
gynaecomasty,The condition of a man developing breasts of a size and functionality of a woman's
gynecomasty,The condition of a man developing breasts of a size and functionality of a woman's.
gynodioecy,The condition of having some female parts and other hermaphroditic parts
la belle indifference,A condition in which the person is unconcerned with symptoms caused by a conversion disorder
lactatemia,The (normal) presence of lactate in the blood.
lacteocrumenasia,The presence of a milky fluid near an implanted intraocular lens
lacticaemia,The presence of (a normal amount of) lactic acid in the bloodstream
lactobacillemia,The presence of lactobacilli in the blood
lactosuria,The presence of lactose in the urine.
laevocardia,"A condition where the heart is on the correct side of the body (the left), but the related structures are on the wrong side, due either to corrected transposition of the great vessels or to situs inversus."
laevocycloversion,A condition in which the top of the eye rotates to the left.
lagophthalmia,"A morbid condition in which the eye stands wide open, giving a peculiar staring appearance."
lamentability,The state or characteristic of being lamentable
lamentableness,The state or characteristic of being lamentable
land,"A general country, state, or territory"
landholding,The state or practice of owning land.
landownership,The state or position of landowner.
landscape,"a situation that is presented, a scenario The software patent landscape has changed considerably in the last years"
landsickness,The state of agricultural land that has had crops on several successive years with no intervening ploughing or fertilization
language continuum,A situation where two or more languages in the same geographic region merge together without a definable boundary.
languishment,The state of languishing.
languor,a state of the body or mind caused by exhaustion or disease and characterized by a languid feeling: lassitude languor of convalescence
lap of luxury,A position or situation in which one is spoiled and indulged
large offspring syndrome,"A genetic condition of cattle, sheep, etc"
laryngismus,"A spasmodic state of the glottis, giving rise to contraction or closure of the opening; laryngospasm."
laryngomalacia,"A condition in which the soft, immature cartilage of the upper larynx collapses inward during inhalation, causing airway obstruction."
laryngotracheomalacia,"A condition in which the soft cartilages in the trachea and larynx partly collapse inward during inspiration, causing airway obstruction."
lasciviousness,The state or characteristic of being lascivious.
latah,"A condition found in Malaysia and nearby areas characterised by extreme suggestibility; also, a person suffering from this malady"
latching,"The situation where one speaker's utterance immediately follows another speaker's utterance, without pause or overlap."
lather,A state of agitation.
latrodectism,A condition caused by the bite of a widow spider (genus Latrodectus)
laureateship,"The state, or office, of a laureate."
lavishness,The state or characteristic of being lavish
leafroll,"A viral condition of certain plants, such as potato plants and grapevines, in which new leaves curl and become discoloured."
leakage,The situation where sound is picked up by a microphone from a source other than that which is intended.
leaky gut syndrome,"A supposed medical condition where an altered or damaged bowel lining or gut wall allows substances such as toxins, microbes, undigested food, or waste to leak through, triggering an immune reaction and leading to other disorders."
leaning toothpick syndrome,"The situation in which a quoted string expression becomes difficult to read because it contains a large number of escape characters, usually backslashes, to avoid delimiter collision."
learning diffculty,Any medically recognized condition (as opposed to a disease) that inhibits a person's ability to function in the world.
legginess,The state of having long legs.
leiomyomatosis,The presence of leiomyomata in the body.
leiomyosarcomatosis,The presence of leiomyosarcomas
lentiginosis,The presence of lentigines on the skin in large numbers or in a distinctive configuration.
lentiglobus,An eye condition resembling lenticonus but with a bulge that is spherical rather than conical.
leontiasis,"A rare medical condition characterized by an overgrowth of the facial and cranial bones, leading to a leonine facial appearance."
leptinemia,The presence of leptins in the bloodstream
leptohadron,An excited state of a lepton that interacts as if it were a hadron
leptomeson,An excited state of a lepton that interacts as if it were a meson
leptospiremia,"The presence of leptospirae in the blood 2015 July 16, Reverse-Transcriptase PCR Detection of Leptospira: Absence of Agreement with Single-Specimen Microscopic Agglutination Testing, in PLOS ONE[1], DOI:10.1371/journal.pone.0132988:The lack of agreement between molecular testing and single-specimen MAT likely resulted from the clearance of leptospiremia coinciding with the appearance of agglutinating antibodies in serum during the immune phase of illness [2 ,3 ,22 ]."
lethargus,A quiescent sleeplike state in some arthropods and nematodes.
lethargy,"A condition characterized by extreme fatigue or drowsiness, or prolonged sleep patterns"
lethargy,"A state of extreme torpor or apathy, especially with lack of emotion or interest; loosely, sluggishness, laziness"
leucism,"An animal condition in which there is partial loss of pigmentation resulting in white, pale, or patchy coloration of the skin, hair, feathers, scales or cuticle, but not the eyes (caused by a reduction in multiple types of pigment, not just melanin)."
leukocytemia,The presence of (an unusual amount of) leukocytes in the blood
leukocytospermia,The presence of white blood cells in the semen
leukocyturia,The presence of white blood cells in the urine.
leukoderma,An acquired cutaneous condition with localized loss of pigmentation of the skin.
leukoerythroblastosis,presence of immature red and white blood cells in the peripheral blood
level playing field,A situation which offers no advantage to any particular person or side.
liberalmindedness,"A state, the quality, or an extent of being liberalminded."
libertarian Marxism,Marxism which rejects state authority as a method for abolishing capitalism.
lieutenant governor,"The state representative of, or second-in-command of a governor, or Crown, who usually acts as the nominal chief executive officer of the realm."
life,"The state of organisms preceding their death, characterized by biological processes such as metabolism and reproduction and distinguishing them from inanimate objects; the state of being alive and living"
life after death,The state of afterlife; existence in heaven.
ligation,"The state of having a ligature, of being tied."
light at the end of the tunnel,A better situation after long hardship
lightning in a bottle,"Ephemeral state or atmosphere, as at a startup company or artistic group."
ligneous conjunctivitis,"A rare condition characterized by chronic, recurrent conjunctivitis associated with a pseudomembrane, and it may involve other mucous membranes in the mouth, nasopharynx, trachea, and vagina."
limbo,"Any in-between place, state or condition of neglect or oblivion which results in an unresolved status, delay or deadlock"
limit down,Condition in which the market price of a commodity has fallen by the maximum daily amount permitted by the exchange
limit up,Condition where the price of the commodity has risen by the maximum daily amount permitted by the exchange.
limitedness,The state or characteristic of being limited.
line hypnosis,"A condition similar to highway hypnosis, but induced by repetitive work on an assembly line."
linguatulosis,A condition caused by the parasitic crustacean Linguatula serrata.
lipidemia,The presence of lipids in the blood
lipiduria,The presence of lipids in the urine.
lipoidosis,The presence of anisotropic lipoids in the cells.
lipomatosis,A condition in which multiple lipomas are present on the body.
lipoproteinemia,The presence of lipoprotein in the blood
liposolubility,The condition (or extent) of being liposoluble
lipuria,The abnormal presence of lipids in urine.
liquid air,"Air which is in a liquid state due to being pressurised or kept at a low temperature, or both, usually for storage and transport purposes."
lithaemia,The presence of lithic acid in the blood.
lithuria,The presence of excess uric acid or its salts in the urine.
little emperor syndrome,"The situation in China where, because of the one-child policy, children of modern upper-class and wealthier Chinese families receive excessive attention from their parents and grandparents."
live one,"A person, thing, or situation which is particularly interesting, noteworthy, or urgent"
livelock,A condition resembling deadlock in which various computational processes are constantly changing but never reach a point where any of them can proceed
living death,"A condition of suffering, solitude, or impairment so extreme as to deprive one's existence of all happiness and meaning"
living hell,"A continuing state of extreme pain, punishment, or torment with no seeming chance of reprieve."
lobulation,The presence of lobules (in a place where there are normally none)
local gigantism,A condition in which a certain part of the body acquires larger than normal size due to excessive growth of the anatomical structures or abnormal accumulation of substances.
locality,The situation or position of an object.
lock-in,"A situation in which members of an industry have agreed to adopt a certain standard and have retooled their production to meet this standard, thus making it very costly to change to a different standard."
lock convoy,The undesirable situation where multiple threads of equal priority contend repeatedly for the same lock.
lockout,A situation where the system is not responding to input.
lodging,"The condition of a plant, especially a cereal, that has been flattened in the field or damaged so that it cannot stand upright, as by weather conditions or because the stem is not strong enough to support the plant."
logistical nightmare,"Any situation or event that requires considerable coordination of many people or resources, beyond the original organizer's expectations."
logothete,Any of various state officials or functionaries in the Byzantine Empire
loneliness,The condition or state of being alone or having no companions
long finger,A state of postponement or procrastination.
looming,The condition of something that looms or towers
loose coupling,The situation where ties between people and groups in an organization are not as strong as those recognised by theories of bureaucracy.
looseness,A relaxed state regarding principles or accuracy.
lordness,"The state or condition of a lord 2004, Mel Gussow, Michael Gambon: A Life in Acting - Page 90: Olivier luxuriated in his lordness"
losing hazard,The situation where one's cue ball bounces off another ball and then sinks into a pocket
loss,"The condition of grief caused by losing someone or something, especially someone who has died"
lost highway,"A habitually evil state of living, especially one that goes against Christian morals."
lotus land,A state or an ideal marked by contentment often achieved through self-indulgence.
love triangle,A situation in which two people vie for the love of a third
lovered,The condition or state of relations in which one person loves another; the emotion or feeling of love; warm affection; goodwill; kindness; friendship; love; goodness.
low,A depressed mood or situation
low-effort syndrome,The situation where members of a minority group put in only minimal effort (e.g
low key,A restrained or subdued situation.
loxoscelism,A necrotic condition caused by the bite of a recluse spider (genus Loxosceles)
lymphangiomatosis,A condition marked by the presence of cysts resulting from an increase in the size and number of thin-walled lymphatic channels that are abnormally interconnected and dilated.
lymphodema,A condition of fluid retention caused by a compromised lymphatic system
lymphohistiocytosis,The abnormal presence of histiocytes in the blood
lymphopenia,The condition of having an abnormally reduced number of lymphocytes in the blood.
lymphoplasmacytosis,"A condition in which there is an unusually large proportion of lymphocytes in tissues, exudates, or blood"
yarak,"A super-alert state where the bird is hungry, but not weak,with a trance like state of alertness and ready to hunt."
yardsale,"The state that the participant and their equipment is in after a nasty crash, whereupon they and their equipment is laid out across the ground like pieces of a yard sale."
yellow atrophy,A fatal condition of the liver in which it undergoes fatty degeneration and becomes rapidly smaller and of a deep yellow tinge
yellow state,A state of the United States where the Libertarian Party is influential.
yen sleep,a trance-like state resulting from the use of opium or opioid drugs such as morphine or heroin
youngness,The state or qualities of being young or youthful; youth
yrare,"The state of a nucleus with minimum energy, but excluding the yrast"
yrast,The state of a nucleus with minimum energy (i.e
yuppiehood,The condition or time of being a yuppie.
abandoned child syndrome,"A behavioral or psychological condition that results from the loss or emotional neglect of one or both parents, having a variety of physical and emotional symptoms."
abbotship,"The state, term, or office of an abbot; abbacy"
abdominal evisceration,"The presence of the viscera outside of the body, typically through a wound"
aberrant conduction,A heart condition where the electrical stimulus travels via an abnormal pathway.
abeyance,"Expectancy; condition of ownership of real property being undetermined; lapse in succession of ownership of estate, or title"
abeyance,Suspension; temporary suppression; dormant condition
abirritation,A pathological condition opposite to that of irritation; debility; asthenia; atony.
abjection,A low or downcast condition; meanness of spirit; abasement; degradation
abocclusion,Condition in which the upper and lower teeth are not in contact.
absence of mind,"A state or the quality of being absent-minded (abstracted, preoccupied)"
absent-mindedness,The characteristic or state of being easily distracted or preoccupied
absent referent,"The condition of a sign which has an empty, absent, non-existent, paradoxical, hypothetical, supernatural, or undefined referent, such as nothing, null, vacuum, or void."
absolute monarchy,A state over which a sole monarch has absolute and unlimited power.
absurdum,An illogical conclusion or state
abundancy,A state of plentifulness
abutment,The state of abutting.
acalculia,"The condition of lacking basic mathematical skills caused by a brain injury, or more specifically an injury to the parietal lobe"
acanthocytosis,The presence of acanthocytes in the blood.
acapnia,The state in which the level of carbon dioxide in the blood and tissue is significantly lower than normal.
accident of birth,"A fact, situation, or personal characteristic, which may be desirable or undesirable, resulting from the circumstances into which a person was born, and which is therefore entirely beyond their control"
accident waiting to happen,A thing or situation which is almost certain to eventually lead to an accident Someone needs to repair that worn-out old bridge
accumulativeness,The state or qualities of being accumulative.
accusativeness,The condition of tending to accuse.
acetaldehydemia,"The presence of acetaldehydes in the blood 2015 August 18, Akira Yokoyama et al., Alcohol Dehydrogenase-1B (rs1229984) and Aldehyde Dehydrogenase-2 (rs671) Genotypes Are Strong Determinants of the Serum Triglyceride and Cholesterol Levels of Japanese Alcoholic Men, in PLoS ONE[1], volume 10, DOI:10.1371/journal.pone.0133460:Most homozygous inactive ALDH2*2*2 carriers are nondrinkers because they experience severe acetaldehydemia and unpleasant flushing responses if they drink alcohol."
acetonemia,"Presence of excessive levels of acetone in blood, sometimes occurring in cows during the first weeks after giving birth to a calf."
acid-base equilibrium,The state in which the concentrations of acidic and basic ions in a solution neutralize each other.
acidaemia,"a medical condition marked by an abnormally high concentration of hydrogen ions in a person's blood 1999, Balen, Broughton Pipkin, Calder, et al, Dewhurst's textbook of obstetrics and gynaecology for postgraduates: Sixth edition, page 274: The development of marked metabolic acidaemia during labour occurs in about 20% of high-risk pregnancies, which is eight times higher than in normal pregnancies."
acidogenicity,The condition or extent of being acidogenic
acidulousness,A state of or tendency toward being acidulous or somewhat sour or acid.
aciduria,The presence of an acid in the urine
acne,"A skin condition, usually of the face, that is common in adolescents"
acquired disorder,"A medical condition which develops post-fetally, as opposed to a congenital disorder."
acroangiodermatitis,"A cutaneous condition characterised by erythematous violaceous lesions, localised mainly on the legs and feet"
acrocephaly,The condition of suffering from a pointed skull.
acromegaloidism,A condition whose appearance is that of acromegaly
acropachy,"A medical condition characterized by subperiosteal formation of new bone, most commonly manifesting as clubbing of the fingers and toes with soft tissue swelling."
action stations,Any general state of intense anticipatory activity.
activation,Making active and effective; bringing into a state of activity.
active duty,"A state in which person in the military performs military duties on a full-time basis, as opposed to reserve, where one only occasionally performs military duties"
actuality,The state of existing; existence.
acute abdomen,A condition of the abdomen which is indicated by an acute onset of severe pain.[1]
acyesis,The state of not being pregnant.
addiction,"A state that is characterized by compulsive drug use or compulsive engagement in rewarding behavior, despite negative consequences.[1][2]"
adenomyomatosis,The condition of having adenomyomas.
adenomyosis,"A medical condition characterized by the presence of ectopic glandular tissue in the surrounding muscles, particularly of the endometrial tissue of the uterus in the myometrium."
adenoviremia,The condition of having adenovirus infection in the bloodstream.
adiponectinemia,The (normal) presence of adiponectin in the bloodstream
adiposis,A condition marked by the accumulation of adipose (fatty) tissue
adiposis dolorosa,"A rare condition characterized by multiple painful lipomas, mainly on the trunk, upper arms and upper legs."
adjutancy,"The state or office of being an adjutant, assistant, or helper."
adultship,"The state, condition, character, or conduct of an adult; maturity; adulthood 1833, Gerald Massey, The Natural Genesis:But although adultship was then entered upon by the Sherau, and the transformation of the boy into manhood began, the full adultship was not attained until thirty years of age"
advantage,"Any condition, circumstance, opportunity or means, particularly favorable to success, or to any desired end"
adverbiality,The condition of having characteristics of an adverb.
adversity,The state of adverse conditions; state of misfortune or calamity
aerodynamism,The condition of having an aerodynamic shape
aestivation,A state of inactivity and metabolic depression during summer: the summer version of hibernation.
affection,An attribute; a quality or property; a condition
affliction,"A state of pain, suffering, distress or agony"
aftercataract,A medical condition of clouding of the posterior lens capsule implanted in the eye in cataract surgery.
aftercoming,"A following state, sequel, consequence, or result; an aftercome."
agammaglobulinemia,"A condition in which gammaglobulins such as immunoglobulins are absent from the blood, or present only in low concentrations 2008, Baert, Knauth, Sartor (editors), Pediatric Chest Imaging: Chest Imaging in Infants and Children: Agammaglobulinemia occurs in approximately 1 in 50000 live births."
aganglionosis,A medical condition involving absence of ganglia.
