term,definition
smitch,A tiny amount; a smidge or smidgen
smotheriness,The quality or state of being smothery
snap,A crisp or pithy quality; epigrammatic point or force.
snip,A small amount of something; a pinch.
snobbery,The property or trait of being a snob.
snowiness,The property or condition of being snowy.
so mickle,"A particular amount, often a large or excessive amount; so much."
so mickle,A demonstrated amount.
so much,"A particular amount, often a large or excessive amount"
so much,A demonstrated amount
sobriety,The quality or state of being sober.
sobriety,The quality or state of not being intoxicated.
sobriety,The quality or state of being grave or earnestly thoughtful.
sociability,"the skill, tendency or property of being sociable or social, of interacting well with others He was a true introvert, and his sociability lagged behind others of his age in the school."
soil fertility,The ability of a soil to sustain plant growth.
solubilizability,Quality or degree of being solubilizable.
somewhereness,The state or quality of existing in a place that is unknown or cannot be pinpointed
songful,An amount expressed in a song
soreness,"The property, state, or condition of being sore; painfulness"
sorptivity,The ability or tendency of a material to absorb or desorb liquids by capillarity.
sorrowfulness,The quality or state of sorrow; sadness.
soundiness,The quality that allows something to be sensed as sound
soundness,"The property (of an argument) of not only being valid, but also of having true premises."
soupçon,"A very small amount; a hint; a trace, slight idea; an inkling"
sourness,"The quality or condition of being sour, usually said of human personalities"
southerliness,The quality or state of being southerly; direction toward the south.
space factor,"The ratio of the volume occupied by the wire in the winding, or the iron in the core, to the total volume of the winding or the core"
space permeability,The ratio of magnetic induction to magnetizing force in a vacuum
spadeful,The amount held by (or moved by) a spade (shovel) at once
spamminess,The degree or quality of being spammy
spark,"A small amount of something, such as an idea or romantic affection, that has the potential to become something greater, just as a spark can start a fire"
spasticity,"The state, quality or property of being spastic."
speaking,One's ability to communicate vocally in a given language
specialty,An attribute or quality peculiar to a species.
specific,A distinguishing attribute or quality.
specific charge,The ratio of the electric charge to the mass of a particle
specific fuel consumption,The ratio of the mass of fuel used to the output power of an engine (used especially of aircraft engines)
specific gravity,The ratio of the mass of a substance to that of an equal volume of water at 4C (or to some other reference substance)
specific humidity,The ratio of the mass of water vapour to mass of air.
specific impulse,The ratio of the thrust produced by a rocket or other jet engine to the rate of use of propellant.
specific power,The ratio of the power produced by an object to its mass
speculativeness,The quality or state of being speculative.
speculativity,The quality or state of being speculative.
speed,"The rate of motion or action, specifically (mathematics)/(physics) the magnitude of the velocity; the rate distance is traversed in a given time."
speed,The ratio of the focal length to the diameter of a photographic objective.
speedreading,Reading at an accelerated rate while still maintaining comprehension of the material read.
speedup,An amount or rate of decrease in time taken to do a certain amount of work.
spending,"An amount that has been, or is planned to be spent"
spherical excess,The amount by which the sum of the three angles of a spherical triangle exceeds two right angles
sphericalness,The quality or state of being spherical.
sphericity,The ratio of the surface area of a given particle to the surface area of a sphere with the same volume.
spheroidicity,The quality or state of being spheroidal.
spheroidity,The quality or state of being spheroidal.
spinnability,Quality or degree of being spinnable.
spinnbarkeit,"The stringy or stretchy property found to varying degrees in mucus, saliva, albumen and similar viscoelastic fluids."
spinosity,The quality or state of being spinose.
spiritualism,The quality or state of being spiritual.
spirituality,The quality or state of being spiritual
spiritualness,The quality or state of being spiritual or spiritual-minded; spirituality.
spirituosity,The quality or state of being spirituous.
splash,A small amount of liquid
splash,A small amount (of color)
spongeful,"The amount (of liquid) contained in a sponge 1874, Neil Nathaniel Maclean, Life at a Northern University, page 208:"" [] I never thought I would be such a fool,"" and he began spluttering in the water, and throwing it about him like a wild duck at play"
spot,"A small, unspecified amount or quantity"
sprinkling,"A small amount of (some liquid, powder or other fine substance) that is sprinkled on to something."
spritzing,"The amount applied by a spritz; a small amount of liquid, lightly applied; a sprinkling"
squalidity,The quality or state of being squalid; foulness; filthiness.
stableness,"The quality or state of being stable, or firmly established; stability."
stack,A large amount of an object
stanchness,The quality or state of being stanch.
standability,"The ability of a plant to stand unsupported 2015 July 14, Genome Regions Associated with Functional Performance of Soybean Stem Fibers in Polypropylene Thermoplastic Composites, in PLOS ONE[1], DOI:10.1371/journal.pone.0130371:Lodging was determined as standability of plants in plot at maturity using a scale of 1 to 5 (1, erect plants; 5, prostrate plants)."
starchedness,The quality or state of being starched; stiffness in manners; formality.
starter dough,"A small amount of ""live"" dough used in traditional bakery to start the fermentation process necessary for preparing sourdough."
stateliness,The quality or state of being stately
statistical randomness,"Informally, the property of a numeric sequence of containing no recognizable patterns or regularities; exemplified in the results of an ideal die roll, or the digits of (as far as we can tell)."
stench,a foul quality the stench of political corruption
stickability,"The motivation and ability to keep at something in the face of obstacles;determination and persistence; 1887, Indiana Horticultural Society, Proceedings: (1886) - Volume 26, page 143:The morning after he had joined the church, many of his neighbors, in congratulating him upon his new departure, said to him: ""Well, Sam, I hope you"
stickful,An amount that is held on one stick
stigmatism,Image-formation property of an optical system which focuses a single point source in object space into a single point in image space
stillness,"The quality or state of being still Synonyms: calmness, motionlessness, inactivity, inertia"
storeful,An amount that fills a store
storing,An amount stored
stowage,Amount of room for storing things
strain,"Hereditary character, quality, or disposition"
streaminess,The quality or state of being streamy
strenuosity,The quality or state of being strenuous.
strigulation,The quality or state of being strigulated (very finely streaked); streaking.
string to one's bow,"A skill, ability or resource"
stroke of work,a small amount of work
strong point,A characteristic or ability at which one particularly excels
structural integrity,The ability of a structure or component to resist breakage or excess deformation when subject to a load.
structurality,A property satisfied by structural translations from sequents into equations or from equations into sequents.
stypticity,The quality or state of being styptic; astringency.
subdominance,The quality or state of being subdominant.
sublessee,One to whom a property is subleased.
sublet,Property leased by one lessee to another.
sublimeness,The quality or state of being sublime; sublimity.
submediocrity,"Very inferior quality, worse than mediocrity."
submicrogram,An amount that is less than a microgram
subordinacy,The property or condition of being subordinate.
subordinateness,The property or condition of being subordinate.
substance,Material possessions; estate; property; resources
substantiveness,The quality or state of being substantive.
substantivity,The ability of a chemical or dye to stick to a target
successiveness,The quality or state of being successive.
sufficiency,The quality or condition of being sufficient.
sufficiency,An adequate amount.
suicidism,The quality or state of being suicidal.
sulphurity,the relative amount of sulphur in a substance
superfluity,The quality or state of being superfluous; overflowingness
superinflation,A very high rate of inflation
superluminality,The quality or condition of being superluminal.
supernaturalism,The quality or condition of being supernatural.
supernaturality,The quality or state of being supernatural.
supernumerary,Something which is beyond the prescribed or standard amount or number
superpower,"A fictional extraordinary physical or mental ability, especially possessed by a superhero or supervillain."
supertax,A higher rate of an existing tax
superwetting,"The ability of some substances, such as certain trisiloxanes, to wet surfaces that are usually hydrophobic."
supply,An amount of something supplied
supply,"An amount of money provided, as by Parliament or Congress, to meet the annual national expenditures"
sure-footedness,The quality or state of being sure-footed
surfeit,An excessive amount of something
surplus,"Specifically, an amount in the public treasury at any time greater than is required for the ordinary purposes of the government."
suspensibility,The quality or state of being suspensible.
swallow,The amount swallowed in one gulp; the act of swallowing
swartness,The quality or state of being swart.
sweat of the brow,"In intellectual property law, the effort and expense expended by the creator of a protected work, which are entitled to certain protections, even if the work involves little creativity or originality."
sweight,A portion or amount; the greatest amount or the greater part of anything; a multitude; a great number or quantity
swellability,Quality or degree of being swellable
syllabicity,"The property or status (of a syllabic, generally a vowel) of being syllabic, i.e"
synderesis,The supposed innate ability of the human mind to realise the basic principles of ethics and morals
syndeticity,"The state or quality of possessing a conjunctive, or being connected by a conjunction"
f-number,The ratio of the focal length of a lens to its diameter; a measure of the light-gathering ability of the lens.
face,"The amount expressed on a bill, note, bond, etc., without any interest or discount; face value"
face value,"The amount or value listed on a bill, note, stamp, etc.; the stated value or amount."
faceful,An amount that fills or covers the face
faciality,"The quality or state of being facial, of having facial characteristics."
facticity,The quality or state of being a fact
faculty,"An ability, skill, or power, often plural"
faintheartedness,The quality or state of being fainthearted
fainthood,"The condition, quality, or state of being faint; faintness"
fair linen,"Linen of the highest quality, especially that suited for use on an altar"
fairyism,"A fairylike quality, for example in literature."
fallrate,The rate (velocity) of fall.
fastness,The ability of a dye to withstand fading.
fault tolerance,property that enables a system to continue operating properly in event of one failure or several failures of some of its components
feature,An individual measurable property or characteristic of a phenomenon being observed.
fecundity,Ability to produce offspring
fecundity,Ability to cause growth.
fecundity,"Number, rate, or capacity of offspring production."
fecundity,Rate of production of young by a female.
feebleness,The quality or state of being feeble; debility; infirmity.
feel,An intuitive ability
feistiness,"The quality or state of being feisty 2006, Michael G"
fiar,"One in whom the property of an estate is vested, subject to the estate of a liferenter"
fifteenpence,The monetary amount of fifteen pence.
fight,The will or ability to fight
fill,An amount that fills a container
filmhood,"The quality, state, or condition of a film, especially in reference to its cinematic completion, achievement, accomplishment, or success"
fineness,"The ratio, in a precious metal, of the primary metal to any additives or impurities."
fineness,"The ratio of length to width of a ship, aircraft or rocket"
fingerful,An amount that can be or is held by a finger.
fingerprintability,The property or quality of being fingerprintable
finishing,Shooting ability
fire load,"The anticipated amount of wildfire control necessary in a given period and region, based on the number of current fires, the probable number of new fires, and their anticipated intensity."
fireness,The quality or state of being fire.
first water,"The highest quality of gemstones, especially of diamonds and pearls"
first water,The highest rank or quality.
fisbo,"A property being sold by the owner, without the aid of a broker."
fivepence,A monetary amount of five pence.
fixed asset,"Asset or property which cannot easily be converted into cash, such as land, buildings and machinery."
fizbo,"A property being sold by the owner, without the aid of a broker."
flabbiness,"The characteristic or quality of being flabby Robert Louis Stevenson There were two, or perhaps three, flabbinesses of style which (in your work) amazed me"
flakiness,The characteristic or quality of being flaky.
flange,"An ability in a role-playing game which is not commonly available, overpowered or arbitrarily imposed by the referees"
flash,A very short amount of time
flat rate,a rate (typically of money) that does not vary over time Customers are expected to pay a flat rate of 15 monthly.
flatness,"Mattness, the quality of a painted surface which scatters or absorbs the light falling on it, so as to be substantially free from gloss or sheen"
flavor,"The quality produced by the sensation of taste or, especially, of taste and smell in combined effect"
flavor,The characteristic quality of something
flexdollar,"An amount of money, paid by an employer to an employee, that can be spent on any of various benefits"
flightcraft,"The ability, skill, or art of flying"
float,The total amount of checks/cheques or other drafts written against a bank account but not yet cleared and charged against the account
floater,A floating rate bond.
floating rate,"An rate, usually interest or exchange values,that moves up and down with the rest of the market or along with an index - sometimes called a variable interest rate because it can vary over the duration of the term"
floppiness,The characteristic or quality of being floppy
flotation,The ability (as of a tire or snowshoes) to stay on the surface of soft ground or snow.
flowability,Quality or degree of (fluids and loose particulate solids) being flowable.
flowrate,"The rate of flow, usually of a fluid, measured in either volume or mass per unit time."
fluctuability,The capacity or ability to fluctuate
fluffiness,The characteristic or quality of being fluffy
flux,"The rate of transfer of energy (or another physical quantity) through a given surface, specifically electric flux, magnetic flux"
fluxity,The state or quality of experiencing constant changes
fogginess,The characteristic or quality of being foggy
foliation,"The property, possessed by some crystalline rocks, of being divided into plates or layers, due to the cleavage structure of one of the constituents, as mica or hornblende"
footage,An amount of film or tape that has been used to record something
footful,An amount that can be picked up by one foot
foppishness,The characteristic or quality of being foppish.
forbiddenness,"The state, quality or measure of being forbidden."
forcefulness,The characteristic or quality of being forceful
forehandedness,"Wealth, the quality of having sufficient possessions to live comfortably"
foreign debt,An aggregate amount of such debts.
forest,Any dense collection or amount
forfeiture,The property lost as a forfeit.
forgottenness,"The quality or state of being forgotten 1938, Parvis Evad Kenneth Maly, Echo, in Contributions to Philosophy: From Enowning[1], translation of original by Martin Heidegger, published 1999, ISBN, page 80:Abandonment of being is the ground of the forgottenness of being."
form factor,The ratio of the RMS value to the absolute mean of a sinusoidal wave (especially to that of an alternating current)
forspan,"Foresight; the ability to see, predict, or perceive future events"
forthrightness,The characteristic or quality of being forthright
fortune,A large amount of money
forward-lookingness,"the quality or state of being forward-looking 1999, Nicoletta Batini Andrew Haldane, Forward-Looking Rules for Monetary Policy, in: John B"
fourteenpence,The monetary amount of fourteen pence.
foxiness,The characteristic or quality of being foxy
fraction,"A ratio of two numbers, the numerator and the denominator, usually written one above the other and separated by a horizontal bar."
fraction,A small amount
fragility,The condition or quality of being fragile; brittleness; frangibility
frailty,"The condition quality of being frail, physically, mentally, or morally; weakness of resolution; liability to be deceived or seduced"
freakishness,The characteristic or quality of being freakish
freehandedness,The quality or state of being freehanded
freeheartedness,The quality or state of being freehearted
freeholding,property held in freehold
freelage,An heritable property as distinguished from a farm.
freezingness,The quality or character of freezing.
freneticism,The quality or state of being frenetic
frequency,The rate of occurrence of anything; the relationship between incidence and time period
friskiness,The characteristic or quality of being frisky
frizzy,"A small amount of unkempt, curly hair"
frontage,Property or territory adjacent to a body of water
frontality,"The quality or state of being frontal 2007 June 8, Roberta Smith, When Home Was Where the Art Was, in New York Times[1]:Bold scale is the norm, as is a generally exuberant frontality."
fuliginosity,The condition or quality of being fuliginous; sootiness.
full board,"A hotel rate that includes accommodation, breakfast, lunch and dinner."
full motion video,"Video of sufficient quality to make motion appear continuous to humans, considered to require at least 16 frames per second"
functionlessness,The quality or state of being functionless.
funicity,An inbuilt quality of materials that permanently remember their original time and place of creation
future interest,"In property law and real estate, a legal right to property ownership which will vest in the future, but which does not include the right to present possession or enjoyment of the property."
DDR,Double data rate computer RAM.
DOT,A weapon or ability that deals damage over time as opposed to or in addition to direct damage.
Daltonism,"Inability or defective ability to perceive or distinguish certain colors, especially red-green color blindness"
Danishness,The quality or state of being Danish.
S/N,signal-to-noise ratio
SDR,single data rate computer RAM
SNR,signal-to-noise ratio
Satanity,inherent evilness; Satan-like quality.
Saxonness,The quality or state of being Saxon.
Scottishness,"The quality, characteristic or state of being Scottish."
Shakespeareanness,"The quality, characteristic or state of being Shakespearean."
Shannon limit,"The theoretical maximum information transfer rate of a communication channel, given a particular noise level."
Sharpe ratio,"A ratio that measures the excess return (or risk premium) per unit of deviation in an investment asset or a trading strategy, used to examine the performance of an investment by adjusting for its risk."
Siouxness,The quality or state of being Sioux.
Slovenianness,The quality or state of being Slovenian.
Spanishness,The quality or state of being Spanish.
Swedishness,The quality or state of being Swedish.
macroalbuminuria,A greater than normal amount of albumin excreted in the urine
macroscopicity,The quality or state of being macroscopic
magicalness,The condition or quality of being magical.
magisterialness,The quality or state of being magisterial; authoritativeness
magnanimity,"That quality or combination of qualities, in character, which enables one to encounter danger and trouble with tranquility and firmness, to disdain injustice, meanness and revenge, and to act and sacrifice for noble objectives."
magnetoception,The ability of birds or other animals to detect magnetic fields as an aid to navigation.
magnetosensation,"The ability of an animal to detect magnetic fields, and to react accordingly"
magnetosensitivity,"Any property, or behaviour, that is affected by the strength or orientation of a magnetic field"
magnetotaxis,"The supposed ability to sense a magnetic field and coordinate movement in response, later discovered to be natural magnetism: such creatures orient themselves magnetically even after death."
majat,Cannabis of low quality with too many sticks and seeds.
majorat,property that descends with a title
make belief,The abstract quality of making believe
makeweight,Something of inferior quality which is included in a shipment to make up the weight
malformedness,"incorrect form; quality of being malformed 2004, David Michael Singleton, Lisa Ryan, Language acquisition: the age factor (page 59) Many of Zidonis's ninth graders were apparently unable to recognize the malformedness of the sentences they wrote"
malleability,The quality or state of being malleable.
malleability,"The property by virtue of which a material can be extended in all directions without rupture by the application of load; a material's ability to be bent, formed, or shaped without cracking or breaking."
mandatoriness,The quality or state of being mandatory.
manifestness,The quality or state of being manifest or obvious.
many-sidedness,The fact or quality of having many sides or facets
manyness,The quality or state of being many.
margin,"A difference or ratio between results, characteristics, scores"
margin of error,"An amount, beyond the calculated minimum, added for safety."
maritage,The property bought by the couple upon their marriage under the feudal customs.
market power,The ability of a firm to profitably raise the market price of a good or service over marginal cost.
market supplement,"An amount paid in addition to a basic salary, dependent on the exact job and its location."
markup,The percentage or amount by which a seller hikes up his buy-in price when determining his selling price
marshiness,The quality or state of being marshy
marvellousness,The quality or state of being marvellous.
marvelousness,The quality or state of being marvelous.
masculinity,The degree or property of being masculine or manly; manliness.
material support,"Any property, or service, including currency or monetary instruments or financial securities, financial services, lodging, training, expert advice or assistance, safe houses, false documentation or identification, communications equipment, facilities, weapons, lethal substances, explosives, personnel, and transportation, except medicine or religious materials"
matriculability,"The ability, or eligibility, to matriculate."
matter,An approximate amount or extent
maximality,The quality or state of being maximal.
meanness,"The condition, or quality, of being mean (any of its definitions) This figure is of a later date, by the meanness of the workmanship"
measurand,A physical quantity or property which is measured.
measurement,Magnitude (or extent or amount) determined by an act of measuring
meat on one's bones,An amount of flesh on one's body that stops one from being very skinny.
mechanical advantage,The ratio of the output force produced by a machine (especially a simple machine) to the applied input force
medkniche,"In medieval England, the amount of hay which could be lifted by the little finger up to the knee"
megawattage,An amount of power expressed in megawatts
memorability,The quality or state of being memorable.
memory,The ability of the brain to record information or impressions with the facility of recalling them later at will
mense,"Property, owndom; possessions."
mental age,How old one appears to be based solely on mental ability and function.
mereing,An administrative or property boundary on a map
meristic,"A quantitative property of a fish, as studied in meristics."
metal homeostasis,The ability of individual cells to maintain a healthy level of metals within the cell.
metallicity,The quality or state of being metallic
metallokinesis,: The psychic ability to manipulate or control metals
metrisability,The quality or state of being metrisable
metropolitanism,The quality or state of being metropolitan
meum et tuum,What is mine and what is yours; owned property.
micron,A very tiny amount.
middling,"Something of intermediate or average size, position, or quality"
millage,"A tax rate on property, expressed in mills of the property's value"
millage tax,"property tax, especially where the tax rate for property is determined in mills."
mind,The ability for rational thought
mineful,An amount sufficient to fill a mine
mineful,"A large amount, particularly of something obtained through mining"
mineralomass,The total amount of minerals within a biomass.
minimum,The smallest amount
minimum wage,The lowest rate at which an employer can legally pay an employee; usually expressed as pay per hour
mislaid property,"Property that is found in such a state as to make it likely that the original owner intentionally placed it somewhere, but then forgot to retrieve it from that place, and would be able to locate the property."
mitogenicity,Quality or degree of being mitogenic.
mob-handedness,The quality or state of being mob-handed.
mobility,The ability of a military unit to move or be transported to a new position
mode,That which exists only as a quality of substance.
modeldom,The quality or state of being a model (any sense) or exemplar
modicum,"A small, modest or trifling amount"
modified American plan,"a hotel rate that includes accommodation, breakfast and dinner, but not lunch."
modified aspect ratio,"An aspect ratio in which a motion picture is formatted to fit a specific type of screen (historically 1.33:1), as opposed to original aspect ratio."
mole fraction,the ratio of the number of moles of one component of a mixture to the total number of moles
molecule,A tiny amount.
moment,"A brief, unspecified amount of time"
money supply,"the total amount of money (bills, coins, loans, credit, and other liquid instruments) in a particular economy"
monumentality,"The quality or state of being monumental 2007 August 19, Christopher Hall, A Prisoner With a Paintbrush, a Legacy at Risk, in New York Times[1]:Unifying compositional elements [] lend a W.P.A.-era monumentality."
moonful,An amount sufficient to fill the moon
morbidity,The sickness rate of a population.
mordicancy,A biting quality; corrosiveness
more,An extra amount or extent.
moredom,"The quality, state, or condition of having more (to do); excessiveness"
moronicity,"The quality, state or condition of being a moron"
morosity,The quality or state of being morose.
morsel,A very small amount
mortality,The death rate of a population.
most,The greatest amount
most,A record-setting amount
motherload,"A very large amount of something, especially something valuable."
motivity,"The power or ability to move 1945, Bertrand Russell, A History of Western Philosophy The soul is what moves the body and perceives sensible objects; it is characterized by self-nutrition, sensation, thinking, and motivity (413b); but the mind has the higher function of thinking, which has no relation to the body or to the senses."
mouthedness,The state or quality of having a particular type of mouth.
movableness,The quality or state of being movable; mobility.
moves,A good ability to dance
muchness,"Greatness in quantity, number, amount, or degree"
muckle,A great amount.
multiclassing,"The ability, in certain games, to belong to more than one character class."
multidimensionality,The property or state of being multidimensional
multimegatons,An amount of several megatons.
multiplay,The ability of more than one player to participate in a game at the same time (especially by means of a network)
multiple,Price-earnings ratio.
multipleness,The quality or state of being multiple
multiplier,A ratio used to estimate total economic effect for a variety of economic activities.
multipotency,The ability of a progenitor cell to develop into a limited number of cell types
multisexuality,"The quality, state, or practice of being multisexual."
multitude,"A great amount or number, often of people; abundance, myriad, profusion"
muscular endurance,The ability of a muscle (or set of muscles) to perform a repeated action without tiring.
mutability,The quality or state of being mutable
mutual inductance,The ratio of the voltage in a circuit to the change in current in a neighboring circuit.
xerotolerance,Ability to thrive in a dry environment
Redfield ratio,The stoichiometric ratio of carbon to nitrogen to phosphorus in the deep ocean.
Romanianness,The quality or state of being Romanian.
Romanness,The quality or state of being Roman.
Rouse number,A ratio used in fluid dynamics to define a concentration profile of suspended sediment and which determines how sediment will be transported in a flowing fluid.
Rwandanness,The quality or state of being Rwandan.
English,Ability to employ the English language correctly or idiomatically
Englishness,"The quality, state or characteristic of being English"
Eritreanness,The quality or state of being Eritrean.
Eskimoness,The quality or state of being Eskimo.
Ethiopianness,The quality or state of being Ethiopian.
Etruscanness,The quality or state of being Etruscan.
European plan,"A hotel rate that includes accommodation, but not meals."
Europocentricity,The fact or quality of being Europocentric
GERP score,"A ""genomic evolutionary rate profiling score"" that measures the evolutionary conservation of a particular genetic sequence across species"
Ghanaianness,The quality or state of being Ghanaian.
Gujaratiness,The quality or state of being Gujarati.
15 megabytes of fame,"A modest amount of fame achieved in the world of computing, as by inclusion on a popular video or audio clip available on the Internet"
P-E ratio,price-earnings ratio
P/E ratio,Price-to-Earnings ratio for an issue of stock
PE ratio,price-earnings ratio
PG,Parental Guidance (used to rate motion pictures that may be viewed by minors at their parents' discretion)
PITI payment,"The amount paid per month in Principal, Interest, Taxes and Insurance for a given property"
Pagan's Paddock,"A large amount of space on a sportsground, often created by this tactic"
Peruvianness,The quality or state of being Peruvian.
Polishness,The quality or state of being Polish.
Portugueseness,"The quality, state or character of being Portuguese."
udal,"A freehold; property held by udal, or allodial, right."
unaccustomedness,The quality or state of not being accustomed.
unadaptedness,The state or quality of not being adapted.
unadjustedness,The quality or state of not being adjusted.
unaggressiveness,The state or quality of not being aggressive.
unalterableness,The quality or state of not being alterable.
unashamedness,The state or quality of not being ashamed
unassailableness,State or quality of not being assailable.
unassuredness,Quality or state of not being assured.
unattentiveness,The quality or state of not being attentive.
unawakenedness,The quality or state of not being awakened.
unbelievableness,The state or quality of not being believable.
unblamableness,The quality or state of not being blamable.
unbreakableness,The quality or state of not being breakable.
uncapableness,The state or quality of not being capable.
unchastity,The quality or state of being unchaste; lewdness; sexual impropriety
unconformability,The quality or state of being unconformable.
uncreatedness,The quality or state of being uncreated.
underclassness,The quality or condition of belonging to the underclass
underconcern,An insufficient amount of concern
underdose,An inadequate amount of something
underextraction,Less than the normal or optimum amount of extraction
underpacking,"Insufficient, or less than the usual amount of packing 2015 July 17, DARC 2.0: Improved Docking and Virtual Screening at Protein Interaction Sites, in PLOS ONE[1], DOI:10.1371/journal.pone.0131612:In the first case (c1), a ray hits the surface pocket before reaching the ligand: this indicates underpacking in the protein-ligand interface."
underpayment,The amount by which a payment is insufficient
underperformance,"The state or quality of underperforming 2009 January 29, George Lekakis, NAB Star is fading, in Herald Sun[1]:The fund manager has been plagued by underperformance and was forced to freeze redemptions on some of its funds at the height of the financial crisis last November."
undersampling,sampling at a lower rate than normal
underspend,An amount by which an allocated amount is not expended
understanding,"Reason or intelligence, ability to grasp the full meaning of knowledge, ability to infer."
undesirableness,The condition or quality of being undesirable
undeviousness,The quality or condition of being undevious.
undoability,Ability to be undone
unencumberedness,The quality or state of being unencumbered.
unfishiness,The quality or state of not being a fish; the state of being unfishy
ungreediness,The quality or state of not being greedy.
unhospitableness,The quality or state of being unhospitable; of not being hospitable.
unimplementability,quality or state of being impossible to implement
unimpressibility,The quality or state of being unimpressible.
unintelligibility,The quality or condition of being unintelligible.
unitariness,The quality or state of being unitary.
unitarity,The quality or state of being unitary
universal,A characteristic or property that particular things have in common
universalisability,"The quality (as of a rule) of being able to be applied universally; that is, to any given situation with no exceptions"
universalness,The quality or state of being universal; universality.
univocacy,The quality or state of being univocal
unknowability,The quality or state of being unknowable
unknowableness,Quality or state of not being knowable.
unliquidated damages,"An amount owed to a plaintiff in a lawsuit by the defendant that can not be determined by operation of law, such as the value of pain and suffering in a tort case."
unpopularity,the property or degree of being unpopular
unreadableness,The quality or state of being unreadable
unrealisticness,The quality or state of being unrealistic.
unrealizability,Quality or character of something which is unrealizable.
unregeneracy,The quality or state of being unregenerate
unsend,The functionality or ability to reverse a message transmission
unshakability,The quality or state of being unshakable.
unspeakableness,The condition or quality of being unspeakable
unworkability,"The quality or state of being unworkable, lack of workability."
unworkableness,The quality or state of being unworkable; lack of workableness.
urgency,"The quality or condition of being urgent the urgency of a demand 2011 September 24, David Ornstein, Arsenal 3 - 0 Bolton, in BBC Sport[1]:Arsenal lacked urgency and inspiration until shortly before half-time, Wheater's block denying Van Persie from close range before Walcott drilled wide."
usuality,The quality or state of being usual.
usualness,The quality or state of being usual.
usurpation,Trespass onto another's property without permission.
usury,"An exorbitant rate of interest, in excess of any legal rates or at least immorally."
utility,The ability of a commodity to satisfy needs or wants; the satisfaction experienced by the consumer of that commodity.
utility model,"An intellectual property right in certain legal systems, to protect invention, very similar to the patent, but usually with shorter term and less stringent patentability requirements."
utmost,Maximum; greatest possible amount or quantity
FAR,floor area ratio
jazz,"Something of excellent quality, the genuine article"
jazziness,"The state, quality or property of being jazzy."
je ne sais quoi,An indefinable quality that makes something distinctive or attractive
jerk,The rate of change in acceleration with respect to time.
jokefulness,The condition or quality of being jokeful; jocularity
jokesomeness,"The condition or quality of being jokesome; jest 1982, Terry Castle, Clarissa's Ciphers: But with a kind of perverse jokesomeness (the hodgepodge of words and symbols on the coffin recollects Addison's examples of ""false wit""), she leaves behind a mystifying substitute for the self [...] 1900, John Perry, England's Neglect of Science: It is even a ghastlier notion that the jokesomeness of a philosopher, the unessential fringe of a subject, often becomes the soul-destroying weary, worrying study of a schoolboy"
jot,"A small amount, bit; the smallest amount"
journey,"A set amount of travelling, seen as a single unit; a discrete trip, a voyage"
juniority,The quality or state of being junior.
justiciability,The ability of a subject matter to be evaluated and resolved by a court.
raciality,A racial quality
radar,A superior ability to detect something
radiesthesia,The supposed paranormal ability to detect a radiation-like aura within the human body.
railroad,"A single, privately or publicly owned property comprising one or more such roads and usually associated assets Railroads can only compete fully if their tracks are technically compatible with and linked to each-other"
ranch,A house or property on a plot of ranch land.
ratability,The quality or state of being ratable.
rate of climb,The rate at which an aircraft gains altitude
rate of exchange,exchange rate
rate of speed,Speed; rate of travel.
rathood,The quality or state of being a rat
ratio,Short for ratio decidendi.
rationality,The quality or state of being rational; due exercise of reason; reasonableness
reactiveness,The quality or state of being reactive.
real estate,"Property that cannot easily be moved, usually buildings and the ground they are built on"
realizability,The property or characteristic of being realizable.
realty,"The property that goes to the heirs of the deceased, as distinguished from the personalty, which goes to the executor or administrator of the estate."
receipt,A quantity or amount received; takings
receivability,The quality or state of being receivable.
receival,"An amount (of goods, etc.) received."
reciprocality,The quality or condition of being reciprocal.
recluseness,Quality or state of being recluse.
recreancy,The quality or state of being recreant; shameful cowardice; perfidy
rectifiability,The quality or state of being rectifiable
red circle rate,A rate of pay that is above average for the type of work in question.
redeemableness,The quality or state of being redeemable.
redness,The state or quality or characteristic of being red
reduction,"The amount or rate by which something is reduced, e.g"
reefage,A reef-like quality; danger or difficulty that is hidden or submerged
refactorability,The degree or quality of being refactorable (possible to rewrite without changing the behaviour of the code).
reflectance,The ratio of the flux reflected to that incident on a surface.
reflexibility,The quality or capability of being reflexible
refractive index,The ratio of the speed of light in air or vacuum to that in another medium.
refractiveness,The quality or condition of being refractive.
refund,An amount of money returned
regenerateness,The quality or state of being regenerate.
regeneration,an ability possessed by certain creatures to rapidly heal substantial physical damage to their body
regioversatility,The ability of a drug or other compound to modify a macromolecule at multiple positions
regnancy,The condition or quality of being regnant; sovereignty; rule
regress,"In property law, the right of a person (such as a lessee) to return to a property."
regularity,The condition or quality of being regular I have been watching that show with regularity
relative atomic mass,Ratio of the atomic mass of one atom of an isotope to 1/12 (one twelfth) the mass of a Carbon-12 atom.
relative humidity,"The ratio of the actual amount of water vapor (absolute humidity) present in the air to the saturation point at the same temperature, usually expressed as a percentage."
relet,A property that has been let again
relevance,The property or state of being relevant or pertinent.
relish,Savor; quality; characteristic tinge
remainder,The amount left over after subtracting the divisor as many times as possible from the dividend without producing a negative result
remissibility,The quality or state of being remissible.
remote viewing,A paranormal ability by which a person can gather information about a distant unseen target.
renditioning,the ability of a television or monitor to display all colours and grey tones accurately
repayable,"An amount, a loan, etc"
