term,definition
buflomedil,A vasoactive drug used to treat claudication or the symptoms of peripheral arterial disease.
buformin,An antidiabetic drug of the biguanide class.
bufothionine,A sulfur-containing compound present in the bufotoxins secreted by the parotoid gland of certain toads of the genera Bufo and Chaunus.
bufrolin,A mast cell stabilizer drug.
bumadizone,A nonsteroidal anti-inflammatory drug.
bumetanide,A sulfamyl drug used to treat heart failure
bunamidine,An anthelminthic drug.
bunaprolast,A particular antiasthmatic drug.
bunazosin,An alpha 1 antagonist drug developed to treat benign prostatic hyperplasia (BPH).
bunitrolol,A beta-adrenergic blocking drug.
buparlisib,A particular anticancer drug.
buparvaquone,"A hydroxynaphthoquinone antiprotozoal drug related to parvaquone and atovaquone, used to treat theileriosis."
bupivacaine,A local anesthetic drug of the amino amide group.
buquinolate,An antiprotozoal drug.
busulfan,A particular drug used in chemotherapy.
butaclamol,An antipsychotic drug used only in research.
butalamine,A vasodilator drug.
butalbital,A barbiturate drug.
butamisole,An anthelminthic drug.
butanserin,A particular alpha-adrenergic blocking drug.
butenafine,A synthetic benzylamine antifungal drug
butibufen,A nonsteroidal anti-inflammatory drug.
butinoline,An anticholinergic drug used as an antispasmodic.
butobarbital,A hypnotic barbiturate drug.
butobendine,An antiarrhythmic drug.
butoconazole,An imidazole antifungal drug used in gynecology.
butofilolol,A beta blocker drug for the treatment of hypertension.
butonate,An anthelminthic drug.
butopiprine,An antitussive drug.
butoprozine,An antiarrhythmic drug.
butoxylate,An antidiarrheal drug.
butriptyline,"A tricyclic antidepressant drug, the isobutyl side chain homologue of amitriptyline."
hackle,"Any flimsy substance unspun, such as raw silk."
haemaphaein,A brownish substance sometimes found in the blood in cases of jaundice.
hair remover,"Any device or substance that is used to remove hair from the body, such as a shaver, wax etc.."
hair tonic,A liquid or gelatinous substance applied to the hair on one's head to improve its appearance in various ways
halazepam,A benzodiazepine drug used to treat obesity.
half-metal,"Any substance that acts as a conductor to electrons of one spin orientation, but as an insulator to those of the opposite orientation"
hallucinogen,Any substance tending to induce hallucination.
halofenate,A particular antilipidemic and uricosuric drug.
haloid,Any haloid substance.
halopemide,An antipsychotic drug.
haloperidol,A neuroleptic and a butyrophenone drug used in the treatment of mental illness such as psychosis.
haloprogin,"An antifungal drug, no longer widely used because of its many side effects."
halopropane,"3-bromo-1,1,2,2-tetrafluoropropane, a halocarbon drug investigated as an inhalational anesthetic but never marketed."
haloxon,An anthelminthic drug.
hardener,"A chemical substance added to something in order to harden it; used especially with paints, varnishes and resins."
haze,Any substance causing turbidity in beer or wine
helicene,"any polycyclic aromatic or heteroaromatic compound, consisting of at least five ortho-fused rings arranged to give a helically shaped chiral molecule."
helminthicide,Any substance used to kill helminths.
helminthotoxin,Any substance that is toxic to helminths.
hematinic,Any substance that has this effect.
hemialbumose,"An albuminous substance formed in gastric digestion, and by the action of boiling dilute acids on albumin"
hemicholine,"Hemicholinium-3, a drug that blocks the reuptake of choline by the high-affinity choline transporter at the presynapse."
hemin,a reddish brown substance produced in a laboratory test for the presence of blood by reaction with glacial acetic acid and sodium chloride
hemiprotein,"An insoluble proteid substance formed when albumin is heated for some time with dilute sulphuric acid, and apparently identical with antialbumid and dyspeptone."
hemoderivative,Any substance obtained by fractionation of human blood plasma.
hemoglobin,"The iron-containing substance in red blood cells that transports oxygen from the lungs to the rest of the body; it consists of a protein (globulin), and haem (a porphyrin ring with an atom of iron at its centre)."
hemolysin,Any substance (often an exotoxin) that damages the membranes of red blood cells and thus releases hemoglobin
henna,"A reddish plant substance, prepared from the dried leaves of this plant, used for temporary tattoos and hair coloring"
hennotannic acid,"A brown resinous substance resembling tannin, extracted from the henna plant (Lawsonia inermis)."
hennoxazole,"A complex organic compound, containing two oxazole rings, isolated from a marine sponge of the genus Polyfibrospongia, that shows antiviral activity"
hepatocarcinogen,Any hepatocarcinogenic substance
hepatomitogen,Any substance that stimulates mitosis in hepatocytes
hepatoprotective,Any drug that prevents damage to the liver
hepatotoxin,Any substance that causes hepatotoxicity
heptabarb,"A sedative and hypnotic barbiturate drug, formerly used to treat insomnia."
heptaverine,An antispasmodic drug.
heptolamide,An antidiabetic drug.
herbal medicine,A herbal drug or similar preparation.
heroin,A powerful and addictive drug derived from opium producing intense euphoria classed as an illegal narcotic in most of the world
heteroarene,any heterocyclic compound formally derived from an arene by replacement of one or more methine and/or vinylene groups by trivalent or divalent heteroatoms respectively in such a way as to retain its aromaticity
heterocycle,A heterocyclic compound or ring.
hexachlorocyclopentadiene,An organochlorine compound that is a precursor to several pesticides.
hexacycle,"Any hexacyclic compound Aldrichimica Acta Volume 30 No 4 (pdf) from Sigma-Aldrich The corresponding 1,3,4-thiadiazole 108 produces the thia-bridged hexacycle 109 on treatment with norbornadiene 1 either thermally or under high pressure."
hexacyprone,A choleretic drug.
hexamethylphosphoramide,"An organophosphorus compound with the chemical formula [(CH3)2N]3PO, a useful polar aprotic solvent and additive in organic synthesis."
hexanitrobenzene,A high-density explosive compound.
hexaprofen,A nonsteroidal anti-inflammatory drug.
hexapropymate,"A hypnotic and sedative drug, formerly used to treat insomnia."
hexedine,A topical anti-infective drug.
hexocyclium,A particular antimuscarinic drug.
hexoprenaline,A drug used in the treatment of asthma.
high,A drug that gives such a high
homofenazine,A sedative and hypnotic drug.
homotaurine,"A synthetic organic compound, analogous to taurine but with an extra carbon in its chain, potentially useful as an anticonvulsant and treatment for Alzheimer's disease."
honeydew,A sweet sticky substance deposited on leaves by insects.
honeydew,A sweet sticky substance produced by the leaves of some plants.
hormone,Any substance produced by one tissue and conveyed by the bloodstream to another to effect physiological activity.
hormone,Any similar substance in plants.
horn,"The hard substance from which animals' horns are made, sometimes used by man as a material for making various objects"
humectant,"Any substance that promotes the retention of water, especially one used to keep a food product moist"
humulone,A bitter-tasting chemical compound found in the resin of mature hops (Humulus lupulus).
hyaline,A clear translucent substance in tissues.
hyamine,The quaternary ammonium compound benzethonium chloride
hydrazoic acid,The poisonous and explosive compound HN3
hydrochlorothiazide,"A diuretic drug, 6-chloro-3,4-dihydro-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide, that inhibits the kidneys' ability to retain water, and lowers blood pressure"
hydroflumethiazide,A diuretic drug.
hydrogelator,Any substance that forms a hydrogel
hydromineral,"A dissolved mineral, typically as a dietary supplement"
hydrophile,Any hydrophilic substance.
hydroxamate,"A hydroxylamine compound containing a CONOH group, often serving as chelating agents"
hydroxide,Any substance containing such an anion.
hydroxyamfetamine,A sympathomimetic drug.
hydroxyapatite,A basic calcium phosphate mineral that is the principal inorganic constituent of bone and teeth.
hydroxychloroquine,An antimalarial drug used to reduce inflammation in the treatment of rheumatoid arthritis and lupus.
hydroxymethylfurfural,"A heterocyclic compound, 5-(hydroxymethyl)-2-furaldehyde, that is formed during the thermal decomposition of some sugars, and has potential use as a biofuel"
hydroxyprocaine,An anesthetic drug.
hydroxytetracaine,An anesthetic drug.
hymecromone,"4-methylumbelliferone, a choleretic and antispasmodic drug."
hyperglycemic,A drug used to treat hyperglycemia
hypertensive,a drug that increases blood pressure
hypnotic,A soporific substance.
hypocholesterolemic,Any drug that lowers the amount of cholesterol in the blood
hypoglycin,"A toxic organic compound related to lycine, found in Blighia sapida (ackee fruit), causing hypoglycemia, and responsible for Jamaican vomiting sickness."
hypolipidemic,Any drug that reduces the concentration of lipid in blood serum
hypostasis,The underlying reality or substance of something
hypotensive,Any drug that lowers the blood pressure.
hæmochromogen,"Substance of hemoglobin, from lack of oxygen"
Japanese wax,"A wax-like substance made in Japan from the berries of certain species of Rhus, especially R"
Jerusalemite,"A residual mineral of the sands of Jerusalem, as with Trinitite."
H₂O,Water as a chemical substance
earwax,A waxy substance secreted by the ear
ebastine,A particular antihistamine drug.
eberconazole,An antifungal drug.
ebiratide,A pituitary drug.
eburnamonine,The drug vinburnine.
ecabapide,An antiulcer drug.
eclanamine,An antidepressant drug.
ecotoxin,Any substance that is toxic to an ecosystem.
ectoplasm,The visible substance believed to emanate from the body of a spiritualistic medium during communication with the dead.
ectoplasm,"An immaterial or ethereal substance, especially the transparent corporeal presence of a spirit or ghost."
ectylurea,A sedative and hypnotic drug.
edingtonite,A particular zeolite mineral.
edoxaban,An anticoagulant drug.
edoxudine,An antiviral drug effective against herpes simplex.
efipladib,A nonsteroidal anti-inflammatory drug.
eflornithine,"A drug, -difluoromethylornithine, used to treat cancer and sleeping sickness"
eglumetad,An anxiolytic drug.
egualen,An antispasmodic drug.
ejaculate,"Fluid or some other substance ejected or suddenly thrown from a duct or other body structure; specifically, semen or vaginal fluid ejected by a human being or other mammal during an ejaculation"
elantrine,An anticholinergic drug.
elanzepine,An antidepressant drug.
elbasvir,An experimental drug for the treatment of hepatitis C.
electroauxiliary,Any electrophilic compound that assists in a nucleophilic reaction
electrophore,"Any electrophilic compound, often used as a tracer, that can be detected in very small amounts by electron-capture mass spectrometry"
elemicin,"3,4,5-trimethoxyallylbenzene, a natural organic compound found in the essential oil of nutmeg."
elesclomol,A drug that triggers apoptosis in cancer cells.
eletriptan,A triptan drug used to treat migraine.
elfazepam,A benzodiazepine drug.
eliglustat,"A drug used to treat Gaucher's disease, commonly used as the tartrate salt."
eliminant,A drug promoting excretion or the removal of waste.
elinogrel,An antiplatelet drug.
eliprodil,A drug that acts as an NMDA antagonist.
elopiprazole,An antipsychotic drug of the phenylpiperazine class.
elsamitrucin,A particular drug used in chemotherapy.
eltenac,A nonsteroidal anti-inflammatory drug.
eltoprazine,A phenylpiperazine drug that is a serenic or antiaggressive agent.
eltrombopag,A drug to treat conditions that lead to thrombocytopenia.
emakalim,An antihypertensive drug.
embryotoxin,Any substance that is toxic to embryos
embutramide,A potent sedative drug used for euthanasia in animals.
emepronium,An anticholinergic drug used in urology as an antispasmodic.
emitefur,A particular anticancer drug.
emodepside,"An anthelmintic drug of the octadepsipeptide class, effective against a number of gastrointestinal nematodes."
emorfazone,A nonsteroidal anti-inflammatory drug.
empagliflozin,A gliflozin drug used to treat diabetes.
emplastic,A drug causing constipation.
emulsan,An extracellular polymeric substance found in Acinetobacter calcoaceticus.
emylcamate,A particular drug used to reduce anxiety and relax muscles.
enadoline,"A drug which acts as a highly selective -opioid agonist, rejected as an analgesic because of its dysphoric effects."
enantiomorph,A similar molecule or compound; an enantiomer.
encainide,An antiarrhythmic drug.
encapsulant,Any substance used to encapsulate
encephalitogen,Any substance that causes encephalitis
enchylemma,"The basal substance of the cell nucleus; a hyaline or granular substance, more or less fluid during life, in which the other parts of the nucleus are embedded."
enciprazine,An anxiolytic drug.
endectocide,An antiparasitic drug that is active both against endoparasites and against ectoparasites.
endixaprine,An anticonvulsant drug.
endobiotic,An endogenous substance that influences the functioning of an organ or biological process
endocrine disruptor,A chemical substance that hinders the normal functioning of the endocrine system in animals and human beings.
endomorph,"A mineral, especially a crystal, enclosed within another"
eniclobrate,An antilipidemic drug.
enolicam,A nonsteroidal anti-inflammatory drug.
enpiroline,An antimalarial drug.
ensaculin,"A coumarin drug, researched as a potential treatment for dementia."
entacapone,A drug used in the treatment of Parkinson's disease.
entecavir,An oral antiviral drug used in the treatment of hepatitis B infection.
entheogen,A psychoactive substance used for the purpose of inducing a mystical or spiritual experience.
entolimod,A drug being developed as a radiation countermeasure and a cancer treatment
entomotoxin,Any substance that is toxic to insects
entospletinib,A particular drug that is an inhibitor of the enzyme spleen tyrosine kinase (Syk)
enviomycin,An antibiotic drug used in the treatment of tuberculosis.
enviradene,An antiviral drug.
epacadostat,"An investigational drug for cancer; an inhibitor of indoleamine 2,3-dioxygenase-1 (IDO1)."
ephenidine,A dissociative anesthetic drug of the diarylethylamine class.
epicainide,An antiarrhythmic drug.
epidoxorubicin,A particular anthracycline antineoplastic drug used in chemotherapy
epinastine,A particular antihistamine drug used in eye drops to treat allergic conjunctivitis.
epirizole,A nonsteroidal anti-inflammatory drug.
epiroprim,A particular antiprotozoal drug.
epirubicin,A particular drug used in chemotherapy.
eplivanserin,An experimental drug formerly being developed for the treatment of insomnia.
eprinomectin,An antiparasitic drug.
eprobemide,An antidepressant drug resembling moclobemide.
eprotirome,An antilipidemic drug.
eproxindine,An antiarrhythmic drug.
eprozinol,A drug to treat obstructive airway disease.
eptapirone,A potent azaspirodecanedione drug.
eptifibatide,An antiplatelet drug.
erbulozole,A particular tubulin-binding drug.
eribaxaban,An anticoagulant drug.
eribulin,"A particular anticancer drug, a synthetic macrocyclic analogue of halichondrin B."
erlotinib,A drug used to treat certain cancers.
ersentilide,A beta-adrenergic blocking drug of the benzamide chemical class.
ertiprotafib,An antidiabetic drug.
ertugliflozin,A particular gliflozin drug.
erythrin,"C20H22O10, an organic compound extracted from certain lichens, a derivative of orsellinic acid."
erythrogen,"A crystalline substance obtained from diseased bile, which becomes blood-red when acted on by nitric acid or ammonia."
erythrosin,A red substance formed by the oxidation of tyrosin.
escaline,"3,5-methoxy-4-ethoxyphenethylamine, a psychedelic drug and entheogen of the phenethylamine class."
esculamine,A nonsteroidal anti-inflammatory drug.
eseroline,An opioid agonist drug that is a metabolite of physostigmine.
esflurbiprofen,A nonsteroidal anti-inflammatory drug.
esketamine,"A general anesthetic and dissociative drug, the S(+) enantiomer of ketamine, being investigated as an antidepressant."
esmirtazapine,A drug developed to treat insomnia and vasomotor symptoms.
espatropate,An antiulcer drug.
essence,Constituent substance
estazolam,A benzodiazepine drug used to treat insomnia.
esuprone,An experimental antidepressant drug.
etacepride,An antidepressant drug.
etafenoxine,The drug etifoxine.
etalocib,A leukotriene B4 antagonist drug.
etamivan,A respiratory stimulant drug related to nikethamide.
etamsylate,A haemostatic drug.
etanercept,A drug that treats autoimmune diseases by interfering with the TNF receptor (part of the immune system).
etanidazole,A nitroimidazole drug used for its radiosensitizing properties.
etazepine,A tricyclic anticonvulsant drug.
etazolate,A pyrazolopyridine drug.
etebenecid,A uricosuric drug.
etersalate,A nonsteroidal anti-inflammatory drug.
ethacridine lactate,"An aromatic organic compound, 2-ethoxy-6,9-diaminoacridine monolactate monohydrate, based on acridine, used primarily in antiseptics."
ethambutol,A bacteriostatic antimycobacterial drug prescribed to treat tuberculosis.
ethaverine,A particular drug derived from papaverine.
ethcathinone,"A stimulant drug of the phenethylamine, amphetamine, and cathinone chemical classes."
ethchlorvynol,A sedative and hypnotic drug used to treat insomnia.
ethene,The organic chemical compound ethylene
ethenzamide,An analgesic and anti-inflammatory drug.
ether,"Diethyl ether (C4H10O), an organic compound with a sweet odour used in the past as an anaesthetic"
etherate,Any complex formed between a compound and an ether
ethical,"An ethical drug, one only dispensed on the prescription of a physician."
ethnopharmaceutical,A drug or remedy of the kind examined by ethnopharmacy.
ethopropazine,The drug profenamine.
ethosuximide,A particular anticonvulsant drug.
ethotoin,An anticonvulsant drug used in the treatment of epilepsy.
ethoxazene,"The antimalarial drug 4-[(4-ethoxyphenyl)diazenyl]benzene-1,3-diamine"
ethyl carbamate,"A white crystalline substance (NH2-COOC2H5), structurally it is an ester of carbamic acid."
ethyl carfluzepate,A benzodiazepine drug.
ethyl dirazepate,A benzodiazepine drug.
ethyl loflazepate,"A benzodiazepine drug with anxiolytic, anticonvulsant, sedative and skeletal muscle relaxant properties."
ethylamphetamine,A stimulant drug of the phenethylamine and amphetamine chemical classes.
ethylketazocine,"An opioid drug of the benzomorphan family, used extensively in scientific research."
ethylone,"3,4-methylenedioxy-N-ethylcathinone, a recreational designer drug classified as an entactogen, stimulant, and psychedelic."
ethylphenacemide,The drug pheneturide.
ethypicone,A sedative and hypnotic drug.
etibendazole,An anthelminthic drug.
eticlordifene,The drug etofamide.
eticyclidine,A dissociative anesthetic drug with hallucinogenic effects.
etifelmine,The drug gilutensin.
etifoxine,An anxiolytic and anticonvulsant drug.
etimizol,A memory stimulant drug.
etiracetam,A nootropic racetam drug whose biologically active optical form is levetiracetam.
etisazole,An antifungal drug.
etizolam,"A thienodiazepine drug with anxiolytic, anticonvulsant and sedative properties."
etodolac,A nonsteroidal anti-inflammatory drug.
etodroxizine,A sedative and hypnotic drug.
etofamide,An antiprotozoal drug used in the treatment of amoebiasis.
etofenamate,A nonsteroidal anti-inflammatory drug.
etoformin,An antidiabetic drug.
etofuradine,An antitussive drug.
etoglucid,A particular drug used in chemotherapy.
etoricoxib,"A drug used to treat various conditions, including arthritis and gout"
etoxadrol,A dissociative anaesthetic drug.
etozoline,A loop diuretic drug.
etravirine,A particular drug used for the treatment of HIV.
etretinate,A drug formerly used to treat severe psoriasis.
etybenzatropine,An anticholinergic/antihistamine drug used to treat Parkinson's disease.
etymemazine,A particular antihistamine drug.
eugenin,"A colourless, crystalline substance extracted from oil of cloves; clove camphor."
euphoretic,Any drug that produces a feeling of euphoria.
euphoriant,A drug that produces feelings of euphoria.
euphoric,A drug that causes euphoria; a euphoriant.
eupittone,"A yellow crystalline substance, resembling aurin, obtained by the oxidation of pittacal; eupittonic acid."
euprocin,An anesthetic drug.
euthanasiate,Any drug used to euthanize an animal
evacetrapib,A drug that inhibits cholesterylester transfer protein (CETP)
evogliptin,A particular antidiabetic drug
exametazime,"A drug used for the detection of altered regional cerebral perfusion in stroke and other cerebrovascular diseases, and for the labelling of leukocytes to localise intraabdominal infections and inflammatory bowel disease."
exaprolol,A beta-adrenergic blocking drug.
exepanol,An anticholinergic drug.
exfiltrate,"that which is exfiltrated, the removed substance or item"
exfoliant,An agent or substance used for the process of exfoliation
exifone,An antiplatelet drug.
exisulind,A particular drug used in chemotherapy.
exobiotic,"An exobiotic substance, especially one that influences the functioning of an organ or biological process"
exosubstance,Any substance that is active outside of the cell that produced it
exotherm,Any exothermic compound
expectorant,An agent or drug used to cause or induce the expulsion of phlegm from the lungs.
explosive,Any explosive substance.
extender,"Any substance added to food to bulk it out, with a higher protein content than a filler"
extract,"Any substance extracted is such a way, and characteristic of that from which it is obtained quinine is the most important extract of Peruvian bark."
extractive,The substance left behind after something has been extracted
extrolite,"Any substance, created within a cell and then transported outside"
ezogabine,The drug retigabine.
paclitaxel,A particular drug used in chemotherapy.
pafenolol,A beta-adrenergic blocking drug.
pafuramidine,An experimental drug for the treatment of pneumocystis pneumonia.
pagoclone,An anxiolytic cyclopyrrolone drug.
painkiller,A drug that numbs the pain in the body.
palbociclib,A drug used to treat breast cancer
paliperidone,"9-hydroxyrisperidone, an atypical antipsychotic drug."
palmidrol,An analgesic drug.
palonosetron,A drug used in the prevention and treatment of chemotherapy-induced nausea and vomiting.
paludrine,The antimalarial drug proguanil hydrochloride
pamaquine,"A drug used for the treatment of malaria, closely related to primaquine; it was the first synthetic antimalarial."
pamicogrel,A particular antiplatelet drug.
panadiplon,An anxiolytic drug.
panamesine,An antipsychotic drug.
panicolytic,Any drug that has this effect
panidazole,An antiprotozoal drug.
panobinostat,A hydroxamic acid drug and acts as a non-selective histone deacetylase inhibitor
panomifene,An antiestrogen drug.
pantoprazole,"A proton pump inhibitor drug, used for treatment of erosion and ulceration of esophagus caused by gastroesophageal reflux disease."
panuramine,An SSRI antidepressant drug.
para-acetylaminophenol,A pharmaceutical drug used to treat pain and fever
paracetamol,A drug used to treat mild pain and fever.
paradichlorobenzene,"1,4-dichlorobenzene, an organic compound used as a pesticide (for example in mothballs) and a deodorant."
paralysant,Any substance that induces paralysis
paralytic,A drug that produces paralysis
parapheromone,Any substance that mimics the effect of a pheromone and can be used as a lure
parapropamol,A non-narcotic analgesic drug.
parasecretion,An abnormal substance secreted
parasiticide,Any substance used to kill parasites.
parasympatholytic,Any drug having this effect
parasympathomimetic,A parasympathomimetic drug.
paraxanthin,"A crystalline substance closely related to xanthin, present in small quantities in urine."
paraxazone,An antidepressant drug.
parconazole,An antifungal drug.
pardoprunox,A particular antiparkinsonian drug.
pareira,A tonic diuretic drug derived from various South and Central American plants.
pareptide,An antiparkinsonian drug.
parethoxycaine,An anesthetic drug.
pargeverine,An antispasmodic drug.
paridocaine,An anesthetic drug.
parigenin,A curdy white substance obtained by the decomposition of parillin.
parsalmide,A nonsteroidal anti-inflammatory drug.
parthenin,"A toxic substance in the flowering plant Parthenium hysterophorus, causing dermatitis and respiratory malfunction in humans."
parvaquone,An antimalarial drug.
pasiniazid,"The drug 4-amino-2-hydroxybenzoic acid;pyridine-4-carbohydrazide used to treat TB and leprosy 2015 August 6, Xiaobo Luo et al., The efficacy of negative pressure wound therapy in treating sacroiliac joint tuberculosis with a chronic sinus tract: a case series, in Journal of Orthopaedic Surgery and Research[1], volume 10, DOI:10.1186/s13018-015-0250-4:Of the six positive tuberculosis cultures, 33.3% (2/6) were resistant to isoniazid, 33.3% (2/6) to rifampicin, 16.7% (1/6) to streptomycin, 16.7% (1/6) to pasiniazid, and 16.7% (1/6) were resistant to rifapentine."
pasireotide,An orphan drug used to treat Cushing's disease.
pateamine,An azabicyclic compound that inhibits the initiation of eukaryotic translation
paxamate,A nonsteroidal anti-inflammatory drug.
pazinaclone,A sedative and anxiolytic cyclopyrrolone drug.
pazopanib,An anticancer drug.
pearlash,A white amorphous or granular substance which consists principally of potassium carbonate and has a strong alkaline reaction
pegdinetanib,An investigational anticancer drug.
pegsunercept,A drug for the treatment of rheumatoid arthritis.
pelubiprofen,A nonsteroidal anti-inflammatory drug.
pembrolizumab,"A drug that targets the programmed cell death 1 (PD-1) receptor, intended for use in treating metastatic melanoma."
pemetrexed,A particular drug used in chemotherapy.
pemirolast,An antiallergic drug.
pempidine,"A ganglion-blocking drug, used orally to treat hypertension."
penciclovir,A guanine analogue antiviral drug used (mostly topically) for the treatment of herpesvirus infections.
pendecamaine,A surface active drug.
penflutizide,A thiazide diuretic drug.
penirolol,A particular beta-adrenergic blocking drug.
pentalamide,An antifungal drug.
pentazole,The five-membered homocyclic compound containing five nitrogen atoms and two double bonds
penthienate,A particular antimuscarinic drug.
penthrichloral,A sedative and hypnotic drug.
pentostatin,"A particular drug, isolated from Streptomyces antibioticus, used in chemotherapy."
pentylenetetrazol,A drug formerly used as a circulatory and respiratory stimulant.
peptogen,Any substance convertible into peptone.
perafensine,An anxiolytic drug.
perampanel,An antiepileptic drug.
perathiepin,A neuroleptic drug of the tricyclic family.
perchromic acid,"A certain highly oxidized compound of chromium, with a deep blue colour, and produced by the action of hydrogen peroxide."
perfluorochemical,Any perfluorinated compound.
periciazine,An antipsychotic drug.
pericyazine,A phenothiazine antipsychotic drug.
perifosine,An experimental alkylphospholipid anticancer drug.
perimetazine,An antipsychotic drug.
perlapine,A sedative and hypnotic drug.
perospirone,An antipsychotic piperazine drug.
perphenazine,A potent anti-psychotic drug.
perspirant,Any substance that induces perspiration.
persulphocyanic acid,"A yellow crystalline substance, analogous to sulphocyanic acid, but containing more sulphur."
pethanol,The opioid analgesic drug pethidine.
pethidine,A fast-acting opioid analgesic drug used in the treatment of severe pain
petrichloral,A sedative and hypnotic drug related to chloral hydrate.
peucedanin,"A tasteless white crystalline substance extracted from the roots of the sulphurwort (Peucedanum), masterwort (Imperatoria), and related plants."
pharmacoenhancer,"Any substance that enhances the efficacy of a drug 2016 February 13, Effect of Ethanol on the Metabolic Characteristics of HIV-1 Integrase Inhibitor Elvitegravir and Elvitegravir/Cobicistat with CYP3A: An Analysis Using a Newly Developed LC-MS/MS Method, in PLOS ONE[1], DOI:10.1371/journal.pone.0149225:However, as EVG is co-administered with other antiretroviral drugs and pharmacoenhancer such as COBI or RTV, it is expected that these combination therapies may alter the inhibitory effects of EVG on the CYP3A4 enzyme [1 ] at least during the acute phase of drug exposure."
pharmacon,A medicine or drug.
pharmacopsychosis,drug addiction
phenacetin,"A specific antipyretic drug, also called acetophenetidin, with the formula C10H13NO2 used from 1887 to the 1980s when it was withdrawn due to saftey concerns."
phenaglycodol,A drug used as a tranquilizer.
phenanthroline,A tricyclic heterocyclic compound having two pyridine rings fused with a benzene ring; any of its derivatives
phenarsenamine,The drug arsphenamine.
phendimetrazine,"A particular drug used for weight loss, metabolized by the body into phenmetrazine."
phenetamine,A spasmolytic drug.
phenformin,An antidiabetic drug of the biguanide class.
phenindamine,"A particular antihistamine drug, closely related to cyproheptadine."
pheniprazine,A hydrazine drug formerly used as an antidepressant.
phenmetrazine,A sympathomimetic drug that acts as a stimulant in the central nervous system.
phenobarbital,A particular barbiturate drug used as a sedative.
phenobarbitone,A barbiturate drug used as a sedative.
phenol,"A caustic, poisonous, white crystalline compound, C6H5OH, derived from benzene and used in resins, plastics, and pharmaceuticals and in dilute form as a disinfectant and antiseptic; once called carbolic acid."
phenol phthalein,A white or yellowish-white crystalline substance made from phthalic acid and phenol
phenose,"A sweet amorphous deliquescent substance obtained indirectly from benzene, and isometric with dextrose."
phenprocoumon,"A long-acting oral anticoagulant drug, derived from coumarin, used for the prophylaxis and treatment of thromboembolic disorders."
phenpromethamine,A phenethylamine stimulant drug.
phentolamine,"A drug, injected into the penis, to treat erectile dysfunction."
phenylbutazone,An anti-inflammatory and analgesic drug used to treat arthritis and gout.
phenylcyclohexylpiperidine,The drug phencyclidine.
phenylcyclopentamine,The drug cypenamine.
phenylpropanolamine,"An adrenergic drug used to relieve allergic reactions, to treat respiratory infections and to suppress the appetite"
phenyltoloxamine,A particular antihistamine drug with sedative and analgesic effects.
phenytoin,"An anticonvulsant drug, 5,5-diphenylimidazolidine-2,4-dione, used in the treatment of epilepsy"
phillygenin,A pearly crystalline substance obtained by the decomposition of phillyrin.
philosopher's stone,"A supposed substance able to turn base metals, such as lead or mercury, into gold or silver, also sometimes claimed to cure any illness (as panacea) or confer immortality (as elixir of life), among other functions;(countable) a piece composed of said substance"
phlorone,"A yellow crystalline substance resembling the quinones and obtained from beechwood tar and coal tar, or by the oxidation of xylidine."
phorate,"An organophosphorus compound with chemical formula C8H4O3, used as a pesticide."
phosphinate,Any organophosphorus compound of general formula R2(R'O)P=O
phosphinite,Any organophosphorus compound of general formula P(OR)R2
phosphodonor,"Any substance that donates a phosphoryl group 2015 December 29, Chemotactic Signaling by Single-Chain Chemoreceptors, in PLOS ONE[1], DOI:10.1371/journal.pone.0145267:Their K 1/2 values scaled inversely with the aggregate lengths of their connecting segment between Tsr1 and Tsr2: the longest linker (546~551/L-6) produced the most sensitive response (K 1/2 = 55 M); the shortest (517~551/L-4) failed to respond to serine, but evinced high kinase activity upon potassium cyanide challenge, which depletes cellular ATP, the phosphodonor for the CheA autophosphorylation reaction (see Methods )."
phosphomethylpyrimidine,"The biochemically-active compound (4-amino-2-methylpyrimidin-5-yl)methyl phosphate 2015 July 14, Genome-Wide Identification of Differentially Expressed Genes Associated with the High Yielding of Oleoresin in Secondary Xylem of Masson Pine ( Pinus massoniana Lamb) by Transcriptomic Analysis, in PLOS ONE[1], DOI:10.1371/journal.pone.0132624:The candidate genes encoding GGPS, (-)-alpha/beta-pinene, tricyclene synthase, ABC transporters, non-specific lipid-transfer protein-like protein, phosphomethylpyrimidine synthase, ERFs and pathogen responses may play important roles in regulating the yield of oleoresin."
phosphomolybdic acid,A yellow-green compound used as a reagent in thin-layer chromatography.
phosphonite,Any organophosphorus compound of general formula (RO)2(R')P
phosphorescent,A phosphorescent substance.
photocarcinogen,Any substance that becomes a carcinogen on exposure to light
photodepolarizer,Any substance that initiates photodepolarization
photoinitiator,Any substance that initiates a chemical reaction by the absorption of a photon to form an excited state.
photolyte,Any substance that is decomposed by photolysis
photoprotector,A photoprotective substance
phthalin,"A colourless crystalline substance obtained by reduction from phthalein, into which it is easily converted by oxidation."
phthalylsulfamethizole,A sulfonamide antiinfective drug.
phytochemical,Any chemical substance characteristic of plants.
phytodrug,Any drug of plant origin
phytoncide,"Any volatile antimicrobial compound given off by a plant, especially one that prevents it from being eaten."
phytonutrient,"Any substance, of plant origin, that provides nutrition; a phytochemical"
phytophenol,"Any phenolic substance of plant origin, but especially any such polyphenol"
phytotoxicant,Any substance that is toxic to plants
phytotoxin,Any toxic substance produced by a plant
