term,definition
sucker,A person irresistibly attracted by something specified
sufficer,A person who aims to be self-sufficient rather than to accumulate further wealth.
suffrager,A person who campaigns for the right to vote.
suffragist,A person who promotes suffrage.
sugar baker,A person who refines sugar.
suicidal,"someone suicidal, someone likely to kill themselves"
suicide,A person who has intentionally killed him/herself
suicide attacker,A person who carries out a suicide attack
suicide victim,A person who has committed suicide.
suicidologist,A person engaged in suicidology.
summer boarder,A person who spends the summer in a country boarding house.
sumpsimus,A person obstinate or zealous about such correctness; a pedant.
sun bunny,An attractive person who is an avid sunbather; sun worshipper
sun worshipper,A person who enjoys exposure to sunlight; an avid sunbather
sunbather,A person who basks in the sun to get a tan
sunbird,"A person, usually one who is retired, who travels from a warm climate to a colder one in the summer."
sunseeker,A person who enjoys exposure to sunlight; an avid sunbather.
super recogniser,A person whose face recognition ability is significantly better-than-average.
superager,Someone with an advanced biological age who still retains the cognitive function of a young person
superannuant,A person receiving a superannuation pension
superbrain,An exceptionally intelligent person; a genius
supercentenarian,Someone aged 110 years or more
superconservative,An extremely conservative person; a radical rightwinger
supercontacter,A gregarious person who has many contacts
superegoist,A highly egotistical and selfish person.
superficialist,A superficial or shallow person; a sciolist.
superfly,"An ostentatious, self-confident person, especially a black drug dealer."
superheavyweight,"Someone or something that is extremely heavy or hefty 2008 February 13, Richard Sandomir, Beagle, a Breed Long Unsung, Wins Best in Show, in New York Times[1]:All around him was a human traffic jam, but this superheavyweight, so massive (get a load of that head!) and so easy to adore, was surrounded by a bunch of smitten fans reaching out to pet him, to touch his enormous paws and to receive his sloppy licks."
superintendent,"A person who is authorized to supervise, direct or administer something."
superior,A person of higher rank or quality.
superior,The senior person in a monastic community.
superjock,An athletic macho man
superman,A person of extraordinary or seemingly superhuman powers
superminority,A person who is a member of multiple minority groups
supernaturalist,A person who believes in the supernatural.
supernumerary,"A person who works in a group, association, or public office without forming part of the regular staff (the numerary)"
superperson,A person with remarkable talents or abilities; a superman or superwoman.
superracist,A highly racist person
supertaster,"A person who experiences the sense of taste with far greater intensity than average, due to abnormally dense and abundant tastebuds"
supervisor,"A person with the official task of overseeing the work of a person or group, or of other operations and activities."
supervisor,A person who monitors someone to make sure they comply with rules or other requirements set for them.
superwoman,A woman with superhuman powers.
supplanter,Someone or something that supplants
supplementer,A person who takes nutritional supplements.
supply,"Somebody, such as a teacher or clergyman, who temporarily fills the place of another; a substitute."
supporter,A person who gives support to someone or something
suppressive person,"A person who is seen in Scientology as having an ""antisocial"" personality, due to leaving the Church or other causes."
suppressor,"A person who suppresses others, a tyrant."
supremacist,A person who advocates the supremacy of one particular group over all others.
supremist,A person who is supreme.
surfacer,A person who planes or dresses a surface.
surfboarder,A person who surfboards; a surfer.
surfer,A person who rides a surfboard.
surfer,A person who surfs the Internet.
surfman,A person skilled in handling boats in surf.
surfrider,A person who takes part in surfriding.
surgiholic,A person motivated to undergo repeated cosmetic surgery
surrenderee,The person to whom a surrender is made
surrogate,"A person or animal that acts as a substitute for the social or pastoral role of another, such as a surrogate mother."
surrogate father,"A man who takes care of a child when one or more of the parents are unavailable (see also surrogate parent, foster parents)."
surrogate father,A man who acts as a father figure to a child usually when a father is not in the picture.
surrogate mother,"A woman who gives birth to a child not her own, with the intent to give that child up to at least one of the biological parents once it is born."
surrogate parent,A person who takes care of a child when the normal parents are unavailable.
surtout,A man's overcoat; a close-bodied frock coat
surveyee,A person who is subject to a survey
surveyor,A person occupied with surveying -- the process of determining positions on the earth's surface.
surveyor,"A person charged with inspecting something for the purpose of determining its condition, value, etc"
survivalist,"A person who believes in being prepared to survive and is actively preparing for possible future emergencies and disruptions in local, regional, national, or international social or political order."
survivor,A person who is able to endure hardship
susceptible,"A person who is vulnerable to being infected by a certain disease 1983, Topley Wilson, editors, General Microbiology Immunity[2], ISBN, page 417:In either instance a decrease in the number of susceptibles, by making the spread of virus less easy, tends towards a stage at which the infection dies out."
suspect,"A person who is suspected of something, in particular of committing a crime"
suspendee,A person who or thing that is suspended.
suspender,Something or someone who suspends.
sustainable tourist,A person who travels to make a low impact on the local culture of another country
sustainer,A person or thing that sustains
sustainer,"A person who makes regular donations, especially to a public radio or television station."
sutler,"A person who follows an army, selling provisions."
swagbelly,"Hence, a person with such a belly"
swagman,"An itinerant person who walks from farm to farm carrying a swag and seeking work, often in exchange for food and lodging"
swamper,A person who lives in a swampy area
swamper,A person who clears a road for lumberers in a forest or swamp
swamper,Someone or something that swamps or overwhelms
swan upper,A person who engages in swan upping.
swanherd,A person who tends or herds swans; a keeper of swans.
swank,A fashionably elegant person
swarthy,A swarthy person
sweater girl,A young woman wearing a tight sweater that emphasizes the bustline: a popular Hollywood fashion of the 1940s and 1950s.
sweep,the person who steers a dragon boat
sweep,"a person who stands at the stern of a surf boat, steering with a steering oar and commanding the crew"
sweeper,A person who sweeps the ice ahead of the rock in play.
sweet-talker,A person who sweet-talks
sweet tooth,Someone with a liking for sweet foods.
sweet young thing,An attractive young woman
sweet young thing,A sweet young woman
sweetheart,A person who is always very kind
sweetheart,"A person very much liked or loved by someone, especially when both partners are young"
sweetie,A person who is much loved.
swiftie,Someone or something that moves swiftly
swiller,A person who swills something
swindler,"A person who swindles, cheats or defrauds."
swine,"A contemptible person (see asshole, sod)(plural swines)."
swineherd,"A person who herds and tends swine, a keeper of swine (pigs)."
swing voter,"A person who does not always vote for the same political party, but usually decides on the basis of specific policies."
swinger,A person who practices swinging (sex with different partners).
switch-hitter,A person who can bat either as a right-hander or a left-hander
switchman,A person who operates railway switches which route trains onto rail tracks.
switchman,A person whose job is to help in the switching of railcars in a railway yard.
swordmaker,A person who makes swords
swordsman,A person skilled at using swords in sport or combat; a fencer
swordsman,A person who fights with a sword
swordster,A person skilled at using swords in sport or combat
swordswoman,A woman skilled at using swords in combat
swordswomanship,A woman's skill with a sword.
sworn virgin,"A person, born a woman, who adopts a traditional masculine third-gender or transmasculine role in the Balkans, wearing masculine clothing and performing masculine tasks, and traditionally swearing a vow of chastity"
sybarite,A person devoted to pleasure and luxury
sylph,"A slender woman or girl, usually graceful and sometimes with the implication of sublime station over everyday people"
sympathizer,"A person who sympathizes (with a political cause, a side in a conflict, etc.); a supporter"
synaesthete,A person who experiences synaesthesia.
synchronised swimmer,A person who participates in synchronised swimming
synonymist,A person who studies synonyms.
synonymizer,A person who uses synonyms.
system-monger,A person who is unduly fond of constructing systems.
system operator,A person who oversees the day-to-day operation of a computer system
systematician,A person who works or studies according to a system.
systematicist,A person who studies systematicity.
systematizer,A person who systematizes
systems analyst,"A person whose job is to perform systems analysis by being responsible for researching, planning and recommending software and system choices to meet an organization's business requirements."
fabricator,A person who fabricates or manufactures something; a manufacturer
fabricator,A person who makes a fabrication of something; a counterfeiter or falsifier
face-saver,Something which causes or allows someone to save face; something that preserves someone's honour.
face man,A person who is used to present a good public face for an organization
facebooker,A person using the social networking website Facebook.
facilitator,"A person who helps a group to have an effective dialog without taking any side of the argument, especially in order to reach a consensus."
fact-finder,The person or persons (such as jurors or judges) who consider evidence in a legal proceeding and make determinations on assertions of fact.
factum,Somebody's own act and deed
faddist,A person or entity given to following fads
fagboy,"A contemptible young gay man, sometimes partially a term of endearment for a submissive bottom or sex partner"
faggot voter,"A person who qualified to vote in an election with a restricted suffrage only by the exploitation of loopholes in the regulations, typically by holding the title to a subdivision of property."
faineant,An irresponsible or lazy person
faintheart,A person who is irresolute or fearful.
fair,A fair woman; a sweetheart
fair-haired boy,"Someone's favourite, especially a young one; a blue-eyed boy (British), (Australian)"
fairgoer,A person who is attending a fair
faithful,Someone or something that is faithful or reliable
fakaleiti,A man who behaves in an effeminate manner.
fakester,A person who seeks to deceive others
falconer,A person who breeds or trains hawks or other birds of prey for taking birds or game.
falconologist,"A person who follows the study of falconology, the subsection of ornithology dealing with birds of prey, notably falcons."
fallen angel,"A (usually attractive) person, usually a woman, who has become deprived of money or morals."
fallower,"A person or machine that fallows, a reaper or plowman"
false flagger,A person or group that engages in a false flag operation.
falsetto,A person who sings in falsetto.
famacide,A slanderer or person who destroys another's reputation
fame digger,A person (usually female) who cultivates a personal relationship in order to attain fame.
familicide,The person who perpetrates a familicide
family celebrant,"A person who conducts weddings, civil unions, naming ceremonies, and other celebrations of life events, but who is not a government or church official"
family member,A person belonging to a particular family; a close relative or relation.
fan dancer,A person who performs a fan dance.
fanatic,"A person who is zealously enthusiastic for some cause, especially in religion."
fancier,A person who breeds or grows a particular animal or plant for points of excellence.
fancy-pants,"Someone fancy, silly or attractive"
fancy pants,A person wearing fancy clothing; a member of a social elite
fancy pants,A person very concerned with their appearance
fanvidder,A person who creates fanvids
far leftist,Somebody aligned with the far left.
farceur,"A person who writes farces, or who performs in them."
fare dodger,A person who deliberately avoids payment for public transport
farepayer,A person who pays a fare (to travel)
farimba,A governor or great brave man in the Mali empire.
farm,"A fixed yearly sum accepted from a person as a composition for taxes or other moneys which he is empowered to collect; also, a fixed charge imposed on a town, county, etc., in respect of a tax or taxes to be collected within its limits"
farm-mate,Someone with whom one lives or works on a farm.
farm worker,"A person who works on, but does not own, a farm; an agricultural labourer."
farmboy,A boy or young man who works on a farm
farmer,"A person who works the land and/or who keeps livestock, especially on a farm"
farmgirl,A girl or young woman who works on a farm.
farmhand,A person who works on a farm.
farmman,A man who works on a farm
farmwoman,A woman who works on a farm
farmworker,A person hired to work on the farm or in the agricultural industry.
farrier,A person who maintains the health and balance of horses' feet through the trimming of the hoof and fitting of horseshoes.
farter,Someone or something that farts.
fartsovshchik,A person involved in the illegal trade of fartsovka
fascinator,"A fascinating person 2009, January 18, Charles Isherwood, in Hedda Forever: An Antiheroine for the Ages:A more repellent personality would be hard to imagine, and yet Hedda Gabler is one of the eternal fascinators of the world stage."
fashion model,"A person who poses to display clothing, either on stage or in photographs; a model."
fashion plate,A person who dresses in especially stylish fashions.
fashionable,"A fashionable person; a fop 1860, Various, Atlantic Monthly, Vol"
fashionista,"A person who creates or promotes high fashion, i.e"
fashionista,"A person who dresses according to the trends of fashion, or one who closely follows those trends."
fast-talker,A fast talker; someone who habitually talks fast.
fast-talker,"A person whose job responsibilities include talking very fast, for example an auctioneer."
fastener,Something or someone that fastens.
fat,"a fat person 1996, Roger Stone, ""Local Swing Fever"", highlighted by National Enquirer in September 1996 and Daily Mail in January 2019 Prefer military, bodybuilders, jocks"
fatality,A person killed.
fatface,Someone with a fat face.
father,A person who plays the role of a father in some way
fatphobe,A person who worries excessively about the fat content of their food
fatshionista,An overweight person interested in fashion; a plus-size fashionista
fatshit,"a contemptible fat person 1975, Robert Klane, Fire sale, link At times Herma answered to the name of fatshit, pukeface, and lardass"
faultfinder,A person who finds fault
favorite son,A successful person from a particular area
favourite,A person or thing who enjoys special regard or favour
favourite,A person who is preferred or trusted above all others.
faynshmeker,A fussy or picky person; a connoisseur.
fearnaught,A fearless person.
feather-brain,"a feather-brained or stupid person, especially a woman"
featherhead,A foolish person
featherpate,"A foolish, frivolous person; an airhead."
feebling,A feeble person
feeler,Someone or something that feels
feet of clay,"In someone apparently strong and without failings, a hidden weakness which could lead to downfall"
feku,A person who makes false promises
fellationist,A person who performs fellatio
fellatrix,A woman who performs fellatio
feller,A person who fells trees; a lumberjack
fellow,A man without good breeding or worth; an ignoble or mean man
fellow,"A person with common characteristics, being of the same kind, or in the same group"
fellwalker,A person who takes part in fellwalking.
felon,A person who has committed a felony
felon,A person who has been tried and convicted of a felony.
felon,A wicked person.
femboy,A young man who adopts a feminine aesthetic
femdom,A sexually dominant woman
feme,A woman
feme covert,A married woman
feme sole,"A single woman, whether unmarried, spinster, widow or divorcee"
femme,"A woman, a wife; (now chiefly North American) a young woman or girl"
femme fatale,An attractive and seductive but ultimately dangerous woman.
femme incomprise,A misunderstood or unappreciated woman
femmunist,A person with feminist and communist beliefs.
ferreter,A person who hunts with ferrets.
ferryboatman,A man who operates a ferryboat.
ferryman,A man who operates a ferry.
ferrywoman,A woman who operates a ferry.
festgoer,A person attending a fest or festival
festivalgoer,"A person attending a festival 2009, January 17, Michael Cieply, in The Films Are Green, but Is Sundance?[1]:Outside the Filmmakers Lodge, a central gathering spot for Sundance participants, a sign assured festivalgoers [] ."
fetcher,"A person or thing that fetches something William Hairston, Passion and Politics More and more people agreed to help with the mailings, the hand-distribution of flyers, and telephonings"
fettle,"A person's mood or state, often assuming the worst"
fettler,A person who maintains railway lines.
fiancé,A man who is engaged to be married.
fiancé,A person engaged to be married
fiancée,A woman who is engaged to be married.
fichu,"A woman's lightweight triangular scarf worn over the shoulders and tied in front, or tucked into a bodice to cover the exposed part of the neck and chest"
fieldworker,A person who does fieldwork.
fiend,A very evil person
fifteenth,The person or thing in the fifteenth position.
fifth,The person or thing in the fifth position.
fiftieth,The person or thing in the fiftieth position.
fighter,A person who fights; a combatant.
fighter,"A pugnacious, competitive person."
fighter,"A person with a strong determination to resist protracted or severe adversity, especially illness."
figure,A person or thing representing a certain consciousness
figurehead,Someone in a nominal position of leadership who has no actual power; a front or front man
filesharer,A person who engages in filesharing
filibusterer,A person who filibusters.
filicide,A person who kills their own child
film director,"A person who directs and supervises the production of a movie, especially as profession."
filterer,"A person who, or device that, filters"
finagler,A person who finagles; a cheat or swindler
finalist,Somebody or something that appears in the final stage of a competition.
financier,"A person who, as a profession, profits from large financial transactions"
fingerprinter,A person or device that records fingerprints.
finisher,A person who finishes or completes something
finisher,"A person who applies a finish to something, such as furniture."
finisher,The person who applies the gilding and decoration in bookbinding
fire-eater,A quarrelsome or belligerent person.
fire boss,A person in charge of ascertaining the safety of a mine (excavation).
fire dancer,A person who incorporates fire into a dance
firecracker,A person who is exciting and/or unpredictable.
firee,"A person who has been fired 1985, June 18, If You're Fired, There's No Use Calling Us[1], page AA8:We got a helluva response - at least 30 calls from angry 'firees' as far away as Petaluma"
firefighter,A person who puts out fires.
fireman,Someone (implied male) who is skilled in the work of fighting fire
fireman,"A person (originally a man) who keeps the fire going underneath a steam boiler (originally, shoveling coal by hand), particularly on a railroad locomotive"
firer,A person who fires a weapon; a shooter.
firer,A person responsible for firing staff; a person who fires another.
firer,A person who fires pottery.
firetender,A person responsible for tending a fire.
firewatcher,"A person who looks for the onset of fires, normally from a high vantage point"
fireworker,A person in charge of the operation of a gun.
first,The person or thing in the first position
first-foot,The first person to enter the home of a household on New Year's Day.
first-teamer,Someone in the first team.
first-time buyer,"A person purchasing a house for the first time, as opposed to one who already owns a house and is selling it in order to buy another."
first-time buyer,A person who purchases something for the first time.
first-timer,a person engaging in any activity for the first time
first among equals,"A person or position that is formally equivalent to others in a group, but is superior in some attribute."
first and last,A person's combined given name and surname.
first cousin,A person who shares common grandparents but not common parents.
first lady,The leading woman in a specified field of endeavor.
first love,The first person to be the object of one's romantic affection
firster,A person who advocates the primacy of the named entity (who puts it first)
fish out of water,"A person in unfamiliar, and often uncomfortable, surroundings"
fishcatcher,a fisherman; someone who catches fish
fisher,"A person who catches fish, especially for a living or for sport."
fisher,A person attempting to catch fish.
fisherwoman,A woman who fishes
fisherwoman,A woman whose profession is catching fish
fishmonger,A person who sells fish
fishseller,A person who sells fish.
fishwife,"A person, especially a woman, with poor personal hygiene."
fitness model,A good-looking person (usually a man) with a well-developed physique who is paid as a model to demonstrate exercises or related equipment.
fitter,A person who fits or assembles something
five,A person who is five years old
five-hundredth,The person or thing in the five-hundredth position.
fiver,A person who gives five percent of their income or five hours a week of their time to charity (a reduction of ten percent tithing).
fixer,"A person who arranges immunity for defendants by tampering with the justice system via bribery or extortion, especially as a business endeavor for profit"
fixer,"A person who assists foreign journalists in volatile countries, often providing interpretation, personal connections, and transportation services"
flabbergast,An awkward person
flabbergaster,"A person, thing, fact or event that is flabbergasting, or that causes extreme shock"
flag carrier,"A person carrying a standard or flag, usually at sporting events and parades, previously on the battlefield."
flagellant,a person who whips themselves or others either as part of a religious penance or for sexual gratification.
flagellomaniac,A person who has flagellomania.
flagman,"A man who carries a flag, especially one used for signalling."
flagwoman,"A woman who carries a flag, especially one used for signalling."
flat-earther,A person who believes or advocates the theory that the planet Earth is flat.
flat-earther,"A person who believes or advocates an outlandish, discredited theory; a person who refuses to acknowledge the truth despite overwhelming evidence"
flat cap,"A man's cap made from wool, tweed, or other soft material"
flatfoot,A person having the above condition
flatlander,"A person who lives at low altitude (used by those living at higher altitudes) In and to the west of the Rocky Mountains, it refers to anyone from the East"
flatmate,A person with whom one shares a flat
flatmate,"A person with whom one shares a rental property, not necessarily a flat"
flatsharer,A person who shares a flat (apartment)
flatulator,A person who flatulates.
flavor of the week,A fad; someone or something that is held in esteem or receives attention for a short amount of time.
flea bag,A poor and disreputable person
fleabrain,A stupid or foolish person
fleecer,A person who fleeces; a swindler
flesher,A person who removes the flesh from the skin during the making of leather.
flibbertigibbet,"An offbeat, skittish person; especially said of a young woman."
flibbertigibbet,"A flighty person; someone regarded as silly, irresponsible, or scatterbrained, especially someone who chatters or gossips"
flight risk,A person who is considered likely to abscond
flip-flopper,"A person, especially a politician, who changes his or her opinion."
floater,"A person, such as a delegate to a convention or a member of a legislature, who represents an irregular constituency, such as one formed by a union of the voters of two counties neither of which has a number sufficient to be allowed a (or an extra) representative of its own."
floating voter,"a person who does not always vote for the same political party, but usually decides on the basis of policies."
floormate,A person with whom one shares a floor in a building.
floorperson,"The person who works the floor (deals with customers), a floor manager."
floriculturist,A person who farms flowers.
florist,A person who sells flowers.
florist,A person who cultivates flowers.
florist,A person who studies or writes about flowers.
flouter,A person who flouts.
fluff girl,A woman who arouses male pornographic actors before filming
fluffer,Someone or something that fluffs (in various senses)
fluffhead,A silly or vacuous person; an airhead.
flump,A fat out-of-shape person
fly-by-night,"A person or business that appears and/or disappears rapidly, appearing untrustworthy, or giving an impression of transience"
flyer,A person who travels by airplane.
flyer,The person who is lifted and/or thrown by another person or persons.
flyfisher,A person who goes fly fishing.
flying officer,"A person holding a rank in the RAF, between that of pilot officer and flight lieutenant, equivalent to an Army lieutenant or Royal Navy sublieutenant"
foilsman,"A person who fights with a foil, or thin sword."
folder,A machine or person that folds things.
foley artist,A person who creates sound effects and adds them to film and TV images
folk-rocker,Someone passionate about folk-rock music.
folk dancer,A person who takes part in folk dancing.
folk devil,"A person or type of person blamed by the public for various ills, as during a moral panic"
folk hero,"A real or mythical person who is widely revered by ordinary people, for championing their interests, values, or aspirations"
folklorist,A person who studies or collects folklore
folksinger,A person who sings folk songs.
follower,A man courting a maidservant.
fondling,A pet or person who is fondled; someone who is much loved.
fons honorum,"A person who, by virtue of sovereignty, holds the exclusive right to create and confer legitimate titles of nobility and orders of chivalry"
food artist,A person employed to arrange food in an attractive presentation to be photographed for use on packaging etc
food stylist,A person who arranges food to make it appear attractive for advertisements.
foodist,A person who is very interested in food; a foodie
foodist,A person who discriminates against other people because of the food they eat.
foodseller,A person who owns food and sells it at retail.
fool,A person with poor judgment or little intelligence
fool-saint,"A person who lives an admirably holy but eccentric life, at odds with conventional lifestyles."
fooler,Someone or something who fools.
footman,"A man in waiting; a male servant whose duties are to attend the door, the carriage, the table, etc"
footpage,A young man who is employed to run errands; errand boy
fop,A vain man; a dandy
foragemaster,Somebody responsible for providing and transporting forage for animals.
forager,An animal or person who forages
force of nature,A thing or person that exhibits qualities which appear to be beyond outside control.
forced heir,"A person who, under the laws of a particular jurisdiction, can not be disinherited, even by a will."
forecaster,A person who forecasts
foreclosee,A person whose house is being foreclosed on
foreign,"A foreign person, particularly: (now informal) A foreigner: a person from another country"
foreigner,A person from a foreign country.
forelook,Someone or something previewed.
foreseer,A person who foresees
forestaller,"A person who forestalls, especially one who buys goods before they can be sold on the open market in anticipation of rising prices"
forester,A person who practices forestry.
forgeman,A person who works at a forge
forger,"A person who falsifies documents with intent to defraud, e.g"
forger,A person who forges metals.
forgiver,A person who forgives.
forgoer,A person who forgoes
forgotten,A person or thing that has been forgotten
forklifter,A person employed to operate a forklift.
formalist,"An overly formal person, especially one who adheres to current forms; a stickler"
formator,A person who trains novices or seminarians
former,"Someone in, or of, a certain form (class)"
formulator,A person who formulates
fornicator,"An unmarried person who engages in sexual intercourse, especially when considered to be of an illicit or illegal nature"
fortieth,The person or thing in the fortieth position.
fortune hunter,"A person who eagerly seeks wealth without working to earn it, especially in an adventurous way or in an unsavory or unscrupulous way such as through marriage"
fortuneteller,A person who professes to predict the future in return for money
fortysomething,"A person whose age is between forty and forty-nine years, inclusive; someone in his or her forties."
fostering,raising someone to be an accepted member of the community.
foulmouth,A foul-mouthed person; one who uses obscene language.
founder,Someone for whose parents one has no data.
founding father,A man who founded something.
foundryman,A man who works in a foundry
foundrywoman,A woman who works in a foundry.
fountaineer,Someone interested in fountains.
four,A person who is four years old
four-eyes,A person who wears spectacles.
fourteenth,The person or thing in the fourteenth position.
fourth,The person or thing in the fourth position.
fourth person,"grammatical person in some languages distinct from first, second, and third persons, semantically translated by one of them in English"
fox,A cunning person.
fracker,A person or organization employed in fracking.
framee,"A person who is framed or set up, so that they appear to have committed a crime that they did not."
framee,A person whose web pages are misleadingly embedded in another person's site by means of HTML frames.
framer,A person who makes frames for paintings.
framer,A person who assembles the frame of a ship.
framer,A person who assembles the timbers of a wood-framed building.
framer,A person who writes a new law.
framer,"A person who frames another, attempting to have them convicted of a crime they did not commit."
framer,"A person who embeds another person's web pages in an HTML frame, so that they misleadingly appear to be part of the framing site."
franker,Somebody or something which franks.
fraternizer,A person who fraternizes.
fratress,A woman in charge of the furniture in a convent
fratricide,A person who commits this crime
frau,"A woman, especially a German woman"
fraud,A person who performs any such trick.
fraudmeister,A person who commits fraud for profit
fraudster,"a person who practices fraud; a swindler 2016 Eric Andrew-Gee Why and how Ontarians change their names in the 21stcentury The Globe and Mail With a few exceptions, all those changes were published in the Ontario Gazette, a little-read compendium of government business that comes out every week"
fraulein,A young German woman
freak,Someone or something that is markedly unusual or unpredictable
freak,A person whose physique has grown far beyond the normal limits of muscular development; often a bodybuilder weighing more than 120 kilos (260 pounds).
freak,"An enthusiast, or person who has an obsession with, or extreme knowledge of, something"
freckleface,A person with many freckles.
free-willer,A person who believes that human beings have free will
free-willer,A person who exercises free will
free-willer,A person belonging to a sect that rejected the doctrine of predestination
free agent,"A person who acts freely, or without constraint to a higher power."
free bench,A married woman's entitlement to the use of her husband's lands or property after he dies; or the land and property itself considered as such an entitlement
free lover,someone connected to the free love movement.
free runner,A person who participates in free running.
free trader,A person in favour of free trade.
free will,"A person's natural inclination; unforced choice 1603, Michel de Montaigne, chapter 12, in John Florio, transl., The Essayes,[], book II, printed at London: By Val[entine] Simmes for Edward Blount[], OCLC 946730821:I say therefore, there is no likelyhood, we should imagine, the beasts doe the very same things by a naturall inclination and forced genuitie, which we doe of our owne freewil and industrie"
freeballer,A man who freeballs
freebander,A person who engages in freebanding.
freebirther,A woman who chooses to give birth without medical assistance or the attendance of a midwife.
freedman,A man who has been released from a condition of slavery
freedom fighter,"A person involved in armed conflict against an occupation, or oppressive government, etc.; a revolutionary, an insurgent, a rebel or insurrectionist."
freedperson,A person who has been released from a condition of slavery
freedwoman,A woman who has been released from a condition of slavery
freegan,"A person who salvages and consumes food that has been thrown away, especially one who wishes to protect the environment and challenge consumerism via waste reduction."
freeholder,A person who holds tenure by freehold
freeman,"A free person, particularly: (usually historical) A person who is not a serf or slave"
freeskier,"A person who engages in freeskiing 2009, January 25, The Associated Press, in Snowboard Gold for Holland at X Games[1]:Whites title broke a tie with freeskier Tanner Hall."
freeter,"In Japan, somebody who lacks full-time employment (excluding housewives and students), especially through lack of interest in a career."
freethinker,"A person who has formed their opinions using reason and rational enquiry; somebody who has rejected dogma, especially with regard to religion."
freewheeler,Someone acting freely or even irresponsibly.[2]
freewheeler,A person who is primarily concerned with having a good time.[1]
freewoman,A woman who is not a serf or slave
freezing worker,A person who works at a freezing works.
fremman,A person not related; a non-relative or non-relation; a stranger.
frequent flier,A person who flies frequently on commercial airliners
frequenter,A person who frequents; a regular visitor
freshling,An inexperienced person; a neophyte
freshman,"A person of either sex entering the first year of an institution, especially a high school (ninth grade), a university, or legislative body"
friend,"A person other than a family member, spouse or lover whose company one enjoys and towards whom one feels affection"
friend,"A person with whom one is vaguely or indirectly acquainted 2013 June 21, Oliver Burkeman, The tao of tech, in The Guardian Weekly, volume 189, number 2, page 27:The dirty secret of the internet is that all this distraction and interruption is immensely profitable"
friend,A person who backs or supports something
friendly,A person or entity on the same side in a conflict
frightened rabbit,A very timid person.
friller,A person or machine that creates frills.
fringe dweller,An Aboriginal person living on the outskirts of a town or other settlement
fringer,A person who makes fringes for garments
fringer,A person on the fringe of anything; e.g
fritlag,A worthless person.
frivol,An unserious person; a shallow person.
front,"A person or institution acting as the public face of some other, covert group"
front man,"A person acting as the public face of some other, covert group."
fronter,A person who or thing that fronts
frontiersman,"A person who lives on the borders of a country, or in a wild and undeveloped area on the fringes of civilization"
frontman,"A person acting as the public face of an organization; often when lacking actual authority, or representing a covert group."
frow,"A woman; a wife, especially a Dutch or German one"
fructifier,Someone or something that fructifies.
frugalist,A person who acts frugally
fugitive,"A person who flees or escapes and travels secretly from place to place, and sometimes using disguises and aliases to conceal his/her identity, as to avoid law authorities in order to avoid an arrest or prosecution; or to avoid some other unwanted situation"
fugitive from justice,A person who is convicted or accused of a crime and who flees from law enforcement and runs across state lines to evade arrest.
fugler,A woman who leads a tribal war dance.
full-mouth,A person having a mouth full of words; a chatterer.
full-sibling,A person who shares the same set of biological parents
fulla,"Man, especially one of indigenous decent; fellow"
fuller,A person who fulls cloth
fun-lover,"A fun-loving person 2015, Christopher Biggins, Biggins - My Story Jeremy, meanwhile, was the fun-lover, like me, who didn't always take it too seriously."
functionary,A person employed as an official in a bureaucracy (usually corporate or governmental) who holds limited authority and primarily serves to carry out a simple function for which discretion is not required.
funeral celebrant,"A person who conducts funerals, memorial services, and similar ceremonies, but who is not a funeral director or a member of the clergy"
fungiphile,"A person who likes to collect, cook or eat wild mushrooms"
funkster,Someone funky.
funmaker,A person who does or says funny things; a person who makes people laugh.
furler,"A person or device that furls a flag, a sail, etc."
furrier,"A person who sells, makes, repairs, alters, cleans, or otherwise deals in clothing made of fur."
furrier,A person who secures accommodation for an army
fursuiter,A person who wears a fursuit
fursuiter,"A person with an interest in the design, construction, or use of fursuits."
fury,An angry or malignant person.
fustigator,A person who fustigates
futilitarian,a person believing that all human activity is futile
futilitarian,a person devoted to profitless pursuits
futurologist,A person who practices futurology.
Wake Islander,someone from Wake Island.
Walian,A person from Wales; a native or inhabitant of Wales; a Welsh person.
Wall Streeter,A person who is involved in Wall Street
Wallachian,A person from Wallachia or of Wallachian descent.
Wallis and Futuna Islander,Someone from Wallis and Futuna
Walmartian,"A person with strange habits or mannerisms, typically low income and sometimes obese, shopping at Wal-Mart."
Walter Mitty,A sad or pathetic person given to flights of fancy; a daydreamer.
Wanderer,someone connected with any number of soccer clubs known as the Wanderers.
Warholite,"A person who associated with Andy Warhol (19281987), American artist."
Warmian,Someone from Warmia
Warsovian,Someone living in or originating from Warsaw.
Wattpadder,"A person using a Wattpad website to write and publish articles, poems, fiction or nonfiction stories"
Wealdsman,a man from the Weald.
Wearsider,"Someone from Wearside, from around Sunderland"
Wednesdayite,"Someone connected with Sheffield Wednesday Football Club, as a fan, player, coach etc"
Welsher,A person of Welsh descent; a Welshman.
Welshman,A man who is a native or inhabitant of Wales
Welshwoman,A woman who is a native or inhabitant of Wales
West African,A West African person; one who comes from or lives in West Africa.
West Briton,"An Irish person whose cultural identity is very British, or who wants to be part of British society"
West Indian,a person from the West Indies
Westchesterite,"A person from Westchester County, New York, United States"
Western European,A Western European person; one who comes from or lives in Western Europe.
Westman,A person from the west.
Westman,"A person from Ireland, particularly in the context of the vikings."
Westphalian,Someone from Westphalia
Wiganer,A person from Wigan in northern England.
