term,definition
sash weight,an object used as counterweight for a sash on a sash window panel
saucer,An object round and gently curved (shaped like a saucer)
sauterelle,An instrument used by masons and others to trace and form angles.
saw set,A device used to adjust the set of a saw's teeth (the amount each tooth protrudes to the side of the saw to create the kerf).
scanning tunneling microscope,A device used to form an image of the surface of a conductor or semiconductor with atomic resolution.
scanscope,A device that converts glass slides into digital files
scantron,A device used to scan prepared forms used for multiple-choice and true-or-false testing
schlockumentary,"A documentary programme or film regarded as schlock, typically due to its content being deemed sensationalistic, propagandistic, or factually inaccurate"
scintillometer,A device that measures fluctuations in the Earths atmosphere.
scintilloscope,A device that illustrates the presence of radiation by showing sparks on a fluorescent screen.
sclerometer,A device used to measure the hardness of a material by applying pressure to a moving diamond stylus.
scoff,"An object of scorn, mockery, or derision"
scoliometer,An instrument that is used to measure body asymmetry in cases of scoliosis
scope,"A device used in aiming a projectile, through which the person aiming looks at the intended target"
scorn,"An object of disdain, contempt, or derision"
scotoscope,An instrument that discloses objects in the dark or in a faint light
scrambler,"A device that makes messages intentionally, but reversibly, unintelligible for reasons of privacy or security"
screw,A device that has a helical function
scribing compass,An instrument used in saddlery and cooper-work.
scrimping bar,A device used in connection with a calico printing machine for stretching the fabric breadthwise to make it smooth for printing
scrubber,A device that removes impurities from gases.
scummer,An instrument for taking off scum
scythe,"An instrument for mowing grass, grain, etc"
sea pass,A document formerly carried by neutral merchant vessels in wartime to show their nationality.
searcher,"An instrument for examining the bore of a cannon, to detect cavities."
searcher,"An instrument for feeling after calculi in the bladder, etc."
secohmmeter,An instrument for measuring the coefficient of electrical self-induction.
seeder,A device used to plant seeds; a seed drill
seismograph,"An instrument that automatically detects and records the intensity, direction and duration of earthquakes and similar events."
seismometer,A device used by seismologists to detect and measure seismic waves and therefore locate earthquakes etc; a seismograph
seismoscope,An instrument that indicates the occurrence of an earthquake.
semicircle,An instrument for measuring angles.
semifractal,Such an object
sensactor,A device that acts as a sensor or/and as an actuator.
sensitometer,An instrument used to measure the sensitivity of photographic film to light.
separation,An object that separates two spaces
separator,An object located between two or more things and hence separating them
sepometer,"An instrument for determining the concentration of biological particulates in the atmosphere, by means of a redox reaction involving potassium permanganate."
serimeter,"A device used for testing the strength of thread or yarn, especially of silk"
service design package,"A document, used in the design of an IT project, that specifies the requirements from the viewpoint of the client and defines how these are actually fulfilled from a technical and organizational point of view"
set-top box,"A device that connects some source of signal to a television set, often decrypting a digitally encrypted signal from a communications satellite or cable network."
set top box,A device that converts an incoming signal into a format displayable by a television.
seven-footer,An object that is seven feet in length or height.
shadoof,"A device used to gather water, consisting of a pivoted stick with a bucket on the end of it."
shillingsworth,An object or quantity that can be purchased for a shilling
shucker,"A device that shucks produce, such as a corn shucker"
sideroscope,An instrument for detecting small quantities of iron in any substance by means of a delicate assembly of magnetic needles.
sight,"A device used in aiming a projectile, through which the person aiming looks at the intended target."
sigmoidoscope,An instrument used for examining the sigmoid colon.
signaler,A device that sends a signal.
signet,"an object (especially a ring) formerly used to impress a picture into the sealing wax of a document as a proof of its origin c.1600, William Shakespeare, Hamlet I had my father's signet in my purse, / Which was the model of that Danish seal 1844, Robert Browning, ""The Labratory"" To carry pure death in an earring, a casket, A signet, a fan-mount, a filigree basket!"
simple machine,A device that only requires the application of a single force to work.
sink,An object or callback that captures events; event sink
siphon recorder,An instrument used to record the receipt of a telegraph message as an ink line on a roll of paper tape to be read back later by a trained operator.
siren,An instrument for demonstrating the laws of beats and combination tones.
six-footer,An object that is six feet in length or height.
ski lift,A device that transports skiers up a mountain.
skimmer,A device that skims
slave,A device that is controlled by another device.
sleeker,An instrument for sleeking or making smooth
slew,A device used for slaying.
slide projector,A device that projects an enlarged image of a photographic slide onto a screen
slide scanner,A device used to produce a digital copy of a slide
slidometer,An instrument for indicating and recording shocks to railway cars caused by sudden stopping.
sling,"An instrument for throwing stones or other missiles, consisting of a short strap with two strings fastened to its ends, or with a string fastened to one end and a light stick to the other"
slitmask,A device that is attached to an optical device in order to remove all light except for that from a particular direction.
smart plug,A device that plugs into a standard wall socket and allows further devices to be plugged into it
smoke detector,A device that sounds an alarm when it detects smoke.
smoke machine,"A device that emits a dense vapour that appears similar to fog or smoke, used in theatre, film and other applications"
smoker,A device that releases smoke intended to distract bees; a bee smoker.
snowblower,A device that picks up snow off the ground and blows it to one side in order to clear a path or road.
snubber,"A device used to suppress (""snub"") voltage transients in electrical systems, pressure transients in fluid systems, or excess force or rapid movement in mechanical systems."
something,An object whose nature is yet to be defined
something,"An object whose name is forgotten by, unknown or unimportant to the user, e.g., from words of a song"
sonar,A device that uses hydrophones (in the same manner as radar) to locate objects underwater.
song,An object of derision; a laughing stock
songsheet,"A document containing the lyrics of a song, to be consulted by the singer."
sonograph,An instrument that produces sonograms
sonometer,"An instrument for measuring sounds or their intervals by means of a sounding board with strings stretched above it, movable bridges, and weights for varying the tension."
sonotrode,A device that applies ultrasonic vibration to the flame of a welding tool
sorptometer,A device used to measure sorption
sounder,"An instrument used in telegraphy in place of a register, the communications being read by sound."
spacer,"An object inserted to hold a space open in a row of items, e.g"
spacer,"An instrument for reversing a telegraphic current, especially in a marine cable, to increase the speed of transmission."
spanker,"An instrument used to give someone a spanking or spank, such as a paddle."
spawner,An object in a simulated game world that spawns further objects
specimen signature,"A document (often authenticated by a notary public or a lawyer) with a sample signature handwritten by a person, kept by a bank or another organization, which lets them verify that one's other signatures were also written by the same person."
spectrodichrograph,A device that measures circular dichroism at a range of frequencies
spectrogoniometer,A device that measures angles of refraction at a range of wavelengths
spectroheliograph,an instrument that produced monochromatic photographs of the sun using light at a selected wavelength
spectrohelioscope,An instrument used for observing solar radiation.
spectromagnetograph,An instrument that measures the vectors and velocities of the magnetic fields on the surface of the sun.
spectrophone,An instrument that is used to investigate the vibration of polyatomic gases by measuring pressure vibrations in the gas upon radiation with infrared light
spectrophotometer,An instrument used to measure the intensity of electromagnetic radiation at different wavelengths.
spectroradiometer,"A device that measures the spectral power distributions of illuminants, used to evaluate and categorize lighting or to calibrate display technology."
speed limiter,A device that limits vehicle speed.
speedometer,"A device that measures, and indicates the current speed of a vehicle."
spherograph,"An instrument for facilitating the practical use of spherics in navigation and astronomy, constructed of two cardboards containing various circles, turning upon each other in such a manner that any possible spherical triangle may be readily found, and the measures of the parts read off."
spherometer,"A device used to measure the curvature of a surface, such as a lens."
sphygmomanometer,A device used to measure blood pressure
spime,an object that could be remotely tracked through space and time
spinner,A device that is spun in games to choose a number or symbol
spirograph,an instrument for measuring and recording the depth and rapidity of breathing movements
spirometer,A device used to measure the volume of air inspired and expired by the lungs
splash stick,A device used to keep heat and liquid from escaping a lidded cup
spoiler,"A document, review or comment that discloses the ending or some key surprise or twist in a story, or the internal rules controlling the behaviour of a video game, etc"
sprayer,"An object used for spraying, such as a spray bottle."
spreader,An object or person who spreads.
spreader,A device used to spread bulk material
stabilimeter,A device used to measure stability
stabilometer,A device used in stabilometry
stalkumentary,"A documentary film or programme which follows around its subject and/or intrudes upon his or her private life, particularly to a degree characterized as stalking"
stamper,An instrument for pounding or stamping.
stand-to-pee,A device that enables transgender men to urinate while standing.
stardrive,a device used to propel a spacecraft through interstellar distances Stardrive section of a Galaxy-class starship
statement,A document that summarizes financial activity
station staff,An instrument for taking angles in surveying
statoscope,An instrument used for indicating or recording small changes in barometric pressure or in the altitude of an aircraft.
stepper,"A device used in the manufacture of microcircuits to apply a photolithographic image repeatedly, at regular intervals (by imaging, moving a step and repeating)."
stereometer,"An instrument for measuring the solid contents of a body, or the capacity of a vessel; a volumenometer."
stereometer,"An instrument for determining the specific gravity of liquid or porous bodies or powders, as well as solids."
stereoplotter,A device that generates contour lines on maps directly from pairs of stereophotographs
stereoscope,an instrument used for viewing pairs of stereoscopic photographs
sterilizer,"A device used to sterilize, killing pathogens by means such as heat, UV light, chemicals, etc"
stingray,"A device that simulates a cell tower, used to intercept cell phone communications."
stinkbomb,A device that produces such burst of unpleasant odors.
stirrer,A device used to stir
stoker,A device that feeds coal into a furnace etc automatically.
stop-motion,A device used for automatically stopping a machine or engine when a fault or error is detected.[1]
storage,An object or place in which something is stored
strabismometer,An instrument for measuring the amount of strabismus.
strain gauge,A device that measures the strain in a structural element by measuring changes in electrical resistance of a sensor attached to the element under investigation.
streak camera,An instrument for measuring the variation in a pulse of light's intensity over time.
stream clock,An instrument for ascertaining the velocity of the blood in a vessel.
stretcher,An instrument for stretching boots or gloves.
strickle,An instrument used for smoothing the surface of a core.
strickle,An instrument used in dressing flax.
striper,A device that applies stripes We rented a line striper for the parking lot.
stromuhr,An instrument for measuring the velocity of blood flow
stylesheet,A document issued by a publisher informing authors how to style their works for publication.
stylesheet,A document consisting of markup that describes the layout and presentation to be used when displaying other documents.
stylometer,An instrument for measuring columns.
subclass,An object class derived from another class (its superclass) from which it inherits a base set of properties and methods.
subdocument,A document making up part of a larger document.
subobject,An object that is part of another object.
subobject,"An object and a monomorphism from it to another object, which monomorphism is interpreted as an inclusion."
subobject classifier,"An object which serves as the codomain of a classifying morphism, together with a ""true"" global element of the said object."
subsampler,A device used to obtain subsamples
substitution of attorney,A document in which the party to a lawsuit states that his/her attorney of record is being substituted for by another attorney or by the party acting for himself/herself (in propria persona).
surfactometer,"An instrument that measures surface tension, especially on the surface of bubbles"
susceptometer,"A device that is used to measure susceptibility (paramagnetic, diamagnetic, or ferromagnetic)"
swashplate,A device that translates input from a helicopter's controls into motion of the main rotor blades.
swaymeter,A device that measures postural sway (in people standing still)
switchboard,A device that directs electricity from one source to another.
synchroscope,An instrument that indicates the degree to which two alternating current systems are synchronised with each other; used especially in electricity generation
synchroscope,An instrument used to synchronise the propellers of a twin-engine aircraft
syngraph,A document signed by both or all of the parties to a contract or bond.
syringe,A device used for injecting or drawing fluids through a membrane.
fact,An objective consensus on a fundamental reality that has been agreed upon by a substantial number of experts
factfile,A document made up of facts on a particular topic.
fadeometer,A device that measures the degree that an ink sample will fade when exposed to light.
fader,A device used to control sound volume.
fadometer,A device that irradiates materials in order to test the degree to which they fade from exposure to sunlight
failure,"An object, person or endeavour in a state of failure or incapable of success."
fairwater,A device that improves the streamlining of a vessel.
fan,"An instrument for winnowing grain, by moving which the grain is tossed and agitated, and the chaff is separated and blown away"
faradizer,A device that performs faradization.
feeding tube,"a device used to feed people who cannot eat or swallow, normally in the form of a tube passed through the nose or straight into the abdomen."
feedwater heater,a device used to preheat water before it enters a boiler
female condom,A device that is inserted into the vagina during sexual intercourse as a barrier contraceptive to reduce the risk of sexually transmitted infections and unintended pregnancy.
fescue,An instrument for playing on the harp; a plectrum
fieldmeter,An instrument for measuring the magnetic field.
fire extinguisher,A device that can be used to put out a fire
fire hydrant,"A device used by firefighters to obtain water from the main supply, consisting of a barrel, connections for hose and a valve assembly."
firing iron,An instrument used in cauterizing.
flamethrower,"a device that projects a flame for starting fires, and sometimes also additional fuel to help ignition"
flap gate,A device that allows water to flow in one direction only through a culvert; it is used especially to drain surface water from coastal marshes at low tide
flatbed,A document scanner with a flat bed.
flight plan,"A document filed by a pilot prior to departure, containing essential information about the flight."
floatstick,A device used to measure the fuel level on modern aircraft.
floorgrip,"A device used to steady firing and counter the effects of recoil, resulting in far more accurate fire when shooting in full auto mode"
fluidizer,A device that fluidizes.
fluorometer,An instrument used to detect and measure fluorescence.
fluoroscope,A device used to view continuous live X-ray images on a fluorescent screen.
flushometer,A device that flushes urinals automatically at regular intervals.
fluviometer,"A device used to measure the depth of water in a river, and sometimes used to record its rise and fall"
foamer,A device that foams or froths liquid
focimeter,A device that assists in focusing an object in or before a camera; usually a lens of small magnifying power.
fogger,A device that generates artificial fog or smoke for stage performances.
forceps,"An instrument used in surgery or medical procedures for grasping and holding objects, similar to tongs or pincers."
foreign exchange certificate,A document authorizing a purchase of foreign currency; used as a tool to regulate foreign exchange movements across the national border.
forestaff,"An instrument formerly used at sea for taking the altitudes of heavenly bodies, later replaced by the sextant"
former,"An object used to form something, such as a template, gauge, or cutting die"
fourchette,An instrument used to raise and support the tongue during the cutting of the frenulum.
fractal,"An object, system, or idea that exhibits a fractal-like property"
fragmenter,A device that causes fragmentation
fragmentor,A device used to fragment biological samples
free pass,A document entitling the bearer to free transportation.
free weight,"An object (such as a barbell or kettlebell) used for strength training that can be moved without mechanical constraint, as opposed to an exercise machine"
frigger,"An object crafted for the personal amusement of craftsmen, their friends and family."
full body scanner,A device used in some airports and train stations that creates an image of a person's naked body through their clothing to look for hidden objects without physically removing their clothes or making physical contact.
function object,An object that encapsulates a function pointer (or equivalent).
functional,An object encapsulating a function pointer (or equivalent).
functionoid,An object that encapsulates a function pointer (or equivalent).
funduscope,"An instrument for examining the interior of the eye (that is, for funduscopy)."
furnace,A device that provides heat for a building; a space heater.
future,An object that retrieves the value of a promise.
Wheatstone bridge,"An instrument used to measure an unknown electrical resistance by balancing two legs of a bridge circuit, one leg of which includes the unknown component."
DVD burner,A device that permanently records (burns) information onto a DVD.
Snickometer,"a device that combines slow-motion video and a graphical representation of sound waves recorded from stump and pitch microphones to determine whether a small noise (a snick) occurred as the ball passed the bat and/or pad, and thus whether the batsman made contact with the ball"
Stimpmeter,A device that measures the speed of a golf course's putting green by applying a known force to a golf ball and measuring the distance travelled.
machine,"A device that directs and controls energy, often in the form of movement or electricity, to produce a certain effect"
macrometer,An instrument for determining the size or distance of inaccessible objects by means of two reflectors on a common sextant
magenta box,A device used in phreaking to connect two remote telephone lines.
magnetarium,An instrument for illustrating the magnetism of the earth.
magnetoencephalograph,An instrument used in magnetoencephalography
magnetograph,An instrument for measuring changes in the direction and intensity of magnetic fields.
magnetometer,"An instrument used to measure the intensity and direction of a magnetic field, especially at points on the Earth's surface."
maintainer,A device used to keep teeth in a given position.
maki-e,An object decorated with this style of lacquer.
mammotome,An instrument used in mammotomy
management summary,A document that summarizes all the reports of a company in a readable fashion.
manometer,"An instrument to measure pressure in a fluid, especially a double-legged liquid column gauge used to measure the difference in the pressures of two fluids"
manpack,An object meant to be carried by a single person
marigraph,A device used to measure tidal levels.
marker,An object used to mark a location.
marker,A device that fires a paintball.
marksheet,A document indicating the marks awarded for academic work.
marograph,An instrument for measuring the tides
mass spectrometer,A device used in mass spectrometry to discover the mass spectrum of a given substance.
masseur,An instrument used in the performance of massage.
master,A device that is controlling other devices or is an authoritative source
measurand,An object being measured.
meatometer,A device to measure the width of a human's urinary meatus.
meff,"An objectionable, an unkempt person or a tramp."
megameter,An instrument for determining longitude by observation of the stars.
megohmmeter,"An instrument that measures extremely high resistances, in megaohms."
meldometer,An instrument for measuring the melting point of a material.
memorandum of association,A document that governs the relationship between a company and the outside world.
memorandum of understanding,A document that outlines the legal and factual premises believed by the parties to have been agreed to between them
meteorograph,"A device used to measure various meteorological conditions, such as the temperature and humidity."
meter,A device that measures things.
metered-dose inhaler,"A device that helps to deliver a specific amount of medication to the lungs, usually by supplying a short burst of aerosolized medicine that is inhaled by the patient."
metrometer,An instrument for measuring the size of the womb
metrotome,An instrument for cutting or scarifying the uterus or the neck of the uterus.
mhometer,An instrument for measuring conductivity.
microarrayer,A device used to prepare microarrays
microbarograph,"An instrument for recording minor fluctuations of atmospheric pressure, as opposed to general barometric surges."
microcator,An instrument used to measure very small differences in length
microdialyzer,A device used in microdialysis
microdocument,A document bearing a microreproduction of printed text; a microprint.
microfacsimile,A document bearing a microreproduction of printed text; a microprint.
microfiche,A device used to magnify and read these sheets.
microinjector,A device used to inject very small quantities of liquid
microinverter,"A device used in photovoltaics to convert direct current, generated by a single solar module, to alternating current"
micronometer,An instrument for noting very short periods of time.
microprint,A document bearing a microreproduction of printed text
microprobe,"An instrument used to determine the chemical composition at a point on a solid surface, such as that of a mineral"
micropulverizer,"A device used to grind / pulverize small samples of material 2015 October 9, European Sea Bass ( Dicentrarchus labrax ) Immune Status and Disease Resistance Are Impaired by Arginine Dietary Supplementation, in PLOS ONE[1], DOI:10.1371/journal.pone.0139967:Main ingredients were ground (below 250 m) in a micropulverizer hammer mill (SH1; Hosokawa Micron, B.V., Doetinchem, The Netherlands)."
microrecord,A document or similar item of data reduced to a microscopic format for easier storage.
microseismometer,An instrument for the measurement of microseisms.
microsequencer,A device that generates addresses in a microprogram
microspotter,A device used in microspotting
microtopographer,An instrument used to measure the surface topography of small objects
milliammeter,An instrument for measuring electrical current in milliamperes
mirror,"An object, person, or event that reflects or gives a picture of another"
mock object,An object that mimics the behavior of a real object in a controlled way.
modem,A device that encodes digital computer signals into analog/analogue telephone signals and vice versa and allows computers to communicate over a phone line.
moderator,"a device used to deaden some of the noise from a firearm, although not to the same extent as a suppressor or silencer."
modulator,A device that modulates.
molecular assembler,"A device that, given an object and sufficient atoms of the required elements, would build exact copies of it"
moniker,An object (structured item of data) used to associate the name of an object with its location
monitor,"A device that detects and informs on the presence, quantity, etc., of something."
moondial,"An instrument for telling time, like a sundial but relying on the light of the Moon."
morcellator,An instrument used in morcellation
morselizer,"A device that crushes a material into morsels 2015, Ali Manafi et al., Injectable Cartilage Shaving: An Autologous and Long Lasting Filler Material for Correction of Minor Contour Deformities in Rhinoplasty, in World Journal of Plastic Surgery[1], volume 4:Various methods are introduced to crush the cartilage into desired consistency including cartilage morselizer, and cottle cartilage crusher."
motion detector,A device used in security systems that can alert the user of the presence of a moving object.
motograph,"A device used in the making of a loud-speaking telephone, depending on the fact that the friction between a metallic point and a moving cylinder of moistened chalk, or a moving slip of paper, on which it rests is diminished by the passage of a current between the point and the moving surface."
motu proprio,A document issued by the Pope on his own initiative directed to the Roman Catholic Church.
mouthguard,"A device that fits into the mouth over one or both arches of teeth, which is usually made of plastic"
multiplexer,A device that interleaves several activities; a switching device.
multiplexer,A device that combines several input signals into a single output signal.
multitone,A document or image that is printed using several different inks.
mute,"An object for dulling the sound of an instrument, especially a brass instrument, or damper for pianoforte; a sordine"
mutex,"An object in a program that serves as a lock, used to negotiate mutual exclusion among threads."
muzzle,"A device used to prevent animal from biting or eating, which is worn on its snout."
myodynamometer,An instrument for measuring muscular strength
myograph,"An instrument for determining and recording the intensity, velocity, etc., of a muscular contraction."
myometer,An instrument used to measure muscle contraction
myostimulator,A device used in myostimulation
myotonometer,A device that measures muscle tone
xylometer,An instrument used to determine the specific gravity of wood.
3D scanner,A device that analyzes a real-world object or environment to collect data on its shape and possibly its color.
EPUB,A document encoded in EPUB format
E♭ instrument,an instrument that produces the concert pitch of E when a C is written in the music
G-spotter,A device that stimulates the G-spot.
Pirani gauge,a device used to measure vacuum by measuring changes in the temperature related resistance of a filament
ultrasonometer,A device that uses ultrasound to image osteoporosis
ultrasonoscope,A device that displays an ultrasonographic image
unicursal,An object or figure composed entirely of a single continuous path or line (e.g
univocal,A document containing instances of only one vowel
unlooper,"A device used to circumvent pay TV restrictions, restoring the hacked hardware from an infinite loop state that makes it otherwise unusable."
unwinder,A device that unwinds.
ureteroscope,A device used to inspect the interior of the ureter
urethroscope,An instrument for examining the interior of the urethra.
urethrotome,An instrument for cutting a urethral stricture.
uroflowmeter,A device that measures the flow of urine.
uvula,An object so suspended inside a bell that it may hit the bell and cause it to ring; a clapper.
uvulatome,An instrument for removing the uvula.
Q meter,an instrument used to measure the Q factor of an electric circuit at radio frequencies
F instrument,an instrument that produces a concert pitch of F when a C is written in the music
jerkmeter,"An instrument for measuring jerk, the rate of change of acceleration with respect to time"
jigger,A device used in the dyeing of cloth.
jigger,A device used by fishermen to set their nets under the ice of frozen lakes.
jimmy,A device used to circumvent a locking mechanism; a slim jim.
jonathan,An instrument used by smokers to light pipes
jumelle,"An object made or formed as a pair, such as a binocular opera glass."
jump,"An object which causes one to jump, a ramp"
radiation pyrometer,"a device that measures the intensity of radiation from, and thus the temperature of, a hot body"
radiator,"A device that lowers engine coolant temperature by conducting heat to the air, through metal fins."
radio,A device that can capture (receive) the signal sent over radio waves and render the modulated signal as sound.
radio,A device that can transmit radio signals.
radiochromatoscanner,An instrument that scans a chromatogram of radiolabelled compounds
radiograph,An instrument for measuring and recording solar radiation.
radiometer,A device that measures radiant energy.
radiomicrometer,"a device used to measure small changes in radiant heat, or in temperature"
radioscope,An instrument for detecting or studying X-rays.
radiosynthesizer,A device used in radiosynthesis
radiotelemeter,A device used in radiotelemetry
radiotelephone,a device that allows two-way communication via radio
radiotracker,A device that tracks wild animals fitted with radiocollars
rain gauge,A device used in meteorology to measure rainfall; a pluviometer.
rammer,A device used to ram; a ramrod
random walker,An object taking a random walk
rat trap,A device used for capturing rats.
rattle,A device that makes a rattling sound such as put on an animal so its location can be heard.
reacher,A device used to reach something.
rechargeable,A device that may be recharged
recirculator,A device that recirculates; that which causes recirculation to occur.
recolor,An object that has had its color changed
recrystallometer,A device that measures the level of recrystallization
rectifier,A device that converts alternating current into direct current; often a diode.
rectifier,An instrument used for determining and rectifying the variations of the compass on board ship.
recyclable,"An object that can be recycled, such as a soda can"
recyclebot,"A device that recycles materials automatically 2015 August 5, B"
redialer,A device that forwards a dialed number to another destination.
reference,"An object containing information which refers to data stored elsewhere, as opposed to containing the data itself."
reflectometer,An instrument used to measure the reflectance of a surface.
reformer,"A device used to convert petroleum refinery naphthas, typically having low octane ratings, into high-octane liquid products called reformates."
regenerator,"A device used in connection with hot-air engines, gas-burning furnaces, etc., in which the incoming air or gas is heated by being brought into contact with masses of iron, brick, etc., which have been previously heated by the outgoing, or escaping, hot air or gas."
register,A device that automatically records a quantity.
regulator,A device that controls or limits something
regulator,A device that controls the supply of steam to the cylinders of a steam locomotive.
relascope,"An instrument for forest inventory, consisting of a sight hole and marked scales, primarily used to find the height, basal area and diameter of a tree anywhere along the bole."
relaxometer,A device used in relaxometry
reliquary,An object that sustains the memory of past people or events.
remote control,"A device used to operate an appliance (such as a television), vehicle or mechanical toy from a short distance away"
rent,An object for which rent is charged or paid.
report card,"A document, on cardboard or plain paper, stating which grades a student earned, at the end of a term of regular period."
repositor,An instrument used to reposition a displaced organ
representation,An object that describes an abstract group in terms of linear transformations of vector spaces; (more formally) a homomorphism from a group on a vector space to the general linear group (group of all bijective linear transformations) on the space.
reprieve,A document authorizing such an action.
repulsor,"A device used to deflect or repel other objects, or for flight stability."
residual-current device,A device that instantly breaks an electric circuit to prevent serious harm from an ongoing electric shock.
respawner,An object in the game world that respawns things.
respirometer,"A device used to measure the rate of respiration of living organisms, such as plants or fish."
retainer,A device that holds teeth in position after orthodontic treatment.
retinoscope,An instrument used for examining the refraction of light within the eye.
rheometer,A device used to measure the flow properties of fluids with variable viscosity.
rheoplethysmograph,An instrument for the measurement of variation in volume of organs by measurement of variations in electric impedance
rheoscope,"An instrument for detecting the presence or movement of currents, as of electricity."
rheotrope,An instrument for reversing the direction of an electric current.
rhinoscope,an instrument used to examine inside the nose
rhythmometer,An instrument for marking time in musical movements.
ridicule,An object of sport or laughter; a laughing stock
rigidity modulus,"An object's tendency to shear, defined as the ratio of shear stress to shear strain"
ringhead,An instrument used for stretching woollen cloth.
riometer,An instrument used to quantify the amount of electromagnetic wave ionospheric absorption in the atmosphere.
rockumentary,A documentary about rock music or its musicians.
rongeur,An instrument for removing small rough portions of bone.
rotameter,"A device used to measure fluid flow, in which a float rises in a tapered vertical tube to a height dependent on the rate of flow through the tube"
rotulet,"A document in the form of a small roll, especially one that forms part of a larger roll."
router,"A device that connects local area networks to form a larger internet by, at minimum, selectively passing those datagrams having a destination IP address to the network which is able to deliver them to their destination; a network gateway"
routiner,A device used to automatically activate and cycle the settings of electronic equipment for testing purposes
rugine,An instrument for scraping the periosteum from bones; a raspatory.
rugosimeter,A device that measures the roughness of surfaces
runaway,An object or process that is out of control or out of equilibrium
galvanometer,"A device used to indicate the presence and direction of a small electric current, especially used to detect a null or balanced condition in a bridge circuit."
galvanoscope,"A device used to detect electric currents, particularly one using the deflection of a magnetic needle."
galvanostat,A device that maintains a constant current in an electrolytic cell during the course of a coulometric titration
game sheet,"A document used in sports in order to keep track of goals, penalties, assists, etc."
gamma camera,"A device used to image gamma-radiation-emitting radioisotopes, a technique known as scintigraphy."
gastrolyzer,A device that is used to detect gastrointestinal disorders by analysing breath
geobarometer,An instrument used for geobarometry.
geolocator,A device that permits geolocation.
geometric lathe,"An instrument for engraving banknotes, etc., with complicated patterns of interlacing lines."
geometric pen,"An instrument for drawing geometric curves, in which the movements of a pen or pencil attached to a revolving arm of adjustable length may be indefinitely varied by changing the toothed wheels which give motion to the arm."
geothermobarometer,An instrument used for geothermobarometry.
gleucometer,An instrument for measuring the specific gravity and ascertaining the quantity of sugar contained in must.
globulimeter,"An instrument for measuring the number of red blood corpuscles in the blood, by means of studying the tint produced by mixing a blood sample with sodium carbonate solution."
glossmeter,"An instrument used to measure the specular reflection gloss of a surface, by projecting a beam of light at a fixed intensity and angle onto a surface and measuring the amount of reflected light at an equal but opposite angle."
glossograph,An instrument for recording the movements of the tongue during speech.
glucosimeter,A device that monitors blood glucose levels in order to manage diabetes
gnathodynamometer,An instrument used to measure the force applied in closing the jaws.
gnomon,"An object such as a pillar or a rod that is used to tell time by the shadow it casts when the sun shines on it, especially the pointer on a sundial"
gnomon,"An object such as a pillar used by an observer to calculate the meridian altitude of the sun (that is, the altitude of the sun when it reaches the observer's meridian), for the purpose of determining the observer's latitude"
gobo,A device used to shield a microphone from extraneous sounds.
gold box,A device used in phreaking to divert an incoming call to a second telephone line.
goniometer,A device used to measure the angles of joints commonly used in orthopedics and physical therapy.
goniometer,A device used to measure the angles of crystals.
goniophotometer,A device that measures the light emitted from an object at different angles.
goniostat,A device that is used to cut the faces of gemstones
goniostat,A device that holds a sample at a specified orientation in an X-ray beam
graduator,"An instrument for dividing any line, straight or curved, into smaller regular intervals."
granulometer,A device used in granulometry
gravelometer,A device that measures the resistance to damage of a surface caused by flying grit and gravel etc
gravimeter,An instrument used to measure local variations in the gravitational field.
gravitator,"A device that combines high voltages with materials with high dielectric constants, claimed to exhibit anti-gravity effects."
gravity meter,An instrument that measures the local acceleration due to gravity (strength of the gravitational field).
green body,"An object composed of a ceramic compound, usually clay or powder, before it has been fired."
green box,"A device used in phreaking to produce various tones (coin collect, coin return, and ringback) that allow illicit control of a payphone."
groatsworth,An object or quantity that can be purchased for a groat; hence (figuratively) a small amount; a morsel.
groover,A device that makes grooves in surfaces.
guide,A document or book that offers information or instruction; guidebook.
guide,"A device that guides part of a machine, or guides motion or action"
guillotine,"A device used for cutting stacks of paper to straight edges, usually by means of a hinged blade attached to a flat platform."
gunter,"A device used in sailing, for two main configurations of rig: A wire that leads from a point near the end of a gaff to a point near the other end"
gustometer,A device that delivers a precise amount of a taste (gustatory stimulus) to the tongue of a recipient
gyraton,"An object that has a finite energy and spin, moving at the speed of light"
gyratory compactor,"A device used to test compactibility, and to make compacted test samples"
gyrometer,A device that measures angular velocity (and/or acceleration)
lactobutyrometer,An instrument for determining the amount of butterfat in milk.
lactometer,A device that estimates the cream content of milk by measuring its specific gravity.
lactoscope,"An instrument for estimating the amount of cream in milk, based on its relative opacity."
ladle,An instrument for drawing the charge of a cannon.
lambda probe,A device that is used to measure the proportion of oxygen in a fluid
laminator,A device that laminates.
lamp,"A device that generates heat, light or other radiation"
lanameter,An instrument for measuring the fineness of wool.
laryngostroboscope,"An instrument used to observe the vibration of the vocal chords during speech or singing 2016 January 6, Regeneration of Vocal Fold Mucosa Using Tissue-Engineered Structures with Oral Mucosal Cells, in PLOS ONE[1], DOI:10.1371/journal.pone.0146151:The upper surfaces of the vocal folds were illuminated by a stroboscopic light from the laryngostroboscope though a flexible endoscope (ENF-VH, Olympus)."
laryngotome,An instrument for performing laryngotomy.
laser,"A device that produces a monochromatic, coherent beam of light."
laser pointer,A device that emits a highly concentrated beam of light to highlight items of interest at some distance
lateral,"An object, such as a passage or a protrusion, that is situated on the side of something else."
laughing stock,"An object of ridicule, someone who is publicly ridiculed; a butt of sport"
