Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic
7762,geography,Noun,The lavatory: a room used for urination and defecation," chiefly upper-class Britain, euphemistic","1967 December 21, The Listener, p. 802: The Business Man Jocular: I say, where's the geography, old son?",False,False,False,False,False,False,False,False,False,False,True
8971,get,Verb,To kill, euphemistic,"Theyre coming to get you, Barbara.",False,False,False,False,False,False,False,False,False,False,True
9318,get out at Haymarket,Verb,"To practise coitus interruptus, the withdrawal method of contraception.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
9360,get sick,Verb,To vomit, euphemistic,"2004, Bridget Bufford, Minus One: A Twelve-Step Journey[1], ISBN, page 161:""I didn't ever do that, but when I first started drinking I got sick all over this guy I was seeing,"" I say.",False,False,False,False,False,False,False,False,False,False,True
9361,get some,Verb,To have sex," US, euphemistic, informal","So, did you get some with him? I'm going to that new club to get some tonight.",False,False,False,False,False,False,False,False,False,False,True
9610,getting any,Verb,"Having sex (habitually, not currently)", euphemistic,He's just grumpy because he's not getting any. Are you getting any?,False,False,False,False,False,False,False,False,False,False,True
9623,getting enough,Verb,"Having sex (habitually, not currently)", euphemistic,He's just grumpy because he's not getting enough.,False,False,False,False,False,False,False,False,False,False,True
11665,girllove,Noun,Paedophilic or hebephilic love of girls, euphemistic,"1981, Burton M Leiser, Values in conflict: life, liberty, and the rule of law Now, it is unlikely, had a large number of professional men in Boston been charged with sexual conduct with fourteen-year-old girls, that people would have rallied to their support waving the banner of ""girllove"". 2009, ""Ignored By The Liberal Mass Media"", The Duke University Child Rape Case Proves Pedophilia Isn't an ""Orientation"" (on Usenet newsgroup alt.politics.homosexuality) I believe that the vast majority of heterosexual men have an attraction to prepubescent and pubescent girls, they just cannot bring themselves to accept it. Girllove has always been common, just look at Japan and the girl modeling industry in eastern europe. 2012, ""Nigel Oldfield"", Re: After Savile, every British man should worry about his past (on Usenet newsgroup uk.legal) Just highlighting it is an issue of boylove, not girllove.",False,False,False,False,False,False,False,False,False,False,True
11666,girllover,Noun,A pedophile or hebephile who is attracted to girls., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
11990,give one's all,Verb,To lose one's life while making the utmost effort with full commitment," idiomatic, euphemistic","1929 April 10, ""Plans for War Mothers Pilgrimage Started,"" Rochester Evening Journal and the Post Express, p. 26 (retrieved 18 June 2011): The Cemeterial Division . . . has taken up the huge task of establishing contact with the mothers or widows of the 30,000 American soldiers who gave their all and whose bodies rest in graves across the sea. 2005 Aug. 4, Kareem Fahim, ""Sniper Kills New York Police Officer in Iraq ,"" New York Times (retrieved 17 June 2011): Police officers expressed shock at the news of their fellow officer's death. ""He gave his all; he literally gave his all,"" said Officer Edward Looney.",False,False,False,False,False,False,False,False,False,False,True
16459,go all the way,Verb,To have sexual intercourse.," intransitive, idiomatic, colloquial, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
16553,go down on,Verb,To perform oral sex upon (a person of either sex)," idiomatic, euphemistic, colloquial","Synonyms: see Thesaurus:give head 1995, You Oughta Know, in Jagged Little Pill, performed by Alanis Morissette:An older version of me / Is she perverted like me? / Would she go down on you in a theater?",False,False,False,False,False,False,False,False,False,False,True
16555,go down the drain,Verb,Synonym of go down the toilet: to fail.," euphemistic, idiomatic",,False,False,False,False,False,False,False,False,False,False,True
16557,go down the pan,Verb,Synonym of go down the toilet: to fail; to degenerate rapidly," euphemistic, idiomatic, Britain",The project would seriously go down the pan if Mrs. Foster weren't here to keep it on the straight and narrow.,False,False,False,False,False,False,False,False,False,False,True
16562,go down the tubes,Verb,Synonym of go down the toilet: to fail; to degenerate rapidly," euphemistic, idiomatic, US",The entire plan went down the tubes when they found they couldn't get strawberries in December.,False,False,False,False,False,False,False,False,False,False,True
16610,go gentle into that good night,Verb,to die, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
16625,go home,Verb,To die, euphemistic,Louis went home at around 2:30 yesterday.,False,False,False,False,False,False,False,False,False,False,True
16626,go home,Verb,To be eliminated in a competition, euphemistic,"2009, Sharon Marie Ross, Beyond the Box: Television and the Internet, page 82:Hellriegel's program tells him who is receiving a lot of votes (long periods of busy signals) and who is not (easy to ring through), and the website tells viewers who is most likely to go home rather than who is most likely to stay.",False,False,False,False,False,False,False,False,False,False,True
16805,go the way of all flesh,Verb,To die; to follow a course leading to death or extinction, euphemistic,"1624, John Donne, ""Devotions upon Emergent Occasions,"" Meditation XVII: ...That though the body be going the way of all flesh, yet that soul is going the way of all saints. 1888, Thomas Hardy, ""The Three Strangers,"" in Wessex Tales, The first stranger handed his neighbor the family muga huge vessel of brown ware, having its upper edge worn away like a threshold by the rub of whole generations of thirsty lips that had gone the way of all flesh. 1922, John Galsworthy, chapter 11, in The Forsyte Saga:What could one do? Buy them and stick them in a lumber-room? No; they had to go the way of all flesh and furniture, and be worn out. 1967, ""Tops Bottoms,"" Time, 18 Aug., On the U.S. West Coast, the clubs and restaurants that feature topless female entertainers and waitresses also seemed to be going the way of all flesh. In Los Angeles, 20% of the joints have closed. 2006, Laura Wertheimer, ""Clerical Dissent, Popular Piety, and Sanctity in 14th-Century Peterborough,"" Journal of British Studies, vol. 45, no. 1, p. 3, Laurence of Oxford went the way of all flesh on the gallows.",False,False,False,False,False,False,False,False,False,False,True
16838,go to bed with,Verb,To have sex with someone, euphemistic,"After the party, she's hoping to go to bed with Sonya.",False,False,False,False,False,False,False,False,False,False,True
16865,go to the bathroom,Verb,To visit a bathroom to urinate or defecate," euphemistic, chiefly US","2009, Marcia Stedron, My Roller Coaster Life as an Army Wife, Xlibris Corporation, ISBN, p. 57: It seems that Chris [a dog] squatted to go to the bathroom on the carpet and Chuck panicked and jumped up, rushed over, and managed to catch the droppings in his hand.",False,False,False,False,False,False,False,False,False,False,True
16874,go to the restroom,Verb,To visit a restroom to urinate or defecate., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
16875,go to the toilet,Verb,To visit a toilet to urinate or defecate., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
16881,go to the washroom,Verb,To visit a washroom to urinate or defecate., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
18116,goldarn,Adjective,goddamn," US, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
18117,goldarned,Adjective,goddamned, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
18301,golden years,Noun,"Old age; especially, the leisure years in later life after one has retired from employment"," idiomatic, euphemistic","1958 October 16, Robert Peterson, Growing Old Disgracefully, in St. Petersburg Independent[1], US, page 9:To make the most of your golden years, study the points enumerated above and then resolve to do just the opposite. 1986 December 18, Planning key to financially secure retirement, in Edmonton Journal[2], Canada, page C1:If, by the time you are 50, you haven't started planning for retirement, the golden years won't be golden. 2011 February 8, Janet Morrissey, Preparing for Long-Term Care: Any Good Options?, in Time[3]:A huge wave of baby boomers may need long-term care in their golden years.",False,False,False,False,False,False,False,False,False,False,True
18426,goldurn,Adjective,Goddamn.," US, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
18427,goldurn,Adverb,Goddamn.," US, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
18829,gone with the wind,Adjective,dead," idiomatic, euphemistic, poetic",,False,False,False,False,False,False,False,False,False,False,True
19197,good-time girl,Noun,A young woman who engages regularly in partying and romantic or sexual liaisons, euphemistic,"1936 May 25, ""Miscellany: Bouncer,"" Time: ""I'm a good-time girl. Clothes, music, lights, dancing and liquor-what else is there when a girl is young?"" 1991 Dec. 8, Maureen Dowd, ""Bugsy in Love, on Stage and Off,"" New York Times (Retrieved 3 June 2011): Virginia is a wild, promiscuous, good-time girl, but she's self-sufficient. 2004 Jan. 5, David Teather, ""Pop star thinks again after Las Vegas wedding,"" Guardian (UK) (Retrieved 3 June 2011): The incident is the latest in the singer's path from virginal role model to raunchy good-time girl.",False,False,False,False,False,False,False,False,False,False,True
19198,good-time girl,Noun,A prostitute, euphemistic,"2001, Dana Stabenow, The Singing of the Dead, ISBN, page 104:Just recently I found a story about a woman who was murdered in Niniltna back in 1915, a woman they called 'the Angel', one of the good-time girls who came up with the stampeders to mine the gold miners in the Yukon, and who came down to mine the copper miners along the Kanuyaq afterword. 2006, James R. Clark, American Soldier at 13 Yrs Old WWII, ISBN, page 190:We hadn't been out of the bar very long when a small, young Korean boy came up to us and wanted to know if we wanted good-time girls. 2013, Tom Lisanti, Glamour Girls of Sixties Hollywood: Seventy-Five Profiles, ISBN, page 76:In The Loved One (1965) Lyn is lost amongst the myriad of starlets playing funeral parlor hostesses, cosmetologists, and scantily clad good-time girls.",False,False,False,False,False,False,False,False,False,False,True
19399,goodness,Noun,God," uncountable, euphemistic",Thank goodness that the war is over!,False,False,False,False,False,False,False,False,False,False,True
20132,gosh darn,Adjective,Euphemistic form of goddamn., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
20143,goshdarn,Adjective,goddamn," US, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
20145,goshdurn,Adjective,goddamn," US, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
23411,gravitationally challenged,Adjective,Fat," humorously euphemistic, of a person","1996, Diane Ketcham, ""Long Island Journal,"" New York Times, 3 March (retrieved 29 Aug. 2010): [T]he chunky Mr. Ackerman took to the stage. First he told fat jokes. . . . ""I'm not fat. I'm gravitationally challenged."" 2002, Tania Kindersley, ""A job for nanny,"" spectator.co.uk, 6 July (retrieved 29 Aug. 2010): In America fat is the new f-wordinstead, it's nutritionally endowed, or person of mass, or gravitationally challenged.",False,False,False,False,False,False,False,False,False,False,True
23412,gravitationally challenged,Adjective,"Of a person, having a poor sense of balance; subject to intervals of dizziness"," euphemistic, often humorous","2003, Leonard Klady, ""MCM Review: Johnny English ,"" Movie City News, 18 July (retrieved 29 Aug. 2010): Consider that the person asking is Mr. Bean, the diminutive, awkward, gravitationally challenged, accident-prone incarnation served up by Rowan Atkinson.",False,False,False,False,False,False,False,False,False,False,True
26018,groin,Noun,The genitals, euphemistic,He got kicked in the groin and was writhing in pain.,False,False,False,False,False,False,False,False,False,False,True
27788,guarded,Adjective,Not favourable," medicine, often euphemistic",guarded prognosis,False,False,False,False,False,False,False,False,False,False,True
29702,gutter rabbit,Noun,cat meat, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1367,ladies',Noun,Clipping of ladies' room: a lavatory intended for use by women, informal and euphemistic,"1968, John Fowles, The Magus, p. 568: Kemp left me to go to the ladies'. I pulled out a paperback I had in my pocket. 1996, Deirdre Purcell, Roses After Rain, p. 335: ""...Where's the ladies' in this joint? I've to powder me nose."" 2004, David Nobbs, Sex and Other Changes, p. 95: ""I'm dressed as a woman, but I am still technically a man. I believe that to comply with the law of the land I ought to continue to use the Gents', but in order not to look out place I intend to use the Ladies' from now on. I trust none of you will grass on me..."" 2014, Trevor Dalton, Rhyme for Reason, p. 102: When he was quite satisfied with his handiwork, The Poet opened the toilet window, and then walked quickly from the gents' into the ladies'.",False,False,False,False,False,False,False,False,False,False,True
1525,lady friend,Noun,"A quainter term for girlfriend, often used ironically.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1536,lady of leisure,Noun,A prostitute., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1537,lady of light virtue,Noun,A female prostitute., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1538,lady of light virtue,Noun,A woman with lax sexual morals; a slut., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1540,lady of the night,Noun,"prostitute 1976, Donna Summer, Lady of the Night (song) They call her the lady of the nightShe's a woman of the worldAnd easy-living girl with love for saleThat's what they call her, the lady of the night.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
5028,late,Adjective,"Deceased, dead: used particularly when speaking of the dead person's actions while alive"," not comparable, euphemistic","(Often used with ""the""; see usage notes.) 1918, W. B. Maxwell, chapter 12, in The Mirror and the Lamp:To Edward [] he was terrible, nerve-inflaming, poisonously asphyxiating. He sat rocking himself in the late Mr. Churchill's swing chair, smoking and twaddling. Her late husband had left her well provided for. The piece was composed by the late Igor Stravinsky.",False,False,False,False,False,False,False,False,False,False,True
5062,late unpleasantness,Noun,"A recent war, especially the American Civil War", euphemistic,"(Can we date this quote?), Sons of Union Veterans of the Civil War, Brief History of the Grand Army of the Republic[1]:With membership limited strictly to ""veterans of the late unpleasantness,"" the GAR encouraged the formation of Allied Orders to aid them in its various works. 2003, Zane E. Finkelstein (referring to the Vietnam War), (Please provide the book title or journal name)[2]:It is unlikely that anyone with significant knowledge of the Army or the late unpleasantness in Southeast Asia, upon reading these two sentences, would respond other than with a scatological barnyard expletive or some more genteel utterance representing the same level of acceptance.",False,False,False,False,False,False,False,False,False,False,True
6050,lavabo,Noun,A lavatory: a room used for urination and defecation," humorous, euphemistic","Synonyms: see Thesaurus:bathroom 1930, Dorothy L. Sayers, Strong Poision, Ch. xiv, p. 177: Mr. Pond fussed out and she heard the door of the little lavabo in the passage open with a loud creak.",False,False,False,False,False,False,False,False,False,False,True
6111,lavatory,Noun,A room containing a toilet: a bathroom (US) or WC (UK), euphemistic,"Americans don't know 'WC' and Brits mock 'bathroom' but everyone usually understands 'toilet' or 'lavatory'. 2003, Rob Rachowiecki al., Ecuador and the Galpagos Islands, page 44: People needing to use the lavatory often ask to use the bao in a restaurant; toilet paper is rarely available, so the experienced traveler always carries a personal supply.",False,False,False,False,False,False,False,False,False,False,True
6322,lawful interception,Noun,wiretapping, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
6605,lay down,Verb,To euthanize an animal.," euphemistic, transitive",,False,False,False,False,False,False,False,False,False,False,True
7792,lean finely textured beef,Noun,"A meat byproduct produced from otherwise unusable material such as skin and connective, spinal, and digestive tissues by heating and then mixing with ammonia in a centrifuge to produce a food additive"," in the meat industry, on product packaging, euphemistic","2001, Meat Science and Applications (Y. H. Hui, Wai-Kit Nip, Robert W. Rogers), page 455: Two such materials that have been available for only a relatively short period of time are lean finely textured beef (LFTB) and lean finely textured pork (LFTP). They are obtained by low-temperature recovery of protein from trimmed beef [] 2002, Steve Taylor, Advances in Food and Nutrition Research, volume 44, page 168: In a related study, Van Laack et al. (1997) studied the residual color of patties prepared from normal or high pH beef and lean finely textured beef. Addition of lean finely textured beef to high pH beef resulted in a more well-done color [] 2006, in The Meat Buyers Guide: Beef, Lamb, Veal, Pork, and Poultry (produced by the North American Meat Processors Association), page 29: When specified by the purchaser, lean finely textured beef may be combined with boneless beef meeting the above material requirements [] 2012 March 28, Jon Stewart, The Daily Show with Jon Stewart[1], Comedy Central:So now the world is aware that ""lean finely textured beef"" is actually an alias for ""ammonia-soaked centrifuge-separated byproduct paste"".",False,False,False,False,False,False,False,False,False,False,True
7988,learning difficulty,Noun,Any of a series of medically recognized conditions (as opposed to diseases) that inhibit a person's ability to function in the world.," Britain, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
8854,left handed path,Noun,black magick, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
10939,let go,Verb,To dismiss from employment, euphemistic,"The secretary didn't work out, so her boss told her she was being let go. 2017 October 14, Paul Doyle, Mauricio Pellegrino yet to find attacking solution for stuttering Southampton, in the Guardian[1]:Puel was let go in June despite leading Southampton to their first major final for 14 years and an eighth-place finish in the Premier League. But apparently his style was too boring and some players and many fans disliked his method, so he had to go fair enough but look at them now.",False,False,False,False,False,False,False,False,False,False,True
10940,let go,Verb,"To fail to maintain a standard of appearance, behavior, or performance"," euphemistic, transitive","(euphemistic, usually reflexively) To gain weight Wow, dude! You've really let yourself go this time!",False,False,False,False,False,False,False,False,False,False,True
10983,let someone go,Verb,To dismiss someone from an employment position or a relationship.," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
12609,liberate,Verb,"To acquire from an enemy during wartime, used especially of cities, regions, and other population centers."," transitive, military, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
12610,liberate,Verb,"To acquire from another by theft or force: to steal, to rob"," transitive, euphemistic",We didn't need IDs. We just liberated these beers from the back of the shop.,False,False,False,False,False,False,False,False,False,False,True
18630,little boy's room,Noun,"Alternative form of little boys' room: a men's room, a public lavatory intended for men."," euphemistic, informal, nonstandard",,False,False,False,False,False,False,False,False,False,False,True
18634,little boys' room,Noun,Synonym of men's room: a public lavatory intended for use by men," euphemistic, informal","Excuse me, where is the little boys' room? My son is about to burst a bladder. 1934 August 18, Liberty, page 40: He accidentally locked himself in the cain the little boys' room. 1938 November 25, Princeton Alumni Weekly, page 209: The first [sc. cartoon], representing a very young chap seeking directions to the little boys' room in the Metropolitan Museum, prompted the management to frame it and hang it in the aforesaid room.",False,False,False,False,False,False,False,False,False,False,True
18637,little boys room,Noun,"Alternative form of little boys' room: a men's room, a public lavatory intended for men."," euphemistic, informal",,False,False,False,False,False,False,False,False,False,False,True
18670,little girl's room,Noun,"Alternative form of little girls' room: a ladies' room, a public lavatory intended for women"," euphemistic, informal, nonstandard","1994, Janet Evanovich, One for the Money, page 225:""I'm okay. I think I'm going to break for lunch soon, too. Have to use the little girl's room.""""There's a John on the second floor. Just get the key from Lorna. Tell her I said it was okay."" 2006, Ted Bell, Spy: A Thriller, page 42:He says she went to the little girl's room during the show and never came back. 2007, Linda Francis Lee, The Devil in the Junior League, page 21:But before we get back to business, I've got to go to the little girl's room. Nothing like sweet tea to go right through you.",False,False,False,False,False,False,False,False,False,False,True
18673,little girls' room,Noun,Synonym of ladies' room: a public lavatory intended for use by women," euphemistic, informal","1935, John O'Hara, BUtterfield 8, Ch. ix, page 279: The women's toilet (as distinguished from the ladies' room in a speakeasy, the johnny at school, the little girls' room at a party in an apartment, and the wash-my-hands on a train) was clean enough.",False,False,False,False,False,False,False,False,False,False,True
18677,little girls room,Noun,"Alternative form of little girls' room: a ladies' room, a public lavatory intended for women."," euphemistic, informal",,False,False,False,False,False,False,False,False,False,False,True
18685,little green man,Noun,A Martian., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
18687,little green man,Noun,A soldier lacking identification as to create uncertainty around their allegiance (most notably employed during the 2010s Ukrainian crisis)," euphemistic, usually in the plural","2014, Little Green Men: A Primer on Modern Russian Unconventional Warfare, Ukraine 20132014[1], Fort Bragg, North Carolina: The United States Army Special Operations Command, page 43:These infamous little green men appeared during the decisive seizures or buildings and facilities, only to disappear when associated militias and local troops arrived to consolidate the gains. In this way they provided a measure of deniabilityhowever superficial or implausiblefor Moscow.40 2015, Shane R. Reeves; David Wallace, The Combatant Status of the Little Green Men and Other Participants in the Ukraine Conflict, in International Law Studies, US Naval War College[2], volume 91, number 361, Stockton Center for the Study of International Law, page 393:The little green menfaces covered, wearing unmarked olive uniforms, speaking Russian and using Russian weaponshave played a significant role in both the occupation of Crimea and the civil war in eastern Ukraine.196 2019 March 18, Steven Pifer, Five years after Crimeas illegal annexation, the issue is no closer to resolution[3], The Center for International Security and Cooperation:The little green men were clearly professional soldiers by their bearing, carried Russian weapons, and wore Russian combat fatigues, but they had no identifying insignia. Vladimir Putin originally denied they were Russian soldiers; that April, he confirmed they were.",False,False,False,False,False,False,False,False,False,False,True
18693,little head,Noun,The glans of the penis," idiomatic, euphemistic, usually humorous","2003, Dalton Ross, ""Rumble in the Jungle,"" Entertainment Weekly, 9 May (retrieved 10 Jan. 2010): Obsessed with Heidi's cleavage, the pervert within may start thinking with his little head instead of his big one.",False,False,False,False,False,False,False,False,False,False,True
18724,little person,Noun,"A person with dwarfism, or short stature resulting from a medical condition", euphemistic,"2012, Vera Chouinard, Edward Hall, Robert Wilton, Towards Enabling Geographies, page 188: Here, the amount of personal space that is acknowledged for a little person is similar to that of a child.",False,False,False,False,False,False,False,False,False,False,True
19025,lived-in,Adjective,Looking sloppily kept., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
19255,living impaired,Adjective,Dead., humorously euphemistic,,False,False,False,False,False,False,False,False,False,False,True
19441,load,Noun,Nonsense; rubbish, euphemistic,What a load!,False,False,False,False,False,False,False,False,False,False,True
21567,long-eared guinea pig,Noun,A rabbit.," Australia, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
21815,long pig,Noun,Human flesh used by cannibals of the Pacific as meat, euphemistic,"1857, R[obert] M[ichael] Ballantyne, The Coral Island: A Tale of the Pacific Ocean: ""As a long pig!"" I exclaimed in surprise; ""why what does he mean by that?"" ""He means somethin' very unpleasant,"" answered Bill with a frown. 1968, Osa Johnson, I Married Adventure: If we were reckless enough to risk being served up as ""long pig"" by the savages of Malekula, that was our lookout, not his. 2002, William C. Miller, Long Pig: While Melanesian cannibals make ""long pig,"" barbecuing enemies, legal and political cannibals in San Francisco put a beautiful wealthy woman, Penny Penny Hill, on trial for murder []",False,False,False,False,False,False,False,False,False,False,True
21817,long pork,Noun,Human flesh," idiomatic, euphemistic","1896-1897, Atalanta, volume 10, page 11: [] the doctor still seemed to share the sort of creepiness I felt at the sight of a live nigger who had actually eaten long pork. 1929, Oscar Asche, his life, page 50: Cannibals do not eat ""long pork"" because they are short of animal food but in order to possess the courage of those they devour. For example, a man like Peter Jackson or John L. Sullivan would have been greatly in demand. 1942, Robert Hamilton Bruce Lockhart, Return to Malaya, page 369: They still play chess, but they no longer eat ""long pork"". 2005, Jim Christy, The redemption of Anna Dupree, page 145: From the back of the bar, from the man with the huge pot belly, came a sound like a cannibal might make if he was choking on long pork, ""Ga gobba. Ga gobba.""",False,False,False,False,False,False,False,False,False,False,True
22379,look down,Verb,"To watch over, as in from heaven", euphemistic,"No matter where you are, remember I'm looking down at you even after I'm gone.",False,False,False,False,False,False,False,False,False,False,True
23326,lose one's life,Verb,"To die, especially to be killed during involvement in an activity or in some other undertaking", euphemistic,"1726 October 28, [Jonathan Swift], chapter IV, in Travels into Several Remote Nations of the World. In Four Parts. [] [Gullivers Travels], volume I, London: Printed for Benj[amin] Motte,[], OCLC 995220039, part I (A Voyage to Lilliput): The people so highly resented this law, that our histories tell us, there have been six rebellions raised on that account; wherein one emperor lost his life. 1818, Mary Wollstonecraft Shelley, Frankenstein, Letter 1: I have no ambition to lose my life on the post-road between St. Petersburgh and Archangel. 1893, William Butler Yeats, ""The Friends of the People of Faery"" in The Celtic Twilight: [H]is own wife lost her life with an accident that come to a horse that hadn't room to turn right with a harrow between the bush and the wall. 1912, Arthur Conan Doyle, The Lost World, ch. 2: Do you think, Sir, that you could possibly send me on some mission for the paper? . . . anything that had adventure and danger in it. . . . You seem very anxious to lose your life. 2006 Dec. 30, Unmesh Kher, ""By the Numbers: The U.S. Death Toll,"" Time: [E]nemy fighters killed 2,320 of the troops who lost their lives in Iraq through December 2.",False,False,False,False,False,False,False,False,False,False,True
23466,loss of life,Noun,Death, euphemistic,"2004, Susan Miller, Women in Mark's Gospel, p. 137: The new age comes through the death of Jesus, and his loss of life brings abundance to everyone. 2011, Henry McDonald, The Guardian, 10 Apr 2011: Chief Superintendent Alasdair Robinson said the device left below the M1 motorway was ""sophisticated and substantial"" and could have caused huge devastation and loss of life.",False,False,False,False,False,False,False,False,False,False,True
23513,lost in action,Adjective,Killed during military combat," euphemistic, of a military serviceperson","2009, John Metzler, ""High stakes for democracy (and terrorism) as Afghans prepare to vote ,"" World Tribune (US), 7 August (retrieved 15 Sep 2010): Kouchner's comments came after another French marine was killed bringing to 29 the number of French forces lost in action.",False,False,False,False,False,False,False,False,False,False,True
23939,love,Noun,Sexual desire; attachment based on sexual attraction, euphemistic,"2013, Ronald Long, Men, Homosexuality, and the Gods, Routledge (ISBN), page 3: The prospect that their cherished Greeks would have countenanced, much less honored, a love between men that expressed itself carnally, however, was not so easily assimilated.",False,False,False,False,False,False,False,False,False,False,True
23940,love,Noun,Sexual activity, euphemistic,"1986, Ben Elton al., Blackadder II, ""Bells"": What think you, my lord, of... love? You mean rumpy-pumpy.",False,False,False,False,False,False,False,False,False,False,True
23952,love,Verb,To have sex with (perhaps from make love)," transitive, euphemistic",I wish I could love her all night long.,False,False,False,False,False,False,False,False,False,False,True
24007,love child,Noun,A child born as a result of a romantic liaison between parents not married to one another; an illegitimate child, euphemistic,"Synonym: bastard 1841, Charles Dickens, The Old Curiosity Shop, ch. 36: Nobody ever came to see her, nobody spoke of her, nobody cared about her. Mr Brass had said once, that he believed she was a love-child (which means anything but a child of love).",False,False,False,False,False,False,False,False,False,False,True
24029,love handle,Noun,"A protruding area of fat on the side of the body, above the hips."," colloquial, euphemistic, chiefly in the plural",,False,False,False,False,False,False,False,False,False,False,True
24163,loved one,Noun,A recently deceased close friend or family member, euphemistic,"2003 March 29, Jessica Watson, ""Laying to rest the days of his and hearse,"" Guardian (UK) (retrieved 23 June 2008): Whereas once the main option was a traditional black hearse service, these days a ""green funeral"" with a cardboard coffin is just one of the alternative ways to send off a loved one.",False,False,False,False,False,False,False,False,False,False,True
24935,lubrication payment,Noun,"A bribe or extorted money, usually relatively small in amount, provided to a low-level government official or business person, in order to expedite a business decision, shipment, or other transaction, especially in a country where such payments are not unusual"," idiomatic, business, ethics, euphemistic","1995, Mark E. Mendenhall et al., Global Management, ISBN, p. 145: A lubrication payment is a small payment to low-level business people or government officials to ""grease the wheels"" of business. 2001, Y. H. Wong and Thomas K. Leung, Guanxi: Relationship marketing in a Chinese context, ISBN, p. 105: Lubrication payments are made with requests for a person to perform a task faster or more efficiently, whereas subornation is an act of asking officials to neglect their duties or do something illegal.",False,False,False,False,False,False,False,False,False,False,True
1028,years young,Noun,years old He is 85 years young.," euphemistic, humorous",,False,False,False,False,False,False,False,False,False,False,True
31,a-hole,Noun,"asshole, arsehole"," derogatory, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
49,a-word,Noun,"The word ass or arse, asshole or arsehole.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
3272,abstract,Verb,To steal; to take away; to remove without permission," transitive, euphemistic","[First attested in the late 15th century.][1] W. Black - Von Rosen had quietly abstracted the bearing-reins from the harness. 1869, Bholanauth Chunder, The Travels of a Hindoo to Various Parts of Bengal and Upper India:The inlaid characters in diamond, and other precious stones, have been all abstracted away by the pelf-loving Jaut and Mahrattaleaving the walls defaced with the hollow marks of the chisel.",False,False,False,False,False,False,False,False,False,False,True
4638,accident,Noun,An instance of incontinence, euphemistic,"2009, Marcia Stedron, My Roller Coaster Life as an Army Wife, Xlibris Corporation, ISBN, page 56: We werent there long when Karin asked about our dog. When we told her Chris was in the car, she insisted we bring him up to the apartment. I rejected her offer and said he might have an accident on the carpet and I didnt want to worry about it.",False,False,False,False,False,False,False,False,False,False,True
4639,accident,Noun,An unintended pregnancy., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
7026,acopia,Noun,Inability to cope (function psychologically and socially) in one's home environment.," euphemistic, medicine",,False,False,False,False,False,False,False,False,False,False,True
7903,act of darkness,Noun,sexual intercourse, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
11495,adult actress,Noun,A female porn star., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
11507,adult movie,Noun,a pornographic film, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
11511,adult star,Noun,Porn star., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
