term,definition
vagary,"An erratic, unpredictable occurrence or action"
vaginoplasty,A surgical procedure used to construct or reconstruct a vaginal canal and mucous membrane.
validation,The process whereby others confirm the validity of one's emotions.
vamp,An activity or speech intended to fill or stall for time.
vanishment,The act or process of vanishing; disappearance.
vanning,"A process by which ores are washed on a shovel, or in a vanner."
variation,"A technique where material is repeated with alterations to the melody, harmony, rhythm, timbre, texture, counterpoint or orchestration; but with some invariant characteristic, e.g"
varicotomy,The surgical procedure of removing varicose veins.
vasoprotection,vasoprotective activity
vectorcardiography,A method of recording the magnitude and direction of the electrical forces generated by the heart by means of a continuous series of vectors that form curving lines around a central point.
vegetation,"The act or process of vegetating, or growing as a plant does; vegetable growth."
vehicle,A mode or method of spiritual practice; a yana.
velarization,The act or process of velarizing
veniality,A venial (pardonable) action or an instance of venial behaviour.
venography,"A diagnostic procedure in which an X-ray of the veins, a venogram, is taken after a special dye is injected into the bone marrow or veins."
ventilation,"The bodily process of breathing; the inhalation of air to provide oxygen, and the exhalation of spent air to remove carbon dioxide."
ventricularization,"The process, or the result of ventricularizing"
ventriculostomy,A neurosurgical procedure that involves creating a hole within a cerebral ventricle for drainage.
verb,An action as opposed to a trait or thing
verdaille,"A method of painting or other work which employs only varying shades of green, or work executed with this method"
verdictive,A speech act whereby a judgment is issued
verdinization,"The process, or the result of being converted to a green form by contact with seawater."
vernacularization,The act or process of making vernacular
versification,"The act, art, or practice of composing poetic verse; the construction or measure of verse or poetry; metrical composition."
vertebroplasty,A medical procedure where bone cement is injected percutaneously into a fractured vertebra with the goal of relieving the pain of vertebral compression fractures
very long baseline interferometry,A technique used to improve the angular resolution of a radio telescope by using multiple synchronized antennas very far apart
vibration,"Any periodic process, especially a rapid linear motion of a body about an equilibrium position."
vibrato,The musical effect or technique where the pitch or frequency of a note or sound is quickly and repeatedly raised and lowered over a small distance for the duration of that note or sound.
vibroseis,"A method of propagating signals into the ground (as a seismic survey, for oil)."
victimization,An act that victimizes or exploits someone.
victimless crime,"An act that is prohibited by law, yet which neither directly harms nor violates the rights of any specific person, although some people may claim it harms society as a whole."
videostroboscopy,An endoscopic technique for visualising the vocal cord in motion
vileness,a vile act
villainy,A wicked or treacherous act.
vincentization,The technique of averaging three or more subjects' estimated or elicited quantile functions in order to define group quantiles from which F can be constructed.
violation,The act or an instance of violating or the condition of being violated
violence,"Action which causes destruction, pain, or suffering"
violet noise,A signal or process with a frequency spectrum such that the spectral energy density is proportional to the frequency squared
viral marketing,"A technique aiming at reproducing ""word of mouth"", usually on the internet or by e-mail, for humorous, political or marketing purposes."
viropexis,The process whereby certain viruses become attached to a cell wall and are incorporated into the cell by phagocytosis
virtual method,A method whose behavior can be overridden within an inheriting class by a method with the same signature.
virtual sex,"Sexual activity where two or more people stimulate each other transmitting erotic material using the Internet, telephones or other electronic communication equipment"
visa-on-arrival,"A simplified method of issuing visa (a permit to enter and leave a country) on arrival, as an alternative to a complete visa-free entry, abbreviated as VOA"
viscoexpression,"A technique, in cataract surgery, in which the nucleus is delivered using a viscoelastic liquid 2015 July 21, Aditya Kelkar et al., Sutureless, Glueless, Scleral Fixation of Single-Piece and Toric Intraocular Lens: A Novel Technique, in Case Reports in Ophthalmology[1], volume 6, DOI:10.1159/000437349:The nucleus was delivered through viscoexpression."
visit,A single act of visiting
vitreography,"A printmaking technique using a glass matrix instead of the traditional metal, wood, or stone."
vitreolysis,A technique that uses lasers to disrupt floaters in the vitreous humour
vitrification,The action or process of vitrifying a material: conversion into a glass-like amorphous solid free of any crystalline structure by addition or removal of heat or by mixture with an additive
vivarta,The cyclonic process of manifestation by which the one becomes the many
voice-over,"A production technique, in which pictures are accompanied by the voice of an unseen actor or reporter"
voicing,the articulatory process in which the vocal cords vibrate
voicing,a phonological process that turns a voiceless sound into a voiced one.
voiding,"An act by which something is voided, such as urination"
voltammetry,Any of several electrochemical analytical technique in which a current is measured as a voltage is varied.
volumization,The action or instance of volumizing.
voluntary manslaughter,Manslaughter resulting from an intentional act done without malice or premeditation and while in the heat of passion or on sudden provocation.
vortex,Anything that involves constant violent or chaotic activity around some centre
vote,"an act or instance of participating in such a choice, e.g., by submitting a ballot The Supreme Court upheld the principle of one person, one vote"
vote-winner,A political action or strategy that would be popular with potential voters
voting,"action of the verb to vote Voting, in and of itself, is not evil"
vowel harmony,"A phonological process involving vowels in some languages, setting constraints on what vowels (e.g"
vulcanization,A process by which rubber is hardened using heat and sulphur.
vulgarity,An offensive or obscene act or expression.
vulvoplasty,"A surgical procedure to construct, repair, or remodel a vulva."
cablegami,"A technique used in the building of computer systems that involves the complex folding of flat ribbon cables as if they were origamis, and/or the routing and organization of non-flat cables."
cackle-bladder,A method of making the mark think that he is an accessory to murder by faking someone's death in this manner
cadence,The act or state of declining or sinking
cadwelding,"A welding technique producing good electrical conducting welds by using a highly exothermic thermite reaction between copper oxide and a metal such as aluminium, which results in pure copper being deposited in the weld."
cage diving,An activity where people in metallic cages are immersed underwater to undergo an experience with sharks
calamine brass,"Brass produced by a particular alloying technique using the zinc ore calamine directly, rather than first refining it to metallic zinc."
calculation,The act or process of calculating.
calculus,"A decision-making method, especially one appropriate for a specialised realm"
calendar method,A rhythm method of natural birth control.
calendarization,The act or process of calendarizing.
call and response,A musical technique in which one or more performers calls and others (often the audience) respond with alternating musical phrases.
camera shot,"Any technique to film images at particular angles, distances, etc, such as close-up or long shot."
camerawork,"Technique or skill involving the use of a camera, especially a video camera"
camping,"The recreational activity of temporarily living in a tent or similar accommodation, usually in the wilderness"
cancellation,"The act, process, or result of cancelling; as, the cancellation of certain words in a contract, or of the contract itself."
canceration,The act or state of becoming cancerous or growing into a cancer.
caneworking,A glassblowing technique that uses rods of coloured glass to add intricate patterns and stripes to blown glass objects.
caninization,"The process, or the result of caninizing a therapy"
cannibalism,An act in which one thing consumes or takes over another of the same kind.
canoe camping,"A recreational activity involving canoeing, long-distance travel and camping."
canonization,The final process or decree (following beatification) by which the name of a deceased person is placed in the catalogue (canon) of saints and commended to perpetual veneration and invocation.
cantico,An uproar; activity that is full of high spirits and violent action
cap product,"A method of adjoining a chain of degree p with a cochain of degree q, such that q p, to form a composite chain of degree p q."
capital budgeting,The budgeting process in which a company plans its capital expenditure (the spending on assets of long-term value).
capitalisation,The act or process of capitalising
capitular,an act passed in a chapter
caprice,"An impulsive, seemingly unmotivated notion, action, or change of mind"
caprification,A process for pollinating figs by hanging clusters of wild fig (caprifig) flowers in the trees (pollen being transferred by wasps).
capsulization,The act or process of capsulizing This fable is a capsulization of a certain moral philosophy.
caramelization,The process that converts sugars into caramel; the process of caramelizing.
carbon burning,"the nucleosynthesis process, in stars of greater than 8 solar mass that have exhausted their helium supply, in which carbon is converted to neon, sodium, magnesium and other elements"
carbon fixation,"any process, such as photosynthesis, whereby atmospheric carbon dioxide is converted into organic compounds"
carbon printing,the photographic process of making a carbon print
carbon sequestering,"a process whereby trees and other plants remove carbon dioxide from the atmosphere and through photosynthesis, turn it into plant material"
carbonization,The act or process of carbonizing
carburetion,"The process, such as occurs in a carburetor, of mixing fuel with oxygen or air in appropriate proportion for combustion."
cardinalization,"The process, or the result of cardinalizing"
cardiomyogenesis,The process leading to the formation of myocardium
cardiomyoplasty,A surgical procedure in which healthy muscle from another part of the body is wrapped around the heart.
cardiopericardiopexy,"A technique for increasing the collateral circulation of the myocardium, in which sterile magnesium silicate was used to induce adhesions between the heart and the pericardium"
cardiopulmonary resuscitation,A first aid procedure for cardiac arrest involving compression of the chest wall alternating with artificial respiration
cardiotomy,The procedure of making an incision in the heart.
career suicide,A act that ruins one's own career.
carnification,"The act or process of turning to flesh, or to a substance resembling flesh."
carroting,A process in the manufacture of felt in which the animal pelt is treated with a solution of mercuric nitrate
carry-on,An activity that is done in an excessively excitable or anxious manner
carving,The act or craft of producing a carved object
cash basis,"A method of accounting that tracks income and expenditure when they actually occur, rather than when they become due."
cash grab,An activity engaged in with the intention of making money quickly
cast,The casting procedure
casting,"The act or process of selecting actors, singers, dancers, models, etc."
casting,A manufacturing process using a mold.
castration,Any act that removes power from a person (particularly a man) or entity.
casual sex,"Sexual activity that is undertaken without commitment, emotional attachment or personal familiarity between the participants involved"
casus belli,An act seen as justifying or causing a war; act of war
catabiosis,The physiological process by which cells physically degrade due to age
catagenesis,The cracking process in which organic kerogens are broken down into hydrocarbons.
catalytic reformer,"A reformation technique used to ""strip"" gasoline of impurities, improve octane rating etc."
catastrophization,The act or process of catastrophizing
categorification,A procedure that defines theorems in terms of category theory by mapping concepts from set theory to category theory
catenation,The act or process of catenating.
catharsis,"A therapeutic technique to relieve tension by re-establishing the association of an emotion with the memory or idea of the event that first caused it, and then eliminating it by complete expression (called the abreaction)."
catheterization,The procedure of introducing a catheter
caucus race,"The competitive process in which a political party selects their candidate, especially presidential; a primary election via caucus"
caudicle,"A slender, elastic process to which the masses of pollen in orchidaceous plants are attached"
causation,The act or agency by which an effect is produced
cause,"A suit or action in court; any legal process by which a party endeavors to obtain his claim, or what he regards as his right; case; ground of action."
cazo process,An old method for amalgamating metal ores by first boiling in a solution of salt.
celebration,"The act, process of showing appreciation, gratitude and/or remembrance, notably as a social event."
cell division,a process by which a cell divides into two cells
celotomy,"The act or operation of cutting, to relieve the structure in strangulated hernia."
cementochronology,A method for assessing age at death and determining season at death based on the annulation (formation of rings) in tooth cementum.
centralization,"The act or process of centralizing, or the state of being centralized; the act or process of combining or reducing several parts into a whole the centralization of power in the general government the centralization of commerce in a city"
centrifugation,The process in which mixtures are separated using the centripetal force generated by spinning in a centrifuge
centuriation,"A method of land measurement used in Ancient Rome, characterised by the regular layout of a square grid traced using surveyors' instruments"
cephalotripsy,The act or operation of crushing the head of a foetus in the womb in order to effect delivery.
cerebral oximetry,A noninvasive method of measuring oxygen metabolism in the brain.
cerography,A method of making stereotype plates from inscribed sheets of wax.
cerotype,"A printing process of engraving on a surface of wax spread on a steel plate, for electrotyping."
cervicography,A diagnostic medical procedure in which pictures are taken of the dilation of the cervix in the early stages of labour
chafening,The act or process of making chafed
chaining,The act or process by which something is chained.
chairwork,"A technique in which the patient moves between chairs, acting as a different person in each one, so as to understand the point of view of others."
chalk talk,A music hall act in which a performer makes chalk caricatures whilst reciting a monologue
challenge,A procedure or action
champing,The sound or action of one who champs
chaotization,The act or process of making or becoming chaotic.
character,A being involved in the action of a story
characterization,The act or process of characterizing
charging,An act or process of charging (as of a battery).
chattelism,The act or condition of holding chattels.
cheerleading,"A physical activity in which cheerleaders organize elements of dance, gymnastics, and tumbling for judgment or to cheer on a team."
cheilectomy,A surgical procedure that removes bone spurs from the base of the big toe.
chemical change,any process in which reactants are changed into products by the breaking or creation of chemical bonds
chemical genomics,"a research method using small molecule inhibitors known to target specific proteins to examine the role of those specific proteins in biological (typically biochemical) processes 2002 Zheng XFS and Chan T-F (2012), Chemical genomics: a systematic approach in biological research and drug discovery, in Cell[1], page 33 In this article, we will provide a detailed analysis of the current state of chemical genomics and its potential impact on biological and medical research, and pharmaceutical development"
chemical reaction,"A process, typically involving the breaking or making of interatomic bonds, in which one or more substances are changed into others."
chemigraphy,"Any mechanical engraving process depending upon chemical action; specifically, a process of zinc etching not employing photography."
chemisorption,the process in which a substance is adsorbed on the surface of another by means of chemical rather than physical bonding
chemitypy,A process for obtaining casts in relief from an engraved zinc plate
chemopreservation,A technique for preserving the body of an organism by means of a chemical fixative
chiaroscuro,"An artistic technique developed during the Renaissance, referring to the use of exaggerated light contrasts in order to create the illusion of volume."
chiaroscuro,"A photographic technique in which one side of, for example, a face is well lit and the other is in shadow."
childbirth,"The fact or action of giving birth to a child, as the culmination of pregnancy."
childcare,"The act, practice, or occupation of supervising and taking care of young children"
chiral resolution,A process in stereochemistry to separate racemic compounds into their enantiomers.
chlorination,"The act or process of chlorinating something; especially, the addition of chlorine to water to purify it, and a process for the extraction of gold by exposure of the auriferous material to chlorine gas."
chlororespiration,"An electron-transport process, analogous to respiration, that occurs in plant chloroplasts."
choking,"The process in which a person's airway becomes blocked, resulting in asphyxia in cases that are not treated promptly."
cholecystectomy,The surgical procedure to remove the gall bladder
cholecystenterostomy,"A surgical procedure in which the gall bladder is joined to the small intestine, to allow bile to pass from the liver to the intestine when the common bile duct is obstructed."
cholecystography,A procedure used to visualize the gall bladder by administering a radiopaque contrast agent that is excreted by the liver.
cholescintigraphy,A nuclear imaging procedure to evaluate the health and function of the gall bladder.
chomping,The sound or action of one who chomps
chondrolaryngoplasty,A surgical procedure in which the thyroid cartilage is reduced in size by shaving down the cartilage through an incision in the throat.
chondroprotection,"chondroprotective activity 2015 August 2, J.-F"
chopped and screwed,"A technique of remixing hip-hop music by reducing the tempo and then modifying the track by skipping beats, record scratching, etc."
chopping,The action by which something is chopped.
choragraphy,A writing technique in which thematically relevant images are rearranged in the hope of producing insight.
chrismation,"In general, the act of applying chrism, or consecrated oil."
chromaticism,the act or action of chromaticizing: the use of chromatic notes or tones (contrasted with diatonicism) excessive chromaticism means excessive increase in harmonic tension -- Mosco Carner
chromatofocusing,An analytical technique for the separation of proteins according to differences in their isoelectric points
chromoendoscopy,A medical procedure in which dyes are instilled into the gastrointestinal tract at the time of visualization with fibre-optic endoscopy.
chromoxylography,The art or technique of producing chromoxylographs.
chronoamperometry,An analytical technique in which an electric current is measured during the course of a titration
chronophotography,An antique photographic technique from the Victorian era which captures movement in several frames of print
chronoportation,A technique to send one's mind to another time.
chunking,"A method of presenting information which splits concepts into small pieces or ""chunks"" of information to make reading and understanding faster and easier, using such methods as bulleted lists, short subheadings, or short sentences with one or two ideas per sentence."
churn,Cyclic activity that achieves nothing
cinematography,"The art, process, or job of filming movies."
cipher,A method of transforming a text in order to conceal its meaning
circular breathing,"A particular breathing technique: it involves inhaling via the nose while pushing air, that was stored in the cheeks, out through the lips, so allows for continuous playing of a wind instrument."
circularization,The act or process of making something circular in form.
civil wrong,A wrongful act by one person against another for which the other person may recover damages in a lawsuit.
civilianization,the act or process of civilianizing
civilization,The act or process of civilizing or becoming civilized
clap,"A single, sudden act or motion; a stroke; a blow"
clapping,The action by which someone or something claps.
clapping game,An activity in which two or more people stand facing each other and clap hands to a rhyming chant.
class act,"Used sarcastically, a person, entity, event, or action entity exhibiting the opposite of the above characteristics, i.e., boorish, unprincipled, and/or bungling behavior Did you hear about Peter's ""milk-milk-lemonade"" toast to Lois at their wedding reception? After a class act like that, I'm surprised that anyone in the Pewterschmidt family is still speaking to him."
classical conditioning,"A learning process in which a previously neutral stimulus (such as a bell) is paired with a potent stimulus (such as food in the case of a dog), so that the neutral stimulus comes to elicit a conditioned response (salivation) similar to the one elicited by the potent stimulus."
classicization,The process or result of classicizing
clastogenesis,"The process resulting in additions, deletions, or rearrangements of parts of the chromosomes that are detectable by light microscopy."
claustration,A method used by emperors to keep their harems and to guarantee their virginity.
claw,"A slender appendage or process, formed like a claw, such as the base of petals of the pink"
claw hammer,"A fingerpicking technique primarily used by banjo players, but also by some guitarists."
cleanroom,Being or relating to a software development process intended to produce software with a certifiable level of reliability.
clearing,The act or process of making or becoming clear.
cleft grafting,"a method of grafting in which the scion is placed in a cleft or slit in the stock or stump made by sawing off a branch, usually in such a manner that its bark evenly joins that of the stock."
cliché-verre,A technique of reproducing images in which a glass plate coated with collodion is etched with a burin and then photographed against a black background
cliché verre,"A method of either etching, painting or drawing on a transparent surface, such as glass or film, and printing the resulting image on light-sensitive paper in a photographic darkroom."
clicking,The sound or action of a click
clickjacking,"A malicious technique whereby part of a webpage is covered by transparent or misleading content that receives the users mouse clicks, thus causing them to execute commands they did not intend"
clienteling,The sales technique of forming personal relationships with clients based on their habits and preferences.
clinch,The act or process of holding fast; that which serves to hold fast; a grip or grasp
clinical hypothermia,A deliberate procedure of clinically induced cooling to stop the heart during surgery.
clinoid,"A clinoid process 2015 August 5, Venkatesh Gokuldas Kamath et al., Binary Logistic Regression Analysis of Foramen Magnum Dimensions for Sex Determination, in Anatomy Research International[1], volume 2015, DOI:10.1155/2015/459428:The lateral contributions are by the lateral cartilages, namely, the orbitosphenoid, which forms lesser wing of sphenoid, anterior clinoids, and planum sphenoidale, the alisphenoid that forms the greater wing of sphenoid and the medial pterygoid plate."
clipmapping,A method of clipping a mipmap to a subset of data pertinent to the geometry being displayed.
cliticization,"The process, or an instance, of a word becoming a clitic."
clitorectomy,the surgical procedure to remove all or part of the clitoris; female circumcision
clitoridectomy,the surgical procedure to remove all or part of the clitoris; female circumcision
clitoridotomy,A surgical procedure which reduces the size of the clitoral hood.
cloisonne,"A decorative technique for metalwork, especially brass, whereby colored enamel is baked between raised ridges of the metal"
clonalization,"The process, or the result of cloning"
clopping,The sound or action of something that clops
closed-cut valley,a method of valley application in which shingles from one side of the valley extend across the valley while shingles from the other side are trimmed back a few inches from the valley centerline.
closed cut valley,A method of valley application in which shingles from one side of the valley extend across the valley while shingles from the other side are trimmed back approximately 2 inches from the valley centerline.
closing,"The final procedure in a house sale, when documents are signed and recorded."
closure,A method of ending a parliamentary debate and securing an immediate vote upon a measure before a legislative body.
clothing,An act or instance of putting clothes on
clothwork,The art or technique of making things from cloth
clustering,"A prewriting technique consisting of writing ideas down on a sheet of paper around a central idea within a circle, with the related ideas radially joined to the circle using rays."
cnidocil,The fine filiform process of a cnidoblast.
co-decision,"A procedure, in the European Union, that requires consensus to be reached between the Council and the Parliament for legislation to be adopted"
coactivation,A process wherein RNA transcription is increased by a coactivator protein.
coaddition,A process in image refinement in which images from an input grid are sampled and added to a common output grid.
coarticulation,The action or process of coarticulating.
coat-trailing,A disingenuous act or arrangement intended to provoke a desired response
cobwebbing,"A graphical technique for solving discrete-time systems, useful in finding the stationary points."
coconstruction,A joint process of constructing.
code-behind,"A technique in object-oriented programming in which the visual and back-end source code are stored in separate files, allowing designers and programmers to work independently"
codifferentiation,"The act or process of obtaining the codifferential of a function, or a function which obtains the codifferential 1997, Bo-Yu Hou Bo-Yuan Hou, Differential Geometry for Physicists[1], ISBN, page 113:In addition, a is called a co-exact form if the r-form a can be written as codifferentiation of a (r + l)-form , ie, a = ."
codification,The act or result of arranging something into a code; the act of setting down a body of knowledge in a systematic way
coding,A method of communicating important medical information discreetly and quickly between medical professionals and responders.
coeliotomy,A surgical procedure for making an incision in the abdominal wall to gain access into the abdominal cavity
coelution,"The process whereby two or more chemical compounds elute from a chromatographic column at the same time, making separation and identification difficult."
coevaporation,"The action, or the result, of coevaporating"
coformulation,The act or result of packaging more than one drug into one pill.
cognization,Process or action of cognizing.
cohesive device,"A word, expression or method in a text or utterance that connects related ideas and messages."
cohomology,"A method of contravariantly associating a family of invariant quotient groups to each algebraic or geometric object of a category, including categories of geometric and algebraic objects."
cohybridization,"The action, or the result, of cohybridizing"
cointervention,"Any additional procedure applied to members of either the study group or the control group in a randomized, controlled trial"
cold reading,"The technique, or an instance, of using likely guesses and assumptions, then narrowing in on any positive responses, in order to give the impression of having information about a person or event"
cold shoulder,A deliberate act of disrespect; a slight or snub
colectomy,The surgical procedure to remove all or part of the large intestine or colon
collage,The technique of producing a work of art of this kind.
collagraphy,A printmaking process in which materials are applied to a rigid substrate (such as cardboard or wood).
collateralization,The act or process of collateralizing.
collective bargaining,"A method of negotiation in which employees negotiate as a group with their employers, usually via a trade union"
collision detection,The process or mechanism of determining whether two shapes are partially occupying the same space.
collocation,A method of finding an approximate solution of an ordinary differential equation L [ y ] = 0 {\displaystyle L[y]=0} by determining coefficients in an expansion y ( x ) = y 0 ( x ) + l = 0 q l y l ( x ) {\textstyle y(x)=y_{0}(x)+\sum _{l=0}^{q}\alpha _{l}y_{l}(x)} so as to make L [ y ] {\displaystyle L[y]} vanish at prescribed points; the expansion with the coefficients thus found is the sought approximation.
colloquialization,The process or result of making colloquial.
collotype,A dichromate-based photographic process formerly used for large-volume mechanical printing.
color by number,"A technique that applies such exercises, as used until recently in the production of large-scale animations for instance."
color coordination,The act or process of color coordinating.
coloration,The act or art of coloring.
coloring,An act or process which applies color.
colorization,An electronic process that adds color to black and white movies.
colostography,An imaging technique that identifies disorders of the colon
columelloplasty,A suture technique to correct caudal septal cartilage dislocation.
combo,"An action composed of a sequence of simpler actions, especially a composite attacking move in a fighting game"
combustion,The act or process of burning.
combustion,A process where two chemicals are combined to produce heat.
combustion,"A process wherein a fuel is combined with oxygen, usually at high temperature, releasing heat."
come-hither,An act intended to attract sexual interest.
comedy duo,A double act (comic pairing).
cometabolism,A process in which a substance may be biodegraded only in the presence of a secondary source of carbon
command performance,"A task, activity, or other assignment which one undertakes in order to satisfy someone in authority, such as an employer"
commentation,The act or process of commenting or criticising; exposition
commissive,"A speech act by which a commitment is made, such as a promise or threat."
commitment,"The act or an instance of committing, putting in charge, keeping, or trust, especially: The act of sending a legislative bill to committee for review"
commixture,The act or state of being mixed together; a union or mingling of constituents; commixtion
communication,The act or fact of communicating anything; transmission
community service,"Service or activity done for the benefit of the community at large, such as cleaning, fundraising, pro bono professional services, etc."
communization,The act or process of communizing.
companding,A process in which noise in a signal is reduced by selective compression and expansion
comparative method,A technique for studying the development of languages by performing a feature-by-feature comparison of two or more languages with a common ancestor.
compartmentalization,"The act or process of dividing a complex task or structure into smaller, often more manageable pieces"
compensation,The act or principle of compensating
compilation,The act or process of compiling or gathering together from various sources.
compilement,The act or process of compiling; compilation.[1]
complaint,"In a civil action, the first pleading of the plaintiff setting out the facts on which the claim is based;The purpose is to give notice to the adversary of the nature and basis of the claim asserted."
completion,"The act or state of being or making something complete; conclusion, accomplishment"
complexification,The act or process of making something more complex.
complication,The act or process of complicating
compressed sensing,"A signal processing technique for efficiently acquiring and reconstructing a signal, by finding solutions to underdetermined linear systems."
compression,The electronic process by which any sound's gain is automatically controlled.
compromisation,The act or result of compromising
computation,The act or process of computing; calculation; reckoning.
computed axial tomography,A medical imaging process involving the use of multiple X-ray images to produce a three dimensional image of internal organs.
computed axial tomography,A scan produced by this technique.
conation,"The power or act which directs or impels to effort of any kind, whether muscular or psychical"
concentration,"The act, process or ability of concentrating; the process of becoming concentrated, or the state of being concentrated"
conching,"A process in the manufacture of chocolate in which the flavour and texture is refined by warming and grinding, either in a traditional concher or between rollers."
concrete method,A method of a concrete class.
condensation,The act or process of condensing or of being condensed
conduct,"The act or method of controlling or directing 1785, William Paley, The Principles of Moral and Political Philosophy There are other restrictions imposed upon the conduct of war, not by the law of nature primarily, but by the laws of war first, and by the law of nature as seconding and ratifying the laws of war"
confection,"The act or process of confecting; the process of making, compounding, or preparing something."
confidence trick,A method of cheating somebody by winning their confidence and inducing them to hand over money (or other valuables)
confiscation,The act or process of confiscating.
confocal microscopy,An imaging technique in which pinholes are used to eliminate out-of-focus light
conformal optics,A method of designing optical systems in which the conformation of the lenses is chosen to optimize its interaction with the local environment
confutation,The act or process of confuting; refutation.
congelation,"The act or process of passing, or causing to pass, from a fluid to a solid state, as by the abstraction of heat; the act or process of freezing."
conglobulation,"The act, or the result of conglobulating"
conjoining,An act by which things are conjoined
conjugator,An automated process or written aid for giving the conjugation table of verbs.
conjuring,"An act in which something is conjured 1988 March 11, Anthony Adler, Nervous Chatter, in Chicago Reader[1]:In between conjurings, Jan and Anka swap cures for insomnia [] ."
conoscopy,Optical technique to make observations of a transparent specimen in a cone of converging rays of light.
conquest,An act or instance of overcoming an obstacle
consecration,The act or ceremony of consecrating; the state of being consecrated; dedication
consensual crime,An activity to which all participants consent which is deemed to be illegal.
consensualization,"The process, or the result, of consensualizing"
consideration,"The thought process of considering, of taking multiple or specified factors into account (with of being the main corresponding adposition)"
consolidation,"The act or process of consolidating, making firm, or uniting; the state of being consolidated Synonyms: solidification, combination"
constitution,"The act, or process of setting something up, or establishing something; the composition or structure of such a thing; its makeup"
constitutionalization,The act or process of establishing a constitution over a state or organization
constructibility,"A project management technique to review construction processes and potential obstacles from start to finish, before building begins."
construction,The act or result of construing the meaning of something
constructive dismissal,The practice or act of forcing an employee to resign by creating a hostile work environment
constructive force,Action on the part of one party which will be treated by a court as equivalent to the use of force in determining whether that party has acted improperly with respect to another
constructor,A class method that creates and initializes each instance of an object.
consummation,"The first act of sexual intercourse in a relationship, particularly the first such act following marriage."
contact process,The industrial process for the manufacture of sulfuric acid from sulfur and oxygen
contamination,"The act or process of contaminating Synonyms: pollution, defilement, taint"
contamination,A process whereby words with related meanings come to have similar sounds.
contempt,"The state or act of contemning; the feeling or attitude of regarding someone or something as inferior, base, or worthless; scorn, disdain"
contempt of court,A particular act of open disrespect for or willful disobedience of the authority of a court of law
contextomy,"The act or practice of quoting somebody out of context, often to give a false impression of what they said"
contextualization,The act or process of putting information into context; making sense of information from the situation or location in which the information was found.
contignation,"The act or process of framing together, or uniting, as beams in a fabric"
continuation,"The act or state of continuing or being continued; uninterrupted extension or succession Synonyms: prolongation, propagation Antonyms: discontinuation, termination"
contouring,a technique in makeup using blush and bronzing powder to define contours on the face
contraction,"A process whereby one or more sounds of a free morpheme (a word) are lost or reduced, such that it becomes a bound morpheme (a clitic) that attaches phonologically to an adjacent word"
control,"The method and means of governing the performance of any apparatus, machine or system, such as a lever, handle or button."
control,"A security mechanism, policy, or procedure that can counter system attack, reduce risks, and resolve vulnerabilities; a safeguard or countermeasure."
convenience method,"A method created for convenience so that some other, more complex task can be solved more easily."
convention,"A practice or procedure widely observed in a group, especially to facilitate social interaction; a custom"
conventionalization,The act or process of making conventional.
conversion,"The process whereby a new word is created without changing the form, often by allowing the word to function as a new part of speech"
conveyance,An act or instance of conveying
conviviality,A jovial spirit or activity
cook-chill,A method of food preparation in which food is first cooked and then rapidly chilled.
coordinate system,A method of representing points in a space of given dimensions by coordinates from an origin
copier,A program or process that copies
coprocess,A process that explicitly yields control to other processes or to the operating system.
copromotion,The act or process of copromoting.
copy elision,"An optimisation technique where a value is transfered to the final target address, instead of being copied and then destroyed."
copy sort,"An advertising research technique measuring individual phrases and verbal ideas in a commercial by the audience's levels of attention or recall, relevance, and feelings"
copy sort,An advertising research technique designed to complement the Picture Sort when deconstructing the audience's experience of a television commercial
copy test,A method of market research that predicts in-market performance of an ad before it airs.
copy test,A method of advertising research also known as a pre-test.
cordotomy,The surgical procedure for selectively disabling pain-conducting nerve paths in the spinal cord to relieve chronic pain.
core,The bony process which forms the central axis of the horns in many animals.
corniculum,A small horn-like part or process.
coronation,"The act or solemnity of crowning a sovereign; the act of investing a prince with the insignia of royalty, on his succeeding to the sovereignty."
corporification,The act or process of corporifying.
corpus callosotomy,A surgical procedure in which the corpus callosum is severed to control generalised seizures.
corticosteroidogenesis,The endogenous process of production of corticosteroids.
cosmeceutical,Any cosmetic that is claimed to have a medicinal action
cosmesis,A procedure or intervention to improve appearance.
cosmochronometer,Any process (such as forms of radioactive decay) that may be used to determine the age of an astronomical object.
costeaning,"A process for discovering metallic lodes by sinking small pits through the superficial deposits to the solid rock, and then driving from one pit to another across the direction of the vein, so as to cross all the veins between the two pits."
cottaging,"A seasonal activity involving a prolonged stay at one or more cottages; similar to visiting, but typically for a longer duration and at a seasonal home that one owns or rents"
coulometry,"A technique in analytical chemistry in which the amount of substance released during electrolysis, and the amount of electricity used, are measured."
counion,The act or result of joining or merging; union
countback,"A procedure used to determine which of two equal finishers is the winner, based on past performance 2012 May 13, Andrew Benson, Williams's Pastor Maldonado takes landmark Spanish Grand Prix win, in BBC Sport[1]:Vettel is classified as the leader on results countback"
counteract,An action performed in opposition to another action
counteraction,Any action in opposition to a previous action.
counteractivity,counteraction; action that opposes or goes against something
countercountermeasure,A method of stopping the effects of a suspected countermeasure.
counterimmunoelectrophoresis,"A laboratory technique used to evaluate the binding of an antibody to its antigen, similar to immunodiffusion, but with the addition of an applied electrical field across the diffusion medium, usually an agar or polyacrylamide gel."
counterinduction,The opposite process to induction (creation of a specific example of a general principle)
counterinsurgency,"Any political or military action taken to defeat insurgency, especially during guerrilla warfare"
